Item_Identifier,Item_type_combined_Drinks,Item_type_combined_Food,Item_type_combined_Non-Consumable,Item_Weight,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Item_Visibility_avg,Item_MRP,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Years.of.Operation,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Outlet_Sales
NCW05,0,0,1,20.25,0,1,0,3.75788828,107.6938,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDZ22,0,1,0,9.395,1,0,0,0.689194694,83.125,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDK02,0,1,0,12.5,1,0,0,1,118.144,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDZ45,0,1,0,12.79,1,0,0,1,196.6084,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDL25,0,1,0,6.92,0,0,1,1.985131089,91.1804,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDS08,0,1,0,5.735,1,0,0,0.865418243,175.737,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
NCZ42,0,0,1,12.79,0,1,0,0.170322873,235.5248,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDX57,0,1,0,17.25,0,0,1,0.716531949,97.0068,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDF21,0,1,0,10.3,0,0,1,0.891962143,189.853,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDJ56,0,1,0,8.985,1,0,0,2.792151066,98.47,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDX10,0,1,0,6.385,0,0,1,1.874182984,36.4874,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
DRG48,1,0,0,5.78,1,0,0,0.220647454,145.1102,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
DRN37,1,0,0,9.6,1,0,0,1.460096117,167.3158,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
NCY41,0,0,1,16.75,0,1,0,1.153008804,34.9532,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDN28,0,1,0,5.88,0,0,1,0.459559809,103.499,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDE34,0,1,0,9.195,1,0,0,1.639206187,181.5634,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDR10,0,1,0,17.6,1,0,0,0.15253724,163.8552,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDC32,0,1,0,18.35,1,0,0,1.511226699,92.9462,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
DRG13,1,0,0,17.25,1,0,0,0.563829925,164.3526,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDP59,0,1,0,20.85,0,0,1,0.857484749,104.9648,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
NCT53,0,0,1,5.4,0,1,0,1.221127464,165.8526,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDL57,0,1,0,12.79,0,0,1,1.012117897,257.4304,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDN32,0,1,0,17.5,1,0,0,0.394901716,185.2266,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDK09,0,1,0,15.2,1,0,0,1.397016274,227.4352,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDA52,0,1,0,16.2,0,0,1,3.259188862,178.437,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDC57,0,1,0,20.1,0,0,1,0.829069085,193.282,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDI09,0,1,0,20.75,0,0,1,1.960692756,239.488,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
NCB07,0,0,1,19.2,0,1,0,1.175197603,197.911,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDP26,0,1,0,7.785,1,0,0,2.115550535,103.1306,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDP40,0,1,0,12.79,0,0,1,0.518413219,112.0544,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDL15,0,1,0,17.85,1,0,0,0.70650473,151.5682,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDV07,0,1,0,9.5,1,0,0,1,111.3228,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDS03,0,1,0,7.825,1,0,0,1.214187211,65.1826,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDE50,0,1,0,19.7,0,0,1,0.24609792,185.9556,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDQ15,0,1,0,20.35,0,0,1,2.303587203,79.4276,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDQ33,0,1,0,13.35,1,0,0,2.314718045,150.3708,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDT22,0,1,0,10.395,1,0,0,1.698244289,58.022,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
DRO35,1,0,0,13.85,1,0,0,0.52406919,117.2492,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDJ41,0,1,0,6.85,1,0,0,0.347504048,261.5594,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDQ27,0,1,0,5.19,0,0,1,0.670847431,104.899,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDC26,0,1,0,10.195,1,0,0,1.927105544,112.3886,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
NCF43,0,0,1,12.79,0,1,0,1,142.947,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
NCR50,0,0,1,20.2,0,1,0,0.179186563,153.134,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDE39,0,1,0,7.89,1,0,0,0.550116326,119.6782,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDN49,0,1,0,12.79,0,0,1,1.889504294,40.548,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
DRG11,1,0,0,6.385,1,0,0,1.270946228,107.3596,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
NCA18,0,0,1,10.1,0,1,0,0.851590486,117.0492,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDM36,0,1,0,11.65,0,0,1,0.894125691,171.9422,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDW32,0,1,0,18.35,0,0,1,1.437850171,85.6882,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
NCQ18,0,0,1,15.75,0,1,0,3.42797039,98.67,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDX14,0,1,0,12.79,1,0,0,1.130765526,76.2354,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDD46,0,1,0,6.035,1,0,0,2.153889662,152.3998,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDI34,0,1,0,12.79,0,0,1,2.260133144,232.1668,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,NA
NCJ17,0,0,1,7.68,0,1,0,2.312679526,85.2224,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDB52,0,1,0,17.75,1,0,0,0.461388375,257.2672,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDV55,0,1,0,17.75,1,0,0,0.83844496,143.7444,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDC57,0,1,0,20.1,0,0,1,0.827782104,191.682,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDB29,0,1,0,16.7,0,0,1,0.794684864,115.2176,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
NCO43,0,0,1,5.5,0,1,0,0.713985127,100.1016,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDG44,0,1,0,6.13,1,0,0,1.552598647,52.7298,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDJ34,0,1,0,11.8,0,0,1,1.422922036,126.4704,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDH40,0,1,0,11.6,0,0,1,1.198619467,82.3276,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
NCD07,0,0,1,12.79,0,1,0,0.836360893,111.9518,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDB41,0,1,0,19,0,0,1,1.483843001,46.0718,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDH47,0,1,0,13.5,0,0,1,1.961114528,95.7068,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
DRK37,1,0,0,5,1,0,0,0.667088696,189.353,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDM25,0,1,0,12.79,0,0,1,1.610514037,176.7712,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,NA
NCX06,0,0,1,17.6,0,1,0,0.238335033,182.3976,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
NCS05,0,0,1,11.5,0,1,0,0.319876312,132.8942,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDS39,0,1,0,6.895,1,0,0,0.34124604,142.2812,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDC47,0,1,0,12.79,1,0,0,1.793933523,226.5694,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDG20,0,1,0,15.5,0,0,1,1.904139947,178.3028,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
DRL23,1,0,0,18.35,1,0,0,0.233362096,106.1938,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDY33,0,1,0,14.5,0,0,1,1.472572346,158.3262,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
NCH18,0,0,1,9.3,0,1,0,0.678543103,243.8802,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDX47,0,1,0,6.55,0,0,1,0.524584407,155.4288,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
NCB06,0,0,1,17.6,0,1,0,1.250880494,159.192,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDP36,0,1,0,10.395,0,0,1,1,49.6008,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDW44,0,1,0,9.5,0,0,1,0.5351466,172.1448,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
NCU41,0,0,1,18.85,0,1,0,0.792489232,191.8846,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
NCS17,0,0,1,18.6,0,1,0,1.220592112,96.2436,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDD46,0,1,0,6.035,1,0,0,2.141369932,155.5998,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDE45,0,1,0,12.1,1,0,0,0.615373499,177.5002,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDI09,0,1,0,20.75,0,0,1,1.972156155,238.988,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
NCJ54,0,0,1,9.895,0,1,0,1.524424535,234.0642,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
NCA29,0,0,1,10.5,0,1,0,0.415259569,172.1106,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
NCN41,0,0,1,12.79,0,1,0,0.787782971,122.773,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDY34,0,1,0,10.5,0,0,1,0.166479442,164.2842,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
NCG55,0,0,1,16.25,0,1,0,0.593436107,116.1176,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
DRM49,1,0,0,6.11,0,0,1,2.303981788,44.4086,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
NCB42,0,0,1,11.8,0,1,0,0.130009486,115.4492,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDE58,0,1,0,18.5,1,0,0,0.791085971,116.8124,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
DRJ25,1,0,0,14.6,1,0,0,2.281059494,50.6692,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDS47,0,1,0,16.75,1,0,0,3.270950641,86.9856,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDY21,0,1,0,15.1,1,0,0,2.63447609,198.211,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
NCI54,0,0,1,15.2,0,1,0,0.509016906,111.1912,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDO24,0,1,0,11.1,1,0,0,2.686958958,158.1604,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDY43,0,1,0,14.85,1,0,0,1.491728355,168.9474,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDF35,0,1,0,15,1,0,0,2.344353248,106.8938,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
NCP29,0,0,1,12.79,0,1,0,2.980496758,63.7168,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,NA
FDN28,0,1,0,12.79,0,0,1,0.456408767,101.799,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDJ50,0,1,0,8.645,1,0,0,0.328628088,51.9982,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDQ14,0,1,0,12.79,1,0,0,0.932304643,150.805,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDC37,0,1,0,15.5,1,0,0,0.498343466,108.0938,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDN08,0,1,0,7.72,0,0,1,1.339817093,118.7466,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDD04,0,1,0,16,1,0,0,1,141.9154,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDW34,0,1,0,9.6,1,0,0,0.541661307,243.617,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDP04,0,1,0,15.35,1,0,0,0.2106189,65.2168,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
NCG07,0,0,1,12.3,0,1,0,0.800557945,187.753,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
NCN14,0,0,1,19.1,0,1,0,1.399368154,184.2608,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDJ16,0,1,0,9.195,1,0,0,1.745470593,58.1246,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
NCM42,0,0,1,6.13,0,1,0,0.430291627,108.8912,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
NCF19,0,0,1,13,0,1,0,0.532331344,49.6034,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDY21,0,1,0,15.1,1,0,0,2.641101618,196.911,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDY19,0,1,0,19.75,1,0,0,0.627071565,116.1466,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDV09,0,1,0,12.1,1,0,0,0.312500671,149.8734,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDA28,0,1,0,16.1,0,0,1,1,126.1362,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDC38,0,1,0,15.7,1,0,0,1.864863862,133.3942,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDL28,0,1,0,10,0,0,1,0.95981813,230.3668,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
NCH43,0,0,1,8.42,0,1,0,1.071655069,217.0192,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
NCN53,0,0,1,5.175,0,1,0,0.461193963,34.0874,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
NCW05,0,0,1,20.25,0,1,0,2.257829935,108.2938,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
NCO30,0,0,1,19.5,0,1,0,0.239397793,185.7608,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDT04,0,1,0,12.79,1,0,0,2.841673482,37.5822,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,NA
FDB27,0,1,0,7.575,1,0,0,0.843266304,196.4768,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
NCK07,0,0,1,10.65,0,1,0,0.73759094,166.1526,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
NCA53,0,0,1,11.395,0,1,0,1,48.5034,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDB33,0,1,0,17.75,1,0,0,0.22197037,160.1262,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDU37,0,1,0,9.5,0,0,1,1.593554464,79.296,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDR13,0,1,0,9.895,0,0,1,0.435393353,115.1492,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDE45,0,1,0,12.1,1,0,0,0.612863628,178.0002,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDV37,0,1,0,13,0,0,1,1.273430218,195.9426,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDX44,0,1,0,12.79,1,0,0,1.140647491,90.0172,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,NA
NCL06,0,0,1,14.65,0,1,0,1.09888123,261.4594,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
FDJ28,0,1,0,12.3,1,0,0,0.332136401,190.4162,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDX55,0,1,0,15.1,1,0,0,0.838353289,218.7166,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
NCK17,0,0,1,11,0,1,0,0.576915984,40.548,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDH52,0,1,0,9.42,0,0,1,0.665548897,62.2194,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDN13,0,1,0,12.79,1,0,0,2.294398083,100.7358,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDK44,0,1,0,16.6,1,0,0,1.860806868,171.7738,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDU16,0,1,0,19.25,0,0,1,0.883588288,82.1908,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDZ07,0,1,0,15.1,0,0,1,1.431666762,59.9194,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
NCN06,0,0,1,12.79,0,1,0,1.818175868,164.5868,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDH02,0,1,0,7.27,0,0,1,0.527398148,90.5488,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
NCW18,0,0,1,15.1,0,1,0,1,235.5248,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDH57,0,1,0,10.895,1,0,0,0.54156586,129.9284,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDV35,0,1,0,19.5,1,0,0,1.947848248,155.2314,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
NCU29,0,0,1,7.685,0,1,0,0.385976846,144.876,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
NCP02,0,0,1,7.105,0,1,0,0.679406721,58.7562,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDN44,0,1,0,13.15,1,0,0,0.345347702,160.892,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDX03,0,1,0,15.85,0,0,1,0.930132968,44.2744,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDR11,0,1,0,10.5,0,0,1,3.617433033,158.5578,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDA36,0,1,0,5.985,1,0,0,0.085915772,184.3924,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDP58,0,1,0,12.79,1,0,0,2.039154165,217.3482,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDH31,0,1,0,12,0,0,1,0.31010899,97.5042,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDH34,0,1,0,8.63,1,0,0,0.471388272,187.1582,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDS13,0,1,0,6.465,1,0,0,1.887450006,263.5884,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDT01,0,1,0,13.65,0,0,1,1,212.7902,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDY09,0,1,0,15.6,1,0,0,0.382687872,176.2054,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDV33,0,1,0,12.79,0,0,1,0.412586065,257.5304,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
NCW29,0,0,1,14,0,1,0,0.732503967,128.431,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
NCN17,0,0,1,11,0,1,0,1,100.6358,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,NA
FDX01,0,1,0,10.1,1,0,0,0.366388437,117.715,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,NA
FDL03,0,1,0,19.25,0,0,1,1,196.211,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
DRL59,1,0,0,16.75,1,0,0,0.322308233,54.5298,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
DRM11,1,0,0,12.79,1,0,0,0.996919811,261.8278,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,NA
FDA43,0,1,0,10.895,1,0,0,0.982161829,196.8794,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,NA
FDZ56,0,1,0,16.25,1,0,0,0.653170769,169.5474,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,NA
FDI44,0,1,0,16.1,1,0,0,1.525958057,77.6328,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,NA
FDB50,0,1,0,13,1,0,0,2.327282156,79.1986,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDU15,0,1,0,12.79,0,0,1,0.706214704,34.5532,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,NA
NCJ19,0,0,1,12.79,0,1,0,1,56.7588,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,NA
FDD48,0,1,0,10.395,1,0,0,0.456896464,115.1176,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
NCW42,0,0,1,18.2,0,1,0,0.886360287,221.4456,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,NA
FDL24,0,1,0,10.3,0,0,1,0.379626363,173.6422,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,NA
NCB30,0,0,1,14.6,0,1,0,0.389393806,197.7084,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
FDK25,0,1,0,11.6,0,0,1,2.375962241,168.9474,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,NA
