Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
10.1,Regular,0.045763062,Snack Foods,1.585289234,14,Medium,Tier 1,Supermarket Type1,2.801980739
14.65,LF,0.083528446,Household,2.210733617,11,Small,Tier 2,Supermarket Type1,3.356861653
8.92,LF,0.130663423,Household,2.24362581,6,Small,Tier 2,Supermarket Type1,3.325770911
14,Regular,0.175991929,Frozen Foods,2.148544663,15,Small,Tier 3,Grocery Store,2.153757564
12.6,Regular,0.116108797,Baking Goods,2.215164154,28,Medium,Tier 3,Supermarket Type3,3.780711599
8.94,LF,0.040245222,Frozen Foods,1.739808018,14,Medium,Tier 1,Supermarket Type1,3.129768818
5.37,Regular,0.234733477,Seafood,2.239240401,15,Small,Tier 3,Grocery Store,2.234963497
9.2,Regular,0.122802943,Fruits and Vegetables,2.000441019,4,Medium,Tier 3,Supermarket Type2,3.046580064
8.19,LF,0.046556408,Fruits and Vegetables,1.679147968,14,Medium,Tier 1,Supermarket Type1,2.806518863
16.7,Regular,0.042685217,Dairy,2.081988553,14,Medium,Tier 1,Supermarket Type1,3.030439331
19.5,Regular,0.077108099,Soft Drinks,2.367161657,26,High,Tier 3,Supermarket Type1,3.748862149
16.75,LF,0.045009952,Snack Foods,2.271506118,26,High,Tier 3,Supermarket Type1,3.387536251
18,LF,0.015447454,Health and Hygiene,2.202107802,9,Small,Tier 2,Supermarket Type1,3.597860757
19.7,Regular,0.018126724,Meat,2.007743512,6,Small,Tier 2,Supermarket Type1,3.055068174
15.6,Regular,0.099704558,Dairy,1.800162862,6,Small,Tier 2,Supermarket Type1,3.114046034
7.41,LF,0.159062948,Dairy,2.319999973,26,High,Tier 3,Supermarket Type1,3.431441737
12.6,LF,0.080649685,Meat,2.278718399,28,Medium,Tier 3,Supermarket Type3,3.786375666
11.35,Regular,0.06358394,Dairy,1.951753154,6,Small,Tier 2,Supermarket Type1,3.057861074
4.56,Regular,0.034410585,Frozen Foods,2.046707382,14,Medium,Tier 1,Supermarket Type1,3.127834319
14.65,LF,0.171245426,Fruits and Vegetables,1.702165053,26,High,Tier 3,Supermarket Type1,2.771756757
9.2,LF,0.114885647,Frozen Foods,1.775425479,16,Small,Tier 1,Supermarket Type1,3.041616644
6.04,Regular,0.065783783,Baking Goods,2.274674998,16,Small,Tier 1,Supermarket Type1,3.761863516
19.7,Regular,0.160671255,Canned,2.406031332,9,Small,Tier 2,Supermarket Type1,3.5526706
12.6,LF,0.09147267,Others,2.266374713,28,Medium,Tier 3,Supermarket Type3,3.440344132
12.6,LF,0.065272284,Frozen Foods,2.408519113,28,Medium,Tier 3,Supermarket Type3,3.524998108
18.25,LF,0.089186083,Frozen Foods,2.288573819,4,Medium,Tier 3,Supermarket Type2,3.653418957
16.85,Regular,0.159825617,Frozen Foods,2.291252934,9,Small,Tier 2,Supermarket Type1,3.629659461
8.71,Regular,0,Dairy,1.639231416,6,Small,Tier 2,Supermarket Type1,2.697245389
18.75,LF,0.010363586,Household,2.316380109,9,Small,Tier 2,Supermarket Type1,3.221978115
11.5,LF,0.017638893,Health and Hygiene,2.123075749,9,Small,Tier 2,Supermarket Type1,3.460232698
15.15,Regular,0.012282366,Snack Foods,2.122308955,14,Medium,Tier 1,Supermarket Type1,3.233952333
6.99,Regular,0.137926458,Meat,2.266609834,4,Medium,Tier 3,Supermarket Type2,3.606675554
15.75,LF,0.134960397,Household,2.005909446,26,High,Tier 3,Supermarket Type1,3.321654345
14,Regular,0.105573769,Frozen Foods,2.158305789,4,Medium,Tier 3,Supermarket Type2,3.056847551
5.98,LF,0.075675438,Hard Drinks,1.727227215,14,Medium,Tier 1,Supermarket Type1,2.520573134
14.15,LF,0.042352822,Dairy,1.713475422,4,Medium,Tier 3,Supermarket Type2,3.101182124
7.29,LF,0.031327839,Household,2.242057671,6,Small,Tier 2,Supermarket Type1,3.473748461
12.6,LF,0.096592065,Dairy,1.739516966,28,Medium,Tier 3,Supermarket Type3,3.493125406
4.91,LF,0.117308165,Canned,2.291761226,9,Small,Tier 2,Supermarket Type1,3.470726761
9.7,LF,0.070587419,Hard Drinks,2.247812278,11,Small,Tier 2,Supermarket Type1,3.769992525
16.5,Regular,0.094010215,Baking Goods,1.978667968,14,Medium,Tier 1,Supermarket Type1,2.890786634
6.18,Regular,0.179806961,Meat,1.978979869,4,Medium,Tier 3,Supermarket Type2,3.185826266
7.69,LF,0.025477448,Health and Hygiene,2.162193874,16,Small,Tier 1,Supermarket Type1,3.545977713
8.71,Regular,0.04605781,Dairy,1.64221119,14,Medium,Tier 1,Supermarket Type1,2.801980739
10.5,Regular,0.048207017,Dairy,1.662168302,16,Small,Tier 1,Supermarket Type1,2.759857533
10.9,Regular,0.05432142,Frozen Foods,2.164977671,15,Small,Tier 3,Grocery Store,2.64090916
11.3,LF,0.007309544,Meat,2.292793289,4,Medium,Tier 3,Supermarket Type2,3.694040249
8.79,LF,0.020573334,Soft Drinks,2.19441887,9,Small,Tier 2,Supermarket Type1,3.334959811
15.1,Regular,0.087762922,Fruits and Vegetables,2.345463129,4,Medium,Tier 3,Supermarket Type2,3.458425227
12.6,LF,0.045050674,Snack Foods,1.929035556,28,Medium,Tier 3,Supermarket Type3,3.242473099
14.8,LF,0.081372267,Meat,2.282133852,4,Medium,Tier 3,Supermarket Type2,3.48534567
7.51,LF,0.104023565,Snack Foods,2.050976453,11,Small,Tier 2,Supermarket Type1,3.303925578
9.3,LF,0.111220521,Breads,1.818111035,16,Small,Tier 1,Supermarket Type1,2.986206784
12.6,LF,0.08139146,Breads,2.250022123,28,Medium,Tier 3,Supermarket Type3,3.802892166
7.73,LF,0.047743195,Canned,2.394992811,26,High,Tier 3,Supermarket Type1,3.811188741
21.25,LF,0.019533098,Snack Foods,2.080899098,6,Small,Tier 2,Supermarket Type1,3.287535161
16.2,LF,0.01940856,Soft Drinks,2.195338303,14,Medium,Tier 1,Supermarket Type1,3.57277089
8.63,Regular,0.047329385,Canned,2.240904027,15,Small,Tier 3,Grocery Store,2.71376481
12.6,Regular,0.214423791,Fruits and Vegetables,2.047875842,28,Small,Tier 1,Grocery Store,2.525774327
12.6,LF,0.039996021,Health and Hygiene,2.247405122,28,Small,Tier 1,Grocery Store,2.948825057
12.6,LF,0.080933328,Others,1.574251255,28,Medium,Tier 3,Supermarket Type3,2.925434316
12.6,LF,0.052691046,Fruits and Vegetables,2.335095068,28,Small,Tier 1,Grocery Store,2.333888801
14.85,Regular,0.009958941,Snack Foods,2.198555373,11,Small,Tier 2,Supermarket Type1,3.449684158
8.51,LF,0.016176344,Household,2.283635416,4,Medium,Tier 3,Supermarket Type2,3.28723678
15.2,LF,0.056237906,Household,2.044505266,15,Small,Tier 3,Grocery Store,2.038187639
7.83,LF,0.186067862,Household,2.407339568,16,Small,Tier 1,Supermarket Type1,3.705298762
12.6,LF,0,Snack Foods,2.381335693,28,Medium,Tier 3,Supermarket Type3,3.633710745
12.6,Regular,0.032296886,Frozen Foods,2.158393254,28,Medium,Tier 3,Supermarket Type3,3.73198963
16.2,Regular,0.016679232,Frozen Foods,1.983953576,14,Medium,Tier 1,Supermarket Type1,3.437819157
12.6,LF,0.05606697,Seafood,1.705848324,9,Small,Tier 2,Supermarket Type1,2.675213392
11.6,Regular,0.079376029,Frozen Foods,1.912368746,6,Small,Tier 2,Supermarket Type1,3.289914863
18.5,Regular,0,Frozen Foods,2.172433033,11,Small,Tier 2,Supermarket Type1,3.398184986
12.6,LF,0.044248175,Snack Foods,2.101066237,28,Medium,Tier 3,Supermarket Type3,3.56449539
6.89,Regular,0.136705075,Snack Foods,2.289771728,11,Small,Tier 2,Supermarket Type1,3.647469625
12.6,LF,0.035406842,Snack Foods,2.387953687,28,Medium,Tier 3,Supermarket Type3,3.917115572
12.6,Regular,0.04022593,Snack Foods,2.324267636,28,Small,Tier 1,Grocery Store,2.323030873
10.85,LF,0.162211939,Snack Foods,2.029636163,9,Small,Tier 2,Supermarket Type1,2.869838955
7.27,LF,0.071064499,Soft Drinks,2.058622627,9,Small,Tier 2,Supermarket Type1,3.135521147
12.6,Regular,0.00799548,Frozen Foods,1.895211425,28,Medium,Tier 3,Supermarket Type3,3.353287192
20,Regular,0.059889718,Baking Goods,2.226633926,9,Small,Tier 2,Supermarket Type1,3.458626429
16.7,Regular,0.038606365,Snack Foods,2.165867861,11,Small,Tier 2,Supermarket Type1,3.442541507
9.5,Regular,0.035151215,Fruits and Vegetables,2.235136395,16,Small,Tier 1,Supermarket Type1,3.407675015
18.5,Regular,0.062245149,Frozen Foods,2.163882016,9,Small,Tier 2,Supermarket Type1,3.747519661
17.6,LF,0.010096684,Snack Foods,2.205353796,6,Small,Tier 2,Supermarket Type1,3.4148536
12.6,LF,0.077079177,Health and Hygiene,1.789253458,28,Medium,Tier 3,Supermarket Type3,2.963222877
16.75,LF,0.12888573,Breads,1.942928278,16,Small,Tier 1,Supermarket Type1,3.174366643
19.75,LF,0.041533438,Fruits and Vegetables,2.078625718,4,Medium,Tier 3,Supermarket Type2,3.350070658
7.68,LF,0.071301323,Fruits and Vegetables,2.280615243,6,Small,Tier 2,Supermarket Type1,3.430369669
9.1,LF,0.174827835,Baking Goods,2.10461069,4,Medium,Tier 3,Supermarket Type2,3.213748947
14,Regular,0.029782937,Dairy,2.165477589,11,Small,Tier 2,Supermarket Type1,2.937954775
13.1,LF,0.076005548,Dairy,2.220410942,6,Small,Tier 2,Supermarket Type1,3.068115552
9.4,LF,0.160235723,Soft Drinks,2.357690964,6,Small,Tier 2,Supermarket Type1,3.199920748
6.24,LF,0.119157788,Household,2.421259974,4,Medium,Tier 3,Supermarket Type2,3.323030873
13.15,LF,0.05674821,Soft Drinks,2.159510647,6,Small,Tier 2,Supermarket Type1,2.45478756
16.7,LF,0.070096518,Dairy,2.338227333,26,High,Tier 3,Supermarket Type1,3.590499657
18.25,LF,0.054318517,Snack Foods,2.148958458,14,Medium,Tier 1,Supermarket Type1,3.804935908
12.6,LF,0.158562708,Household,2.289390487,28,Small,Tier 1,Grocery Store,2.293165807
12.6,LF,0.074517508,Fruits and Vegetables,2.356736982,28,Small,Tier 1,Grocery Store,2.655852704
18.25,LF,0.130095044,Snack Foods,2.410433372,15,Small,Tier 3,Grocery Store,2.714323388
12.65,LF,0.047237246,Others,2.051230495,16,Small,Tier 1,Supermarket Type1,2.896328535
10.2,Regular,0.017730951,Starchy Foods,2.379946603,6,Small,Tier 2,Supermarket Type1,3.611299914
16.6,LF,0.027622076,Household,2.249527073,14,Medium,Tier 1,Supermarket Type1,3.427569844
11.65,LF,0.132248069,Baking Goods,2.177543426,6,Small,Tier 2,Supermarket Type1,3.503497933
6.14,LF,0.132183029,Soft Drinks,2.061022496,15,Small,Tier 3,Grocery Store,2.655852704
6.63,Regular,0.104445322,Baking Goods,2.223366126,4,Medium,Tier 3,Supermarket Type2,3.262676485
18.7,LF,0.0576269,Dairy,1.920939992,14,Medium,Tier 1,Supermarket Type1,3.269570193
14.35,LF,0.017065268,Health and Hygiene,2.039504538,14,Medium,Tier 1,Supermarket Type1,3.247571862
9.4,LF,0.039928582,Others,1.920597033,26,High,Tier 3,Supermarket Type1,3.099805595
8.19,LF,0.038721734,Fruits and Vegetables,2.064011485,9,Small,Tier 2,Supermarket Type1,3.182799811
18,LF,0.03901099,Snack Foods,2.169503386,16,Small,Tier 1,Supermarket Type1,3.614894096
12.6,LF,0.048703432,Household,2.100141618,28,Medium,Tier 3,Supermarket Type3,3.854833047
12.6,Regular,0.148737487,Canned,2.190699712,28,Small,Tier 1,Grocery Store,2.190699712
19.35,Regular,0.077193256,Snack Foods,2.052123484,6,Small,Tier 2,Supermarket Type1,2.834491152
18.25,LF,0.076125668,Snack Foods,2.330458012,11,Small,Tier 2,Supermarket Type1,3.409030069
5.88,LF,0.086945823,Frozen Foods,2.184690863,6,Small,Tier 2,Supermarket Type1,3.567167012
12.3,LF,0.111727876,Baking Goods,1.531317943,4,Medium,Tier 3,Supermarket Type2,2.751739643
5.32,LF,0.093027718,Health and Hygiene,2.006326532,14,Medium,Tier 1,Supermarket Type1,3.47043322
10.2,Regular,0.045073782,Fruits and Vegetables,2.076206296,11,Small,Tier 2,Supermarket Type1,2.67091645
18.6,LF,0.012673238,Household,2.084724235,14,Medium,Tier 1,Supermarket Type1,3.60430882
18.75,LF,0.052917345,Snack Foods,2.280237721,11,Small,Tier 2,Supermarket Type1,3.127834319
21.1,LF,0.028984804,Household,2.164883798,26,High,Tier 3,Supermarket Type1,3.482022819
18.6,LF,0.015766712,Snack Foods,2.184511431,9,Small,Tier 2,Supermarket Type1,3.220762333
9.3,LF,0.043033346,Fruits and Vegetables,1.951421066,14,Medium,Tier 1,Supermarket Type1,3.064391941
6.43,LF,0.093454899,Fruits and Vegetables,2.243958274,16,Small,Tier 1,Supermarket Type1,3.475396639
21.25,LF,0.024705597,Household,2.161697941,11,Small,Tier 2,Supermarket Type1,3.205180591
7.07,LF,0.093653464,Snack Foods,2.054549476,9,Small,Tier 2,Supermarket Type1,3.102782579
18.7,LF,0.037681448,Fruits and Vegetables,2.045669494,14,Medium,Tier 1,Supermarket Type1,2.347090258
18.7,LF,0.03761584,Fruits and Vegetables,2.038177298,9,Small,Tier 2,Supermarket Type1,3.276509183
5.16,LF,0.083327693,Frozen Foods,2.393184777,14,Medium,Tier 1,Supermarket Type1,3.774097972
9,LF,0.019586115,Household,2.231080488,4,Medium,Tier 3,Supermarket Type2,3.624404321
7.83,Regular,0.150248468,Frozen Foods,2.1909723,14,Medium,Tier 1,Supermarket Type1,3.099345781
8.38,Regular,0.046960237,Baking Goods,2.048663167,14,Medium,Tier 1,Supermarket Type1,3.472191499
7.42,Regular,0.0258457,Snack Foods,2.276432391,4,Medium,Tier 3,Supermarket Type2,3.390605483
4.88,Regular,0.133700752,Baking Goods,1.723700253,14,Medium,Tier 1,Supermarket Type1,3.300030534
17.7,LF,0.174340475,Fruits and Vegetables,2.067009075,9,Small,Tier 2,Supermarket Type1,3.552751588
20.2,LF,0.01181025,Household,2.18930499,26,High,Tier 3,Supermarket Type1,3.632229658
18.6,LF,0.076975118,Snack Foods,2.209041858,14,Medium,Tier 1,Supermarket Type1,3.207159157
19.2,LF,0.182653772,Others,2.385641302,16,Small,Tier 1,Supermarket Type1,3.528180397
7.5,LF,0.054610829,Frozen Foods,2.375097474,15,Small,Tier 3,Grocery Store,2.376012007
10.3,LF,0.027310252,Fruits and Vegetables,2.004339433,9,Small,Tier 2,Supermarket Type1,3.110473412
7.81,LF,0.067730081,Soft Drinks,2.38497779,4,Medium,Tier 3,Supermarket Type2,3.342252365
20.7,Regular,0.047491371,Dairy,2.330388608,16,Small,Tier 1,Supermarket Type1,3.331199663
8.68,LF,0.008835694,Frozen Foods,1.984700097,16,Small,Tier 1,Supermarket Type1,3.072786752
12.6,LF,0.044606379,Snack Foods,2.241061613,28,Medium,Tier 3,Supermarket Type3,3.641239548
12.6,LF,0.138742518,Snack Foods,2.16872135,28,Medium,Tier 3,Supermarket Type3,3.527494308
12.6,Regular,0.089120516,Snack Foods,2.175717026,28,Medium,Tier 3,Supermarket Type3,3.557663472
12.6,Regular,0.163882129,Dairy,2.054045113,28,Medium,Tier 3,Supermarket Type3,3.533461156
13.5,Regular,0.125469442,Snack Foods,2.422410899,14,Medium,Tier 1,Supermarket Type1,3.817880895
8.93,LF,0.028461453,Dairy,2.182511659,14,Medium,Tier 1,Supermarket Type1,3.703585567
15.85,Regular,0.06121988,Meat,1.659672851,11,Small,Tier 2,Supermarket Type1,2.801980739
12.6,LF,0.118099673,Household,2.419775718,28,Medium,Tier 3,Supermarket Type3,3.742160181
7.75,Regular,0.083268523,Frozen Foods,1.517931859,4,Medium,Tier 3,Supermarket Type2,2.008035222
12.6,LF,0.034705807,Snack Foods,2.383245744,28,Medium,Tier 3,Supermarket Type3,3.687854872
12.6,LF,0.021498768,Fruits and Vegetables,2.047363665,28,Medium,Tier 3,Supermarket Type3,3.247571862
4.61,LF,0.122629121,Hard Drinks,2.244127628,9,Small,Tier 2,Supermarket Type1,3.417736341
18.7,LF,0.044024163,Baking Goods,2.100032629,15,Small,Tier 3,Grocery Store,2.102097392
15.7,LF,0,Hard Drinks,1.637259512,15,Small,Tier 3,Grocery Store,2.113378402
12.6,Regular,0.062700289,Frozen Foods,2.009446646,16,Small,Tier 1,Supermarket Type1,3.29242909
13.85,Regular,0.056271701,Breakfast,2.365918322,26,High,Tier 3,Supermarket Type1,3.145563086
12.3,LF,0.009410528,Baking Goods,1.867691354,16,Small,Tier 1,Supermarket Type1,3.120008981
17.6,Regular,0.039214444,Snack Foods,1.992292775,9,Small,Tier 2,Supermarket Type1,3.285741789
17.5,LF,0.052550476,Snack Foods,2.005605158,11,Small,Tier 2,Supermarket Type1,2.858773529
13.1,LF,0.075695552,Dairy,2.226382833,14,Medium,Tier 1,Supermarket Type1,3.177260022
13.5,LF,0.07266912,Household,2.204911848,16,Small,Tier 1,Supermarket Type1,3.157797542
7.98,LF,0.014628382,Baking Goods,1.915531739,9,Small,Tier 2,Supermarket Type1,3.124373786
6.62,Regular,0.091954465,Canned,2.399051768,9,Small,Tier 2,Supermarket Type1,3.677285237
12.6,Regular,0.264124669,Meat,2.192376188,28,Small,Tier 1,Grocery Store,2.190699712
7.47,Regular,0.15277077,Frozen Foods,2.331268937,4,Medium,Tier 3,Supermarket Type2,3.630878819
13.65,Regular,0.073209447,Frozen Foods,2.295880558,4,Medium,Tier 3,Supermarket Type2,3.442228276
19.7,LF,0.053212652,Fruits and Vegetables,1.762626055,9,Small,Tier 2,Supermarket Type1,2.794155402
12.6,LF,0.039988162,Frozen Foods,1.746087484,28,Medium,Tier 3,Supermarket Type3,3.010582411
17.6,LF,0.058209079,Meat,2.186479988,11,Small,Tier 2,Supermarket Type1,3.722178629
8.42,LF,0.112177581,Health and Hygiene,1.818996116,26,High,Tier 3,Supermarket Type1,2.981706283
21.25,LF,0.024795057,Household,2.168527535,6,Small,Tier 2,Supermarket Type1,3.578761254
19.7,LF,0.089083914,Fruits and Vegetables,1.73713696,15,Small,Tier 3,Grocery Store,1.752762717
8.26,Regular,0.032625074,Soft Drinks,2.09577241,6,Small,Tier 2,Supermarket Type1,3.266606778
6.75,Regular,0.108148913,Dairy,1.980799379,26,High,Tier 3,Supermarket Type1,2.981706283
6.32,LF,0.012717946,Meat,1.605113181,16,Small,Tier 1,Supermarket Type1,2.798315785
16.75,Regular,0.024832806,Soft Drinks,1.588632442,26,High,Tier 3,Supermarket Type1,2.824644724
7.48,LF,0.076036381,Household,2.187423699,4,Medium,Tier 3,Supermarket Type2,3.419280697
12.6,Regular,0.073562475,Dairy,2.406430486,28,Medium,Tier 3,Supermarket Type3,3.910557132
9.5,Regular,0.022093019,Meat,2.292134629,14,Medium,Tier 1,Supermarket Type1,3.370872367
8.1,LF,0.128760294,Fruits and Vegetables,2.329987794,6,Small,Tier 2,Supermarket Type1,3.774292505
11.5,LF,0.046115083,Snack Foods,2.079949268,9,Small,Tier 2,Supermarket Type1,3.187707145
16.7,Regular,0.042610897,Dairy,2.069217292,9,Small,Tier 2,Supermarket Type1,2.854348072
19.25,LF,0.108010006,Household,1.523171361,9,Small,Tier 2,Supermarket Type1,2.853133262
17.35,LF,0.055908268,Baking Goods,1.999137504,9,Small,Tier 2,Supermarket Type1,2.783338629
21.25,LF,0.024650932,Household,2.164383196,9,Small,Tier 2,Supermarket Type1,3.464817901
12.6,LF,0.015693328,Snack Foods,2.178218715,28,Medium,Tier 3,Supermarket Type3,2.957520898
12.6,LF,0.092241348,Dairy,1.880052911,28,Medium,Tier 3,Supermarket Type3,3.389191609
11.8,Regular,0.057373797,Meat,2.18023085,26,High,Tier 3,Supermarket Type1,3.133612157
12.6,Regular,0.067175915,Baking Goods,2.272129492,28,Medium,Tier 3,Supermarket Type3,3.571531818
5.95,LF,0.093008616,Household,2.106752362,9,Small,Tier 2,Supermarket Type1,3.341594442
13.15,LF,0.056543464,Soft Drinks,2.147927246,11,Small,Tier 2,Supermarket Type1,2.630878819
7.24,LF,0.076855628,Household,2.064642151,16,Small,Tier 1,Supermarket Type1,3.29434196
17.85,LF,0.074422769,Snack Foods,2.107216755,15,Small,Tier 3,Grocery Store,2.403127387
9.8,Regular,0.141406394,Baking Goods,1.698976953,6,Small,Tier 2,Supermarket Type1,2.704157383
12.6,Regular,0.041180766,Snack Foods,1.578856876,28,Medium,Tier 3,Supermarket Type3,2.885925775
9,LF,0.069487587,Health and Hygiene,2.426004126,26,High,Tier 3,Supermarket Type1,3.599318122
16.6,LF,0.027579198,Household,2.252208147,16,Small,Tier 1,Supermarket Type1,3.205721094
20,Regular,0.028167478,Fruits and Vegetables,1.65872096,14,Medium,Tier 1,Supermarket Type1,2.655852704
12.6,LF,0.163350221,Snack Foods,2.079949268,28,Small,Tier 1,Grocery Store,2.675823784
11.1,LF,0.044823438,Snack Foods,2.241061613,16,Small,Tier 1,Supermarket Type1,3.284692224
10.1,LF,0.032283676,Canned,1.717677159,6,Small,Tier 2,Supermarket Type1,2.880248642
18.7,Regular,0.091950972,Meat,2.265358466,4,Medium,Tier 3,Supermarket Type2,3.106192394
18.6,LF,0.012679226,Household,2.082574992,11,Small,Tier 2,Supermarket Type1,3.428217561
12.6,Regular,0.173587926,Dairy,1.77829165,28,Small,Tier 1,Grocery Store,2.092856735
6.76,Regular,0.028958563,Fruits and Vegetables,1.894293904,26,High,Tier 3,Supermarket Type1,3.244947718
8.24,LF,0.014456938,Health and Hygiene,2.266690216,9,Small,Tier 2,Supermarket Type1,3.165766472
12.1,Regular,0.061521569,Soft Drinks,1.747111816,6,Small,Tier 2,Supermarket Type1,3.157395231
14.65,LF,0.072178679,Household,2.4198887,14,Medium,Tier 1,Supermarket Type1,3.718766337
15.6,LF,0,Snack Foods,2.343368806,4,Medium,Tier 3,Supermarket Type2,2.820293039
7.3,LF,0.086619573,Frozen Foods,2.169108719,6,Small,Tier 2,Supermarket Type1,3.512119446
12.6,LF,0.042758477,Fruits and Vegetables,1.946536758,28,Medium,Tier 3,Supermarket Type3,3.312176425
12.3,Regular,0.064618976,Starchy Foods,1.953664997,16,Small,Tier 1,Supermarket Type1,3.109350913
7.93,LF,0.005557062,Frozen Foods,2.086862894,14,Medium,Tier 1,Supermarket Type1,3.466006122
17.7,Regular,0,Starchy Foods,2.263854699,9,Small,Tier 2,Supermarket Type1,3.847172183
17.25,LF,0.10764721,Frozen Foods,1.595299973,6,Small,Tier 2,Supermarket Type1,2.497285789
12.6,Regular,0.099780431,Fruits and Vegetables,2.352585357,28,Small,Tier 1,Grocery Store,2.650713064
16.6,LF,0.026537206,Frozen Foods,1.757861962,16,Small,Tier 1,Supermarket Type1,3.021175484
20.2,Regular,0.117599259,Baking Goods,2.290726704,11,Small,Tier 2,Supermarket Type1,3.523614728
15.1,Regular,0.160852421,Meat,2.118576195,15,Small,Tier 3,Grocery Store,2.599318122
15.2,LF,0.162462044,Health and Hygiene,2.070588978,15,Small,Tier 3,Grocery Store,2.541014294
5.51,LF,0.034543718,Health and Hygiene,1.99901129,11,Small,Tier 2,Supermarket Type1,2.990661126
18.5,LF,0.025907416,Meat,1.94308476,6,Small,Tier 2,Supermarket Type1,2.904691099
15.7,LF,0.075661985,Frozen Foods,2.258555875,15,Small,Tier 3,Grocery Store,2.254707555
19.1,LF,0.038720852,Fruits and Vegetables,2.323991319,4,Medium,Tier 3,Supermarket Type2,3.801524308
8.63,Regular,0.028391879,Canned,2.240404959,4,Medium,Tier 3,Supermarket Type2,3.616854797
13.1,LF,0.037639672,Fruits and Vegetables,2.244537867,14,Medium,Tier 1,Supermarket Type1,3.02145079
20.25,Regular,0.018801549,Fruits and Vegetables,2.346699489,9,Small,Tier 2,Supermarket Type1,3.745030266
19.7,LF,0,Hard Drinks,2.100150585,14,Medium,Tier 1,Supermarket Type1,3.213748947
18.2,LF,0.089901774,Fruits and Vegetables,2.295591288,16,Small,Tier 1,Supermarket Type1,2.594195802
5.46,Regular,0.106968096,Fruits and Vegetables,2.154358839,26,High,Tier 3,Supermarket Type1,3.363923507
7.6,Regular,0.142410775,Starchy Foods,2.235389046,16,Small,Tier 1,Supermarket Type1,3.574006437
12.15,LF,0.06464846,Others,2.403813466,9,Small,Tier 2,Supermarket Type1,3.681880988
10,LF,0.089078338,Health and Hygiene,2.167642786,26,High,Tier 3,Supermarket Type1,3.464817901
19.1,LF,0.045299563,Dairy,1.588986164,9,Small,Tier 2,Supermarket Type1,2.562916135
14.85,LF,0.060927824,Household,2.406318378,26,High,Tier 3,Supermarket Type1,3.683022367
12.6,LF,0.043168763,Soft Drinks,1.918340736,28,Small,Tier 1,Grocery Store,2.217795472
12.6,LF,0.018813776,Health and Hygiene,2.371546247,28,Medium,Tier 3,Supermarket Type3,3.753783386
9.7,Regular,0.047420609,Frozen Foods,2.390960528,9,Small,Tier 2,Supermarket Type1,3.619640531
10.2,LF,0.126897925,Canned,2.044102894,4,Medium,Tier 3,Supermarket Type2,3.087452947
19.7,LF,0.066879757,Snack Foods,2.241638609,26,High,Tier 3,Supermarket Type1,3.200832174
12.6,LF,0.087029712,Fruits and Vegetables,2.038313306,28,Medium,Tier 3,Supermarket Type3,3.505849877
9.6,LF,0.035549527,Snack Foods,2.387598024,26,High,Tier 3,Supermarket Type1,3.728059336
9.3,LF,0.016047301,Dairy,2.397608429,14,Medium,Tier 1,Supermarket Type1,3.572306652
19,LF,0,Household,2.27689175,16,Small,Tier 1,Supermarket Type1,2.753783386
10.2,LF,0.051871718,Breads,1.548460669,4,Medium,Tier 3,Supermarket Type2,2.376012007
12.6,LF,0.058451805,Health and Hygiene,1.902882562,28,Medium,Tier 3,Supermarket Type3,2.383250416
8.9,LF,0.121180705,Breakfast,2.248064042,15,Small,Tier 3,Grocery Store,2.246589665
9.8,LF,0.026139404,Snack Foods,2.336029229,11,Small,Tier 2,Supermarket Type1,3.289469661
13.6,LF,0.016726506,Household,2.245603959,15,Small,Tier 3,Grocery Store,2.54761966
17.25,LF,0.042233642,Dairy,2.238989981,9,Small,Tier 2,Supermarket Type1,3.314144743
18.6,Regular,0.28701714,Meat,1.688754313,15,Small,Tier 3,Grocery Store,1.680676287
6.04,Regular,0.065771344,Baking Goods,2.267931665,9,Small,Tier 2,Supermarket Type1,3.571531818
12.6,LF,0.116347087,Frozen Foods,1.885739932,28,Medium,Tier 3,Supermarket Type3,3.402555571
9.8,Regular,0.056500895,Breads,1.933946648,11,Small,Tier 2,Supermarket Type1,3.266137017
11.6,LF,0.038597077,Dairy,1.762882537,11,Small,Tier 2,Supermarket Type1,2.789015762
8.16,LF,0.199935881,Meat,2.275203055,15,Small,Tier 3,Grocery Store,2.579218646
13,LF,0.035079516,Household,1.680366339,26,High,Tier 3,Supermarket Type1,2.765847897
17.25,Regular,0.125200788,Breakfast,1.619594151,9,Small,Tier 2,Supermarket Type1,2.831943963
18,LF,0.008589133,Baking Goods,1.908816243,6,Small,Tier 2,Supermarket Type1,3.161401666
16.6,LF,0.122204371,Fruits and Vegetables,2.239484171,9,Small,Tier 2,Supermarket Type1,3.281376983
17.35,LF,0.167243769,Household,2.246181361,26,High,Tier 3,Supermarket Type1,3.475396639
12.6,LF,0.038822077,Snack Foods,2.169503386,28,Medium,Tier 3,Supermarket Type3,3.20912875
14.15,LF,0.037901581,Starchy Foods,2.101419168,9,Small,Tier 2,Supermarket Type1,3.417404692
8.24,LF,0.014459672,Health and Hygiene,2.259820761,16,Small,Tier 1,Supermarket Type1,2.864736476
17.6,LF,0.010031539,Snack Foods,2.208320941,26,High,Tier 3,Supermarket Type1,3.252126302
