Item_Identifier,Item_Identifier_group,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Visibility_avg,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDW57,Food,8.31,Regular,0.115655502,1.75361072,Snack Foods,176.0028,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
DRH13,Drinks,8.575,Low Fat,0.024021065,0.36421611,Soft Drinks,106.728,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDT33,Food,7.81,Regular,0.033962371,0.514949802,Snack Foods,167.8158,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
DRK47,Drinks,12.79,Low Fat,0.063754145,0.966663498,Hard Drinks,226.4694,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDY22,Food,16.5,Regular,0.267339659,4.05350099,Snack Foods,143.5128,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDC35,Food,12.79,Low Fat,0.215072945,3.261014092,Starchy Foods,208.5638,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDO03,Food,10.395,Regular,0.06595278,1,Meat,228.0352,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDF24,Food,15.5,Regular,0.02542192,0.385456383,Baking Goods,81.3934,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDF56,Food,16.7,Regular,0.119948864,1.818708233,Fruits and Vegetables,180.4976,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDD28,Food,10.695,Low Fat,0.053252515,0.80743397,Frozen Foods,57.2904,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDG53,Food,12.79,Low Fat,0.04563487,0.69193247,Frozen Foods,141.718,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDO27,Food,12.79,Regular,0.313541543,4.754030732,Meat,97.6752,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
NCF54,Non-Consumable,18,Non-Edible,0.047570047,0.721274327,Household,171.6422,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDC20,Food,12.79,Low Fat,0.023855381,0.361703949,Fruits and Vegetables,54.8272,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDU10,Food,10.1,Regular,0.045692023,0.692799045,Snack Foods,38.3848,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
DRA24,Drinks,19.35,Regular,0.040090887,0.607872587,Soft Drinks,163.6868,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDA02,Food,14,Regular,0.049749638,0.754322077,Dairy,144.8786,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDG10,Food,6.63,Regular,0.011001175,0.16680381,Snack Foods,57.0588,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDW39,Food,6.69,Regular,0.06595278,1,Meat,178.237,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDP04,Food,12.79,Low Fat,0.02418438,0.366692352,Frozen Foods,64.2168,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
NCM55,Non-Consumable,15.6,Non-Edible,0.066670606,1.010883938,Others,185.2924,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDG47,Food,12.8,Low Fat,0.069760029,1.057726892,Starchy Foods,260.5252,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCU41,Non-Consumable,18.85,Non-Edible,0.052349262,0.79373852,Health and Hygiene,192.0846,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCK31,Non-Consumable,10.895,Non-Edible,0.027200767,0.412427907,Others,51.6666,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDZ46,Food,7.485,Low Fat,0.069263905,1.05020448,Snack Foods,109.6228,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDU13,Food,12.79,Low Fat,0.186650368,2.830060659,Canned,149.1418,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
NCF19,Non-Consumable,13,Non-Edible,0.035179934,0.533410934,Household,49.8034,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCJ43,Non-Consumable,6.635,Non-Edible,0.027046875,0.41009454,Household,172.5396,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCJ05,Non-Consumable,18.7,Non-Edible,0.046181741,0.700224327,Health and Hygiene,153.6682,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDS04,Food,12.79,Regular,0.145952717,2.212988095,Frozen Foods,138.8838,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDX28,Food,6.325,Low Fat,0.06595278,1,Frozen Foods,100.4042,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDB41,Food,12.79,Regular,0.096841885,1.468351827,Frozen Foods,46.1718,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDG53,Food,10,Low Fat,0.045856934,0.695299485,Frozen Foods,141.818,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDL15,Food,17.85,Low Fat,0.078057026,1.183528973,Meat,152.8682,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDQ08,Food,15.7,Regular,0.018959784,0.28747513,Fruits and Vegetables,61.0536,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
DRN36,Drinks,15.2,Low Fat,0.050136086,0.760181542,Soft Drinks,97.0752,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDI46,Food,9.5,Low Fat,0.0742834,1.126311886,Snack Foods,252.8724,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDG16,Food,12.79,Low Fat,0.089381866,1.35524031,Frozen Foods,214.2192,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDV32,Food,7.785,Low Fat,0.088634567,1.343909491,Fruits and Vegetables,62.651,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDF44,Food,7.17,Regular,0.099972466,1.515818833,Fruits and Vegetables,132.4968,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDK04,Food,7.36,Low Fat,0.052525131,0.79640511,Frozen Foods,56.4588,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCA41,Non-Consumable,16.75,Non-Edible,0.032559591,0.493680342,Health and Hygiene,193.3162,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDD51,Food,11.15,Low Fat,0.120631213,1.829054257,Dairy,43.9744,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCZ53,Non-Consumable,9.6,Non-Edible,0.024526806,0.371884339,Health and Hygiene,188.5214,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDP01,Food,12.79,Regular,0.063019289,0.955521344,Breakfast,151.7682,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDY25,Food,12,Low Fat,0.06595278,1,Canned,181.3976,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDB17,Food,13.15,Low Fat,0.036821494,0.558300863,Frozen Foods,179.8976,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCV54,Non-Consumable,11.1,Non-Edible,0.033243813,0.504054765,Household,119.3124,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDJ32,Food,10.695,Low Fat,0.05811924,0.881225022,Fruits and Vegetables,63.0536,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDA37,Food,7.81,Regular,0.055312618,0.83867,Canned,124.7046,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDG35,Food,21.2,Regular,0.007039648,0.106737699,Starchy Foods,172.4738,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
NCM05,Non-Consumable,6.825,Non-Edible,0.060090767,0.91111803,Health and Hygiene,266.3226,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDG45,Food,8.1,Low Fat,0.06595278,1,Fruits and Vegetables,212.9902,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDH28,Food,15.85,Regular,0.109939432,1.666941591,Frozen Foods,39.2506,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCE18,Non-Consumable,10,Non-Edible,0.06595278,1,Household,248.675,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDH38,Food,6.425,Low Fat,0.010459399,0.158589206,Canned,117.6808,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDR56,Food,15.5,Regular,0.100681984,1.526576802,Fruits and Vegetables,198.3768,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDH17,Food,12.79,Regular,0.016572696,0.251281235,Frozen Foods,96.2726,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDD39,Food,16.7,Low Fat,0.070263971,1.065367843,Dairy,218.385,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDB41,Food,19,Regular,0.097464425,1.477791004,Frozen Foods,47.7718,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
NCR53,Non-Consumable,12.15,Non-Edible,0.14504086,2.199162188,Health and Hygiene,224.4404,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDX46,Food,12.3,Regular,0.05844549,0.886171743,Snack Foods,57.8562,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDV28,Food,16.1,Regular,0.06595278,1,Frozen Foods,35.6558,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDA08,Food,11.85,Regular,0.050289178,0.762502779,Fruits and Vegetables,165.4526,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDH45,Food,15.1,Regular,0.106264528,1.611221362,Fruits and Vegetables,42.3796,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCS38,Non-Consumable,8.6,Non-Edible,0.150961966,2.288940148,Household,114.1176,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDD40,Food,20.25,Regular,0.024761046,0.375435971,Dairy,193.5162,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
DRM59,Drinks,5.88,Low Fat,0.003591414,0.054454323,Hard Drinks,153.3998,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
NCJ43,Non-Consumable,6.635,Non-Edible,0.06595278,1,Household,175.2396,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCN29,Non-Consumable,15.2,Non-Edible,0.06595278,1,Health and Hygiene,50.1034,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCC19,Non-Consumable,6.57,Non-Edible,0.097077051,1.471917499,Household,191.682,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDR56,Food,15.5,Regular,0.100746785,1.527559339,Fruits and Vegetables,196.7768,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDZ43,Food,11,Regular,0.057147256,0.866487448,Fruits and Vegetables,242.2512,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDJ32,Food,10.695,Low Fat,0.096732533,1.466693792,Fruits and Vegetables,62.4536,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
DRH03,Drinks,17.25,Low Fat,0.035262656,0.534665195,Dairy,92.412,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCZ54,Non-Consumable,14.65,Non-Edible,0.083343628,1.263686353,Household,163.6552,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDE26,Food,9.3,Low Fat,0.089509222,1.357171328,Canned,145.7786,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDS03,Food,7.825,Low Fat,0.079790099,1.209806455,Meat,63.7826,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
DRZ24,Drinks,12.79,Low Fat,0.143199389,2.171241136,Soft Drinks,120.144,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDO48,Food,12.79,Regular,0.026710788,0.404998667,Baking Goods,220.4456,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDW39,Food,6.69,Regular,0.036967784,0.560518965,Meat,175.037,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
NCK05,Non-Consumable,20.1,Non-Edible,0.06595278,1,Health and Hygiene,62.6536,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
NCK30,Non-Consumable,14.85,Non-Edible,0.061323488,0.929808994,Household,254.4698,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDT27,Food,11.395,Regular,0.06987064,1.059404016,Meat,234.9616,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDS08,Food,12.79,Low Fat,0.099731744,1.512168918,Fruits and Vegetables,177.937,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
NCJ19,Non-Consumable,18.6,Non-Edible,0.118363749,1.794674144,Others,56.1588,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDC58,Food,10.195,Low Fat,0.06595278,1,Snack Foods,43.0428,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
DRE37,Drinks,13.5,Low Fat,0.094141186,1.427402848,Soft Drinks,188.1872,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDW02,Food,4.805,Regular,0.037692295,0.571504264,Dairy,127.0704,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDJ02,Food,17.2,Regular,0.042124032,0.63869987,Canned,148.7418,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDX09,Food,9,low fat,0.065381597,0.991339516,Snack Foods,177.137,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDT31,Food,19.75,Low Fat,0.020835893,0.315921376,Fruits and Vegetables,187.9872,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDI24,Food,10.3,Low Fat,0.07886623,1.195798418,Baking Goods,177.937,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDY09,Food,15.6,Low Fat,0.06595278,1,Snack Foods,176.0054,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDV28,Food,16.1,Regular,0.160052329,2.426771533,Frozen Foods,35.3558,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
DRM47,Drinks,9.3,Low Fat,0.043853769,0.66492677,Hard Drinks,191.9846,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDT52,Food,12.79,Regular,0.083043068,1.259129153,Frozen Foods,246.5144,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
FDI48,Food,11.85,Regular,0.055945372,0.848264046,Baking Goods,53.2666,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDY55,Food,16.75,Low Fat,0.081780186,1.239980877,Fruits and Vegetables,256.6988,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDU48,Food,18.85,Low Fat,0.055312384,0.838666452,Baking Goods,131.4284,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDN25,Food,7.895,Regular,0.061299601,0.92944681,Breakfast,55.4588,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDP20,Food,19.85,Low Fat,0.04574024,0.693530129,Fruits and Vegetables,127.102,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDJ15,Food,11.35,Regular,0.023303069,0.353329594,Dairy,185.4608,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDD04,Food,16,Low Fat,0.090337797,1.369734483,Dairy,140.3154,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDY58,Food,11.65,Low Fat,0.039999537,0.606487505,Snack Foods,229.8694,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDR37,Food,16.5,Regular,0.066519424,1.008591662,Breakfast,183.2292,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDF44,Food,7.17,Regular,0.059678319,0.904864344,Fruits and Vegetables,129.5968,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDD32,Food,17.7,Regular,0.041015006,0.621884415,Fruits and Vegetables,82.6276,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDR57,Food,5.675,Regular,0.023629875,0.358284746,Snack Foods,156.2288,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
DRG39,Drinks,12.79,Low Fat,0.041976732,0.636466454,Dairy,54.4982,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDX15,Food,17.2,Low Fat,0.157182948,2.383264936,Meat,158.9578,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
DRN37,Drinks,9.6,Low Fat,0.096492692,1.463057236,Soft Drinks,165.8158,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDW40,Food,12.79,Regular,0.06595278,1,Frozen Foods,141.5812,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDB32,Food,20.6,Low Fat,0.023489402,0.356154843,Fruits and Vegetables,93.7778,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDM40,Food,10.195,Low Fat,0.160588464,2.434900606,Frozen Foods,143.4154,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDE39,Food,12.79,Low Fat,0.035959521,0.545231315,Dairy,120.8782,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
DRH49,Drinks,19.7,Low Fat,0.024795057,0.375951658,Soft Drinks,82.2592,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDT46,Food,11.35,Low Fat,0.030855031,0.467835185,Snack Foods,49.7008,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
NCF06,Non-Consumable,6.235,Non-Edible,0.020194535,0.306196873,Household,257.6962,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDP07,Food,18.2,Low Fat,0.090410295,1.370833724,Fruits and Vegetables,196.211,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDC04,Food,15.6,Low Fat,0.04494821,0.681521082,Dairy,240.3854,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDZ32,Food,7.785,Regular,0.038348445,0.581453049,Fruits and Vegetables,103.4964,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDD50,Food,18.85,Low Fat,0.141929473,2.151986209,Canned,169.9132,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDU56,Food,16.85,Low Fat,0.04466528,0.677231195,Fruits and Vegetables,184.9266,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDV34,Food,10.695,Regular,0.011490085,0.174216841,Snack Foods,72.0038,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCY41,Non-Consumable,16.75,Non-Edible,0.075672596,1.14737538,Health and Hygiene,36.8532,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCK18,Non-Consumable,9.6,Non-Edible,0.006698103,0.10155907,Household,165.8184,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
DRH25,Drinks,18.7,Low Fat,0.014615718,0.221608824,Soft Drinks,52.4324,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDT57,Food,15.2,Low Fat,0.019034783,0.288612292,Snack Foods,238.4248,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDV56,Food,16.1,Regular,0.013651105,0.206983011,Fruits and Vegetables,106.7596,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
FDV12,Food,16.7,Regular,0.060998134,0.924875858,Baking Goods,97.2384,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDN52,Food,9.395,Regular,0.132314096,2.006194371,Frozen Foods,88.5198,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDX38,Food,10.5,Regular,0.048197901,0.730794077,Dairy,48.3376,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDE47,Food,14.15,Low Fat,0.038063173,0.577127651,Starchy Foods,122.5046,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCO07,Non-Consumable,9.06,Non-Edible,0.009768132,0.148107965,Others,211.456,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDV09,Food,12.79,Low Fat,0.02046897,0.310357956,Snack Foods,150.2734,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDZ23,Food,12.79,Regular,0.118188689,1.792019821,Baking Goods,185.224,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
DRH51,Drinks,17.6,Low Fat,0.097612596,1.480037627,Dairy,88.1856,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCY54,Non-Consumable,8.43,Non-Edible,0.178055216,2.699737843,Household,172.0422,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
DRG49,Drinks,7.81,Low Fat,0.067399162,1.021930569,Soft Drinks,246.2486,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
NCC19,Non-Consumable,6.57,Non-Edible,0.097031198,1.471222259,Household,192.882,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
NCV53,Non-Consumable,8.27,Non-Edible,0.018851756,0.28583717,Health and Hygiene,241.288,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDZ47,Food,12.79,Regular,0.06595278,1,Baking Goods,101.0042,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
NCO26,Non-Consumable,7.235,Non-Edible,0.077168705,1.170059928,Household,114.3492,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCP02,Non-Consumable,7.105,Non-Edible,0.044899636,0.680784586,Household,61.0562,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCW30,Non-Consumable,5.21,Non-Edible,0.011054747,0.167616088,Household,259.5962,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCN55,Non-Consumable,14.6,Non-Edible,0.059490504,0.902016625,Others,241.4538,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDB20,Food,7.72,Low Fat,0.08700498,1.319201101,Fruits and Vegetables,75.8986,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
DRL11,Drinks,10.5,Low Fat,0.047978201,0.727462906,Hard Drinks,156.8946,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
DRD60,Drinks,15.7,Low Fat,0.037307618,0.565671652,Soft Drinks,181.7634,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
FDW14,Food,8.3,Regular,0.06595278,1,Dairy,87.8198,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDL27,Food,6.17,Low Fat,0.017794028,0.269799514,Meat,65.9826,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDU09,Food,7.71,Regular,0.066868428,1.013883387,Snack Foods,55.4956,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
DRH36,Drinks,12.79,Low Fat,0.033218416,0.503669686,Soft Drinks,74.7696,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDP34,Food,12.79,Low Fat,0.136563316,2.070622588,Snack Foods,156.363,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDE04,Food,19.75,Regular,0.018125015,0.274818059,Frozen Foods,178.266,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDZ57,Food,12.79,Regular,0.037581431,0.569823304,Snack Foods,130.1994,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDF02,Food,16.2,Low Fat,0.173192865,2.626013111,Canned,104.399,OUT010,1998,15,Medium,Tier 3,Grocery Store,NA
FDG28,Food,9.285,Regular,0.049380234,0.74872104,Frozen Foods,245.4144,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCI31,Non-Consumable,20,Non-Edible,0.06595278,1,Others,35.119,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDT43,Food,16.35,Low Fat,0.020530851,0.311296218,Fruits and Vegetables,51.3324,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDU20,Food,19.35,Regular,0.021457551,0.32534718,Fruits and Vegetables,121.3098,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDD53,Food,16.2,Low Fat,0.06595278,1,Frozen Foods,42.9454,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDW15,Food,15.35,Regular,0.055225368,0.837347084,Meat,149.1734,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCT53,Non-Consumable,5.4,Non-Edible,0.048213839,0.731035735,Health and Hygiene,162.8526,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,NA
NCG55,Non-Consumable,12.79,Non-Edible,0.038956596,0.590674055,Household,114.6176,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDD48,Food,10.395,Low Fat,0.030152986,0.457190523,Baking Goods,114.5176,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDG47,Food,12.8,Low Fat,0.069727079,1.057227292,Starchy Foods,263.6252,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDI21,Food,5.59,Regular,0.056922987,0.863087,Snack Foods,63.4168,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDT27,Food,11.395,Regular,0.069980785,1.061074075,Meat,234.4616,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
DRO35,Drinks,13.85,Low Fat,0.034541588,0.5237321,Hard Drinks,116.8492,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDD33,Food,12.85,Low Fat,0.06595278,1,Fruits and Vegetables,233.3642,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
FDC04,Food,15.6,Low Fat,0.04497714,0.681959729,Dairy,243.0854,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDY34,Food,10.5,Regular,0.010972719,0.16637235,Snack Foods,164.0842,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
DRJ49,Drinks,6.865,Low Fat,0.014015003,0.212500565,Soft Drinks,128.0652,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDE05,Food,10.895,Regular,0.032504504,0.492845093,Frozen Foods,143.8102,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,NA
FDU31,Food,10.5,Regular,0.025132415,0.381066803,Fruits and Vegetables,218.8508,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCN19,Non-Consumable,12.79,Non-Edible,0.012040955,0.182569332,Others,188.253,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDK56,Food,12.79,Low Fat,0.129368491,1.961532039,Fruits and Vegetables,185.3898,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDK58,Food,11.35,Regular,0.045236996,0.68589976,Snack Foods,103.1016,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,NA
NCJ42,Non-Consumable,19.75,Non-Edible,0.014298622,0.216800899,Household,102.5332,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
FDZ34,Food,12.79,Low Fat,0.075511074,1.144926325,Starchy Foods,192.282,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,NA
FDA52,Food,16.2,Regular,0.06595278,1,Frozen Foods,175.637,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,NA
NCR29,Non-Consumable,7.565,Non-Edible,0.054595405,0.827795356,Health and Hygiene,55.693,OUT013,1987,26,High,Tier 3,Supermarket Type1,NA
FDT48,Food,4.92,Low Fat,0.06595278,1,Baking Goods,200.3084,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
DRJ51,Drinks,12.79,Low Fat,0.154065962,2.336004062,Dairy,229.3668,OUT019,1985,28,Small,Tier 1,Grocery Store,NA
NCS54,Non-Consumable,13.6,Non-Edible,0.009993163,0.151519966,Household,177.637,OUT046,1997,16,Small,Tier 1,Supermarket Type1,NA
FDV01,Food,19.2,Regular,0.084934509,1.287807868,Canned,154.9314,OUT035,2004,9,Small,Tier 2,Supermarket Type1,NA
