"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","MRP","Outlet_Identifier","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","Sales"
"FDP58",11.1,"LF",0,"Snack Foods",221,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4381
"FDT20",12.6,"LF",0.041194986,"Fruits and Vegetables",39,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1236
"FDO19",17.7,"Regular",0.016596645,"Fruits and Vegetables",48,"OUT046",16,"Small","Tier 1","Supermarket Type1",778
"FDK45",11.65,"LF",0.033926852,"Seafood",112,"OUT045",11,"Small","Tier 2","Supermarket Type1",3396
"FDC41",15.6,"LF",0.195688803,"Frozen Foods",77,"OUT010",15,"Small","Tier 3","Grocery Store",153
"FDY03",12.6,"Regular",0.075753207,"Meat",111,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3151
"FDN57",18.25,"LF",0.054234197,"Snack Foods",142,"OUT046",16,"Small","Tier 1","Supermarket Type1",2269
"FDV15",10.3,"LF",0.146767897,"Meat",102,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1558
"FDD32",17.7,"Regular",0.041098734,"Fruits and Vegetables",81,"OUT018",4,"Medium","Tier 3","Supermarket Type2",487
"FDV60",20.2,"Regular",0.118025091,"Baking Goods",196,"OUT017",6,"Small","Tier 2","Supermarket Type1",2553
"DRD01",12.1,"Regular",0.061163967,"Soft Drinks",57,"OUT035",9,"Small","Tier 2","Supermarket Type1",829
"FDX16",17.85,"LF",0.065810045,"Frozen Foods",149,"OUT046",16,"Small","Tier 1","Supermarket Type1",2247
"FDQ46",7.51,"LF",0.10423592,"Snack Foods",112,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2461
"NCW53",18.35,"LF",0.03066757,"Health and Hygiene",193,"OUT017",6,"Small","Tier 2","Supermarket Type1",2117
"NCN14",19.1,"LF",0.092437711,"Others",185,"OUT017",6,"Small","Tier 2","Supermarket Type1",1470
"FDY35",17.6,"Regular",0.016060186,"Breads",47,"OUT045",11,"Small","Tier 2","Supermarket Type1",505
"NCU18",15.1,"LF",0.056067524,"Household",140,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1270
"FDK08",9.2,"Regular",0.122304725,"Fruits and Vegetables",99,"OUT046",16,"Small","Tier 1","Supermarket Type1",810
"NCD42",16.5,"LF",0.012663476,"Health and Hygiene",39,"OUT045",11,"Small","Tier 2","Supermarket Type1",645
"FDQ11",12.6,"Regular",0.118535581,"Breads",256,"OUT019",28,"Small","Tier 1","Grocery Store",257
"FDJ27",17.7,"Regular",0.122565413,"Meat",104,"OUT017",6,"Small","Tier 2","Supermarket Type1",1528
"NCK19",9.8,"LF",0.090649107,"Others",194,"OUT045",11,"Small","Tier 2","Supermarket Type1",4650
"DRP35",12.6,"LF",0.090427268,"Hard Drinks",126,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3196
"FDN32",17.5,"LF",0.015591925,"Fruits and Vegetables",185,"OUT045",11,"Small","Tier 2","Supermarket Type1",2766
"DRZ11",8.85,"Regular",0.113123893,"Soft Drinks",123,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1610
"FDW31",11.35,"Regular",0.043402224,"Fruits and Vegetables",197,"OUT017",6,"Small","Tier 2","Supermarket Type1",2588
"NCK07",10.65,"LF",0.048686689,"Others",164,"OUT046",16,"Small","Tier 1","Supermarket Type1",1809
"DRH37",17.6,"LF",0.041700756,"Soft Drinks",165,"OUT045",11,"Small","Tier 2","Supermarket Type1",2302
"FDT31",19.75,"LF",0.012518707,"Fruits and Vegetables",191,"OUT017",6,"Small","Tier 2","Supermarket Type1",4916
"FDF21",10.3,"Regular",0.059160135,"Fruits and Vegetables",192,"OUT017",6,"Small","Tier 2","Supermarket Type1",6641
"FDU21",12.6,"Regular",0.134327613,"Snack Foods",35,"OUT019",28,"Small","Tier 1","Grocery Store",34
"DRF15",18.35,"LF",0,"Dairy",152,"OUT013",26,"High","Tier 3","Supermarket Type1",306
"FDX25",16.7,"LF",0.102633047,"Canned",181,"OUT017",6,"Small","Tier 2","Supermarket Type1",3466
"FDP27",8.16,"LF",0.119351235,"Meat",190,"OUT013",26,"High","Tier 3","Supermarket Type1",4934
"FDH34",12.6,"LF",0.054443762,"Snack Foods",185,"OUT019",28,"Small","Tier 1","Grocery Store",186
"NCW42",18.2,"LF",0.058799705,"Household",221,"OUT017",6,"Small","Tier 2","Supermarket Type1",4421
"FDS32",17.75,"Regular",0.029653914,"Fruits and Vegetables",141,"OUT046",16,"Small","Tier 1","Supermarket Type1",2669
"FDK60",16.5,"Regular",0.094010215,"Baking Goods",95,"OUT049",14,"Medium","Tier 1","Supermarket Type1",778
"FDF29",15.1,"Regular",0.019930418,"Frozen Foods",132,"OUT035",9,"Small","Tier 2","Supermarket Type1",2856
"FDY31",5.98,"LF",0.043651198,"Fruits and Vegetables",146,"OUT045",11,"Small","Tier 2","Supermarket Type1",3090
"FDI22",12.6,"LF",0.096407554,"Snack Foods",211,"OUT045",11,"Small","Tier 2","Supermarket Type1",3345
"FDG16",15.25,"LF",0.089998959,"Frozen Foods",215,"OUT045",11,"Small","Tier 2","Supermarket Type1",2157
"FDG50",7.41,"LF",0.015271793,"Canned",90,"OUT046",16,"Small","Tier 1","Supermarket Type1",1551
"FDV51",12.6,"LF",0.032381325,"Meat",166,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5471
"FDO27",6.18,"Regular",0.179077475,"Meat",94,"OUT046",16,"Small","Tier 1","Supermarket Type1",1342
"FDD57",18.1,"LF",0.037492325,"Fruits and Vegetables",96,"OUT010",15,"Small","Tier 3","Grocery Store",95
"NCM06",7.48,"LF",0.126752975,"Household",154,"OUT010",15,"Small","Tier 3","Grocery Store",309
"FDW59",13.15,"LF",0.020711996,"Breads",83,"OUT035",9,"Small","Tier 2","Supermarket Type1",1691
"FDW51",6.16,"Regular",0.158441218,"Meat",214,"OUT010",15,"Small","Tier 3","Grocery Store",852
"NCX18",14.15,"LF",0.00879232,"Household",195,"OUT035",9,"Small","Tier 2","Supermarket Type1",1964
"DRE25",12.6,"LF",0.072928316,"Soft Drinks",94,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1305
"FDR24",12.6,"Regular",0.062547321,"Baking Goods",88,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2067
"FDU51",12.6,"Regular",0.096046304,"Meat",179,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4605
"FDZ60",20.5,"LF",0.119547387,"Baking Goods",109,"OUT049",14,"Medium","Tier 1","Supermarket Type1",539
"FDU45",12.6,"Regular",0.035334201,"Snack Foods",115,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2277
"NCI30",20.25,"LF",0.059268885,"Household",246,"OUT017",6,"Small","Tier 2","Supermarket Type1",3695
"FDM58",16.85,"Regular",0.080015028,"Snack Foods",112,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1678
"FDF17",5.19,"LF",0.042687151,"Frozen Foods",196,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2946
"FDK33",12.6,"LF",0.011180843,"Snack Foods",213,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4261
"NCB18",19.6,"LF",0.041291169,"Household",87,"OUT046",16,"Small","Tier 1","Supermarket Type1",1417
"FDI45",13.1,"LF",0.037793818,"Fruits and Vegetables",174,"OUT017",6,"Small","Tier 2","Supermarket Type1",2802
"FDC48",9.2,"LF",0.015856295,"Baking Goods",82,"OUT035",9,"Small","Tier 2","Supermarket Type1",1404
"FDR47",17.85,"LF",0.087604647,"Breads",197,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1561
"NCL29",12.6,"LF",0.113387677,"Health and Hygiene",157,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1585
"NCI18",18.35,"LF",0.014052469,"Household",224,"OUT045",11,"Small","Tier 2","Supermarket Type1",1346
"FDZ38",17.6,"LF",0.008001018,"Dairy",170,"OUT046",16,"Small","Tier 1","Supermarket Type1",2759
"FDM52",15.1,"LF",0.025988508,"Frozen Foods",147,"OUT035",9,"Small","Tier 2","Supermarket Type1",2365
"FDV20",20.2,"Regular",0.059790095,"Fruits and Vegetables",127,"OUT035",9,"Small","Tier 2","Supermarket Type1",3561
"FDU40",20.85,"LF",0.062606583,"Frozen Foods",192,"OUT010",15,"Small","Tier 3","Grocery Store",387
"FDO49",12.6,"Regular",0.032892112,"Breakfast",49,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1518
"FDA21",13.65,"LF",0.036016619,"Snack Foods",186,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1296
"FDB52",17.75,"LF",0.03048292,"Dairy",257,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3068
"FDK24",9.2,"LF",0.101275792,"Baking Goods",46,"OUT035",9,"Small","Tier 2","Supermarket Type1",951
"FDG41",8.84,"Regular",0.076547632,"Frozen Foods",110,"OUT035",9,"Small","Tier 2","Supermarket Type1",1658
"NCV06",11.3,"LF",0.066625843,"Household",194,"OUT013",26,"High","Tier 3","Supermarket Type1",2712
"DRG13",17.25,"LF",0.03717912,"Soft Drinks",163,"OUT035",9,"Small","Tier 2","Supermarket Type1",5920
"FDJ34",11.8,"Regular",0.093801337,"Snack Foods",126,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1252
"FDZ10",12.6,"LF",0.077849833,"Snack Foods",127,"OUT019",28,"Small","Tier 1","Grocery Store",506
"FDZ13",7.84,"Regular",0.153494979,"Canned",49,"OUT046",16,"Small","Tier 1","Supermarket Type1",799
"FDI45",13.1,"LF",0.037734334,"Fruits and Vegetables",174,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3677
"FDW45",18,"LF",0.039090105,"Snack Foods",148,"OUT045",11,"Small","Tier 2","Supermarket Type1",4120
"FDC60",5.43,"Regular",0.115119905,"Baking Goods",88,"OUT017",6,"Small","Tier 2","Supermarket Type1",1417
"FDE32",20.7,"LF",0.04875891,"Fruits and Vegetables",37,"OUT046",16,"Small","Tier 1","Supermarket Type1",835
"FDV02",16.75,"LF",0.06063976,"Dairy",173,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3593
"FDM20",12.6,"LF",0,"Fruits and Vegetables",245,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3185
"FDX11",16,"Regular",0.106663245,"Baking Goods",180,"OUT013",26,"High","Tier 3","Supermarket Type1",4181
"NCM26",12.6,"LF",0.040520754,"Others",154,"OUT019",28,"Small","Tier 1","Grocery Store",153
"FDJ50",8.65,"LF",0.021629781,"Canned",52,"OUT045",11,"Small","Tier 2","Supermarket Type1",999
"FDE02",8.71,"LF",0.121149472,"Canned",94,"OUT013",26,"High","Tier 3","Supermarket Type1",1784
"FDP58",12.6,"LF",0.236616754,"Snack Foods",218,"OUT019",28,"Small","Tier 1","Grocery Store",219
"FDV58",20.85,"LF",0.121438886,"Snack Foods",196,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1566
"FDW48",18,"LF",0.008558144,"Baking Goods",79,"OUT045",11,"Small","Tier 2","Supermarket Type1",1208
"FDC50",15.85,"LF",0.137053947,"Canned",94,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1047
"FDS36",8.38,"Regular",0.046878474,"Baking Goods",110,"OUT035",9,"Small","Tier 2","Supermarket Type1",2307
"NCW54",7.5,"LF",0.096413261,"Household",55,"OUT046",16,"Small","Tier 1","Supermarket Type1",1031
"FDZ51",11.3,"Regular",0.054861393,"Meat",97,"OUT017",6,"Small","Tier 2","Supermarket Type1",952
"FDU27",18.6,"Regular",0.17133418,"Meat",49,"OUT013",26,"High","Tier 3","Supermarket Type1",288
"FDF58",13.3,"LF",0,"Snack Foods",62,"OUT010",15,"Small","Tier 3","Grocery Store",63
"FDI10",8.51,"Regular",0.078339081,"Snack Foods",173,"OUT013",26,"High","Tier 3","Supermarket Type1",1380
"FDN31",11.5,"LF",0.073029341,"Fruits and Vegetables",188,"OUT045",11,"Small","Tier 2","Supermarket Type1",2657
"DRF23",4.61,"LF",0.122901056,"Hard Drinks",174,"OUT045",11,"Small","Tier 2","Supermarket Type1",2617
"FDD36",13.3,"LF",0.035607579,"Baking Goods",120,"OUT010",15,"Small","Tier 3","Grocery Store",119
"FDZ44",8.19,"LF",0.038729057,"Fruits and Vegetables",117,"OUT046",16,"Small","Tier 1","Supermarket Type1",1875
"NCS54",12.6,"LF",0.00994477,"Household",178,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6528
"FDA57",18.85,"LF",0.03961061,"Snack Foods",42,"OUT013",26,"High","Tier 3","Supermarket Type1",759
"FDW57",8.31,"Regular",0.115857223,"Snack Foods",179,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3896
"FDU14",17.75,"LF",0.058168807,"Dairy",250,"OUT010",15,"Small","Tier 3","Grocery Store",499
"FDD17",7.5,"LF",0.032626952,"Frozen Foods",236,"OUT046",16,"Small","Tier 1","Supermarket Type1",6893
"NCR05",10.1,"LF",0.054853377,"Health and Hygiene",199,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2182
"FDU51",20.2,"Regular",0.096906831,"Meat",176,"OUT018",4,"Medium","Tier 3","Supermarket Type2",6730
"FDS52",8.89,"LF",0.005496816,"Frozen Foods",103,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1012
"FDK02",12.5,"LF",0.112859454,"Canned",118,"OUT017",6,"Small","Tier 2","Supermarket Type1",2157
"FDH44",19.1,"Regular",0.025912378,"Fruits and Vegetables",147,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1766
"FDQ16",19.7,"LF",0.041703666,"Frozen Foods",109,"OUT013",26,"High","Tier 3","Supermarket Type1",1638
"FDI45",13.1,"LF",0.037639672,"Fruits and Vegetables",176,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1051
"FDJ58",15.6,"Regular",0.105296072,"Snack Foods",170,"OUT046",16,"Small","Tier 1","Supermarket Type1",3436
"FDM38",5.89,"Regular",0.092694107,"Canned",54,"OUT013",26,"High","Tier 3","Supermarket Type1",1525
"DRI01",7.97,"LF",0,"Soft Drinks",172,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5691
"FDX45",16.75,"LF",0.105282932,"Snack Foods",157,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2816
"FDH26",19.25,"Regular",0.034693175,"Canned",140,"OUT035",9,"Small","Tier 2","Supermarket Type1",1553
"FDY35",12.6,"Regular",0.028062401,"Breads",44,"OUT019",28,"Small","Tier 1","Grocery Store",92
"FDY49",12.6,"Regular",0.021031586,"Canned",165,"OUT019",28,"Small","Tier 1","Grocery Store",495
"FDJ16",9.2,"LF",0.115353642,"Frozen Foods",59,"OUT018",4,"Medium","Tier 3","Supermarket Type2",927
"DRK13",11.8,"LF",0.115346634,"Soft Drinks",200,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4563
"FDV01",19.2,"Regular",0.142189843,"Canned",154,"OUT010",15,"Small","Tier 3","Grocery Store",155
"NCP43",17.75,"LF",0.03050705,"Others",180,"OUT046",16,"Small","Tier 1","Supermarket Type1",2337
"FDZ01",8.98,"Regular",0.01516265,"Canned",102,"OUT010",15,"Small","Tier 3","Grocery Store",103
"FDA31",7.1,"LF",0.109990885,"Fruits and Vegetables",173,"OUT035",9,"Small","Tier 2","Supermarket Type1",2770
"FDK16",9.07,"LF",0.115799592,"Frozen Foods",95,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1714
"FDG14",12.6,"Regular",0.050256161,"Canned",151,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4858
"FDU40",20.85,"LF",0.03747983,"Frozen Foods",193,"OUT045",11,"Small","Tier 2","Supermarket Type1",2131
"FDZ22",12.6,"LF",0.045050674,"Snack Foods",85,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1748
"FDZ23",12.6,"Regular",0.067175915,"Baking Goods",187,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3728
"FDW19",12.35,"Regular",0.038560279,"Fruits and Vegetables",110,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1208
"FDR36",6.72,"Regular",0.121563385,"Baking Goods",44,"OUT035",9,"Small","Tier 2","Supermarket Type1",545
"FDV26",20.25,"Regular",0.076097073,"Dairy",194,"OUT013",26,"High","Tier 3","Supermarket Type1",1951
"FDZ39",12.6,"Regular",0.017937483,"Meat",103,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1548
"DRG11",6.39,"LF",0.083768522,"Hard Drinks",110,"OUT013",26,"High","Tier 3","Supermarket Type1",3236
"NCM19",12.6,"LF",0.047008497,"Others",112,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5063
"FDV28",16.1,"Regular",0.159698192,"Frozen Foods",32,"OUT035",9,"Small","Tier 2","Supermarket Type1",1019
"DRK49",14.15,"LF",0.035913805,"Soft Drinks",41,"OUT013",26,"High","Tier 3","Supermarket Type1",812
"FDU13",8.36,"LF",0,"Canned",146,"OUT013",26,"High","Tier 3","Supermarket Type1",3384
"FDW24",6.8,"LF",0.03749705,"Baking Goods",50,"OUT046",16,"Small","Tier 1","Supermarket Type1",194
"FDP39",12.65,"LF",0.069817659,"Meat",54,"OUT017",6,"Small","Tier 2","Supermarket Type1",831
"FDH10",21,"LF",0.049583899,"Snack Foods",194,"OUT017",6,"Small","Tier 2","Supermarket Type1",1162
"FDY55",16.75,"LF",0.08165147,"Fruits and Vegetables",258,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1542
"FDS48",12.6,"LF",0.027644732,"Baking Goods",149,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3160
"FDK27",12.6,"LF",0.008903212,"Meat",121,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2787
"FDV58",20.85,"LF",0.121250374,"Snack Foods",194,"OUT046",16,"Small","Tier 1","Supermarket Type1",1566
"NCH30",12.6,"LF",0.066828857,"Household",114,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1924
"FDT58",9,"LF",0.143870574,"Snack Foods",169,"OUT010",15,"Small","Tier 3","Grocery Store",503
"DRL35",15.7,"LF",0,"Hard Drinks",43,"OUT010",15,"Small","Tier 3","Grocery Store",130
"NCM43",12.6,"LF",0.03409886,"Others",163,"OUT019",28,"Small","Tier 1","Grocery Store",816
"NCS17",18.6,"LF",0.080626601,"Health and Hygiene",93,"OUT049",14,"Medium","Tier 1","Supermarket Type1",378
"NCL54",12.6,"LF",0.082921642,"Household",175,"OUT045",11,"Small","Tier 2","Supermarket Type1",3502
"DRH49",19.7,"LF",0.024655594,"Soft Drinks",84,"OUT046",16,"Small","Tier 1","Supermarket Type1",743
"FDB26",12.6,"Regular",0.031116081,"Canned",55,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1545
"FDJ53",10.5,"LF",0.071368699,"Frozen Foods",121,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1446
"FDF20",12.85,"LF",0.033192524,"Fruits and Vegetables",199,"OUT013",26,"High","Tier 3","Supermarket Type1",3153
"FDX03",15.85,"Regular",0.061045133,"Meat",45,"OUT013",26,"High","Tier 3","Supermarket Type1",181
"NCU17",5.32,"LF",0.093071679,"Health and Hygiene",104,"OUT045",11,"Small","Tier 2","Supermarket Type1",509
"FDF22",6.87,"LF",0.056919038,"Snack Foods",213,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5770
"FDN02",16.5,"LF",0.073827748,"Canned",209,"OUT046",16,"Small","Tier 1","Supermarket Type1",2485
"DRA59",8.27,"Regular",0.127821472,"Soft Drinks",186,"OUT013",26,"High","Tier 3","Supermarket Type1",555
"FDS56",5.79,"Regular",0.038817121,"Fruits and Vegetables",263,"OUT049",14,"Medium","Tier 1","Supermarket Type1",525
"DRP35",18.85,"LF",0.091008572,"Hard Drinks",130,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3196
"FDQ52",17,"LF",0.119570595,"Frozen Foods",250,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4222
"NCB06",17.6,"LF",0.082316506,"Health and Hygiene",161,"OUT035",9,"Small","Tier 2","Supermarket Type1",1598
"FDS20",8.85,"LF",0.053950661,"Fruits and Vegetables",183,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4926
"DRZ24",7.54,"LF",0.081787519,"Soft Drinks",121,"OUT046",16,"Small","Tier 1","Supermarket Type1",2157
"FDZ32",7.79,"Regular",0.038288087,"Fruits and Vegetables",103,"OUT018",4,"Medium","Tier 3","Supermarket Type2",736
"FDQ25",8.63,"Regular",0.028391879,"Canned",174,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4139
"NCR54",16.35,"LF",0.091074449,"Household",197,"OUT017",6,"Small","Tier 2","Supermarket Type1",3339
"FDN46",7.21,"Regular",0.144856342,"Snack Foods",101,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1128
"FDO23",17.85,"LF",0.147255604,"Breads",94,"OUT017",6,"Small","Tier 2","Supermarket Type1",1702
"FDJ45",17.75,"LF",0.073349552,"Seafood",34,"OUT013",26,"High","Tier 3","Supermarket Type1",935
"FDD40",20.25,"Regular",0.014823358,"Dairy",191,"OUT045",11,"Small","Tier 2","Supermarket Type1",1154
"NCW41",12.6,"LF",0.015375557,"Health and Hygiene",157,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4278
"DRG13",17.25,"LF",0.037155206,"Soft Drinks",166,"OUT013",26,"High","Tier 3","Supermarket Type1",3782
"FDC02",21.35,"LF",0.068765205,"Canned",260,"OUT013",26,"High","Tier 3","Supermarket Type1",3645
"FDD52",18.25,"Regular",0.184041545,"Dairy",110,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1868
"FDE10",6.67,"Regular",0,"Snack Foods",133,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1574
"FDA49",12.6,"LF",0.113669629,"Canned",89,"OUT019",28,"Small","Tier 1","Grocery Store",174
"FDT38",18.7,"LF",0.0576269,"Dairy",83,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1860
"FDK16",9.07,"LF",0.115233813,"Frozen Foods",94,"OUT013",26,"High","Tier 3","Supermarket Type1",2856
"NCH43",12.6,"LF",0.123557061,"Household",217,"OUT019",28,"Small","Tier 1","Grocery Store",216
"FDX51",9.5,"Regular",0.022054553,"Meat",195,"OUT035",9,"Small","Tier 2","Supermarket Type1",4502
"FDM36",12.6,"Regular",0.102830104,"Baking Goods",173,"OUT019",28,"Small","Tier 1","Grocery Store",345
"DRI47",14.7,"LF",0.035016091,"Hard Drinks",144,"OUT010",15,"Small","Tier 3","Grocery Store",431
"FDV51",16.35,"LF",0.054463442,"Meat",164,"OUT010",15,"Small","Tier 3","Grocery Store",166
"FDG33",5.37,"Regular",0.140524691,"Seafood",173,"OUT045",11,"Small","Tier 2","Supermarket Type1",2233
"DRE49",20.75,"LF",0.021250002,"Soft Drinks",151,"OUT046",16,"Small","Tier 1","Supermarket Type1",2581
"DRN47",12.6,"LF",0.016745264,"Hard Drinks",181,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3056
"FDZ25",15.7,"Regular",0.027729547,"Canned",169,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1528
"FDV22",14.85,"Regular",0.009995002,"Snack Foods",154,"OUT017",6,"Small","Tier 2","Supermarket Type1",3755
"FDW03",5.63,"Regular",0.024520854,"Meat",103,"OUT013",26,"High","Tier 3","Supermarket Type1",1986
"NCC30",16.6,"LF",0.027556247,"Household",177,"OUT013",26,"High","Tier 3","Supermarket Type1",1963
"FDA10",20.35,"LF",0.142618182,"Snack Foods",123,"OUT017",6,"Small","Tier 2","Supermarket Type1",1225
"DRE15",12.6,"LF",0.01769927,"Dairy",74,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1290
"FDV57",15.25,"Regular",0.065896556,"Snack Foods",179,"OUT046",16,"Small","Tier 1","Supermarket Type1",1438
"FDW49",19.5,"LF",0.082536604,"Canned",177,"OUT035",9,"Small","Tier 2","Supermarket Type1",2149
"FDC05",13.1,"Regular",0.099186992,"Frozen Foods",199,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3153
"FDR52",12.6,"Regular",0.075676339,"Frozen Foods",190,"OUT027",28,"Medium","Tier 3","Supermarket Type3",8790
"FDM14",13.8,"LF",0.01326146,"Canned",108,"OUT035",9,"Small","Tier 2","Supermarket Type1",760
"FDH19",19.35,"LF",0.033082215,"Meat",173,"OUT035",9,"Small","Tier 2","Supermarket Type1",4866
"NCM43",14.5,"LF",0.019459164,"Others",162,"OUT013",26,"High","Tier 3","Supermarket Type1",2121
"FDN20",19.35,"LF",0.026329989,"Fruits and Vegetables",169,"OUT017",6,"Small","Tier 2","Supermarket Type1",3706
"FDZ21",17.6,"Regular",0.039443715,"Snack Foods",96,"OUT017",6,"Small","Tier 2","Supermarket Type1",1641
"FDF29",15.1,"Regular",0.020015391,"Frozen Foods",129,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1818
"FDE28",9.5,"Regular",0,"Frozen Foods",228,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3916
"FDM16",8.16,"Regular",0.033692089,"Frozen Foods",76,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1279
"FDN12",15.6,"LF",0.13575135,"Baking Goods",112,"OUT010",15,"Small","Tier 3","Grocery Store",224
"NCE06",5.83,"LF",0.091467933,"Household",160,"OUT035",9,"Small","Tier 2","Supermarket Type1",1294
"FDG33",12.6,"Regular",0.13956116,"Seafood",170,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3436
"NCB43",20.2,"LF",0.100319317,"Household",189,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3368
"FDP44",16.5,"Regular",0.079713576,"Fruits and Vegetables",101,"OUT046",16,"Small","Tier 1","Supermarket Type1",1538
"FDC41",15.6,"LF",0.116913245,"Frozen Foods",78,"OUT046",16,"Small","Tier 1","Supermarket Type1",1838
"FDN13",18.6,"LF",0.152058281,"Breakfast",100,"OUT046",16,"Small","Tier 1","Supermarket Type1",201
"FDH21",10.4,"LF",0.031288338,"Seafood",160,"OUT045",11,"Small","Tier 2","Supermarket Type1",2852
"NCE31",7.67,"LF",0.185130961,"Household",33,"OUT049",14,"Medium","Tier 1","Supermarket Type1",589
"FDT10",16.7,"Regular",0.061992874,"Snack Foods",61,"OUT013",26,"High","Tier 3","Supermarket Type1",356
"NCH07",13.15,"LF",0.09264951,"Household",158,"OUT035",9,"Small","Tier 2","Supermarket Type1",3803
"FDQ10",12.85,"LF",0.033230816,"Snack Foods",172,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1207
"NCD07",9.1,"LF",0.055514919,"Household",113,"OUT049",14,"Medium","Tier 1","Supermarket Type1",342
"FDW23",5.77,"LF",0.081944045,"Baking Goods",37,"OUT013",26,"High","Tier 3","Supermarket Type1",850
"FDW21",5.34,"Regular",0.005963881,"Snack Foods",100,"OUT046",16,"Small","Tier 1","Supermarket Type1",1408
"FDY04",17.7,"Regular",0.042562588,"Frozen Foods",165,"OUT045",11,"Small","Tier 2","Supermarket Type1",3426
"DRF03",12.6,"LF",0.045088724,"Dairy",40,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1097
"NCY42",6.38,"LF",0.015149955,"Household",144,"OUT013",26,"High","Tier 3","Supermarket Type1",3149
"FDY21",15.1,"LF",0,"Snack Foods",197,"OUT010",15,"Small","Tier 3","Grocery Store",196
"FDR33",7.31,"LF",0.026830586,"Snack Foods",108,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2087
"NCR17",12.6,"LF",0.02426524,"Health and Hygiene",114,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3939
"FDC29",8.39,"Regular",0.024304264,"Frozen Foods",114,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1489
