Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales
FDA31,7.1,LF,0.110234793,Fruits and Vegetables,172,OUT045,11,Small,Tier 2,Supermarket Type1,3116
FDE24,14.85,LF,0.093991286,Baking Goods,141,OUT017,6,Small,Tier 2,Supermarket Type1,3277
FDA04,11.3,Regular,0.067001825,Frozen Foods,259,OUT018,4,Medium,Tier 3,Supermarket Type2,5439
FDV26,20.25,Regular,0.076314907,Dairy,197,OUT045,11,Small,Tier 2,Supermarket Type1,2731
FDF40,12.6,Regular,0.022403117,Dairy,251,OUT027,28,Medium,Tier 3,Supermarket Type3,8217
FDH34,12.6,LF,0.030944666,Snack Foods,187,OUT027,28,Medium,Tier 3,Supermarket Type3,3715
FDO16,5.48,LF,0.02528802,Frozen Foods,83,OUT010,15,Small,Tier 3,Grocery Store,416
FDZ43,11,Regular,0.057058545,Fruits and Vegetables,242,OUT046,16,Small,Tier 1,Supermarket Type1,3635
DRJ51,14.1,LF,0,Dairy,232,OUT049,14,Medium,Tier 1,Supermarket Type1,1843
NCL07,12.6,LF,0.05486977,Others,41,OUT019,28,Small,Tier 1,Grocery Store,40
FDU58,6.61,Regular,0.029006239,Snack Foods,186,OUT035,9,Small,Tier 2,Supermarket Type1,2619
FDI26,5.94,LF,0.034880143,Canned,178,OUT035,9,Small,Tier 2,Supermarket Type1,4461
FDG24,7.98,LF,0.014713909,Baking Goods,83,OUT017,6,Small,Tier 2,Supermarket Type1,2580
NCM19,12.65,LF,0.047237246,Others,113,OUT046,16,Small,Tier 1,Supermarket Type1,788
NCO29,11.15,LF,0.032306341,Health and Hygiene,166,OUT049,14,Medium,Tier 1,Supermarket Type1,987
NCM05,6.83,LF,0.100171568,Health and Hygiene,263,OUT010,15,Small,Tier 3,Grocery Store,264
NCE07,8.18,LF,0.013130031,Household,143,OUT046,16,Small,Tier 1,Supermarket Type1,709
FDR10,17.6,LF,0.010096684,Snack Foods,160,OUT017,6,Small,Tier 2,Supermarket Type1,2599
FDO12,15.75,LF,0.055015935,Baking Goods,194,OUT049,14,Medium,Tier 1,Supermarket Type1,2740
FDC17,12.15,LF,0.015460726,Frozen Foods,212,OUT046,16,Small,Tier 1,Supermarket Type1,5891
FDF34,9.3,Regular,0.02346559,Snack Foods,198,OUT010,15,Small,Tier 3,Grocery Store,595
FDO22,13.5,Regular,0.017932223,Snack Foods,79,OUT018,4,Medium,Tier 3,Supermarket Type2,240
FDT52,9.7,Regular,0.047420609,Frozen Foods,246,OUT035,9,Small,Tier 2,Supermarket Type1,4165
FDR24,12.6,Regular,0.062547321,Baking Goods,88,OUT027,28,Medium,Tier 3,Supermarket Type3,2067
FDP08,20.5,Regular,0.112410046,Fruits and Vegetables,192,OUT046,16,Small,Tier 1,Supermarket Type1,3875
FDF39,14.85,Regular,0.019511288,Dairy,263,OUT046,16,Small,Tier 1,Supermarket Type1,4997
NCQ06,13,LF,0.041789718,Household,256,OUT013,26,High,Tier 3,Supermarket Type1,2550
FDR04,7.08,LF,0.022548195,Frozen Foods,96,OUT013,26,High,Tier 3,Supermarket Type1,583
FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125,OUT035,9,Small,Tier 2,Supermarket Type1,1981
DRD15,10.6,LF,0.095064731,Dairy,232,OUT010,15,Small,Tier 3,Grocery Store,697
FDB02,9.7,Regular,0.029283081,Canned,175,OUT018,4,Medium,Tier 3,Supermarket Type2,3705
NCS18,12.65,LF,0.042383069,Household,108,OUT018,4,Medium,Tier 3,Supermarket Type2,1608
NCS30,5.95,LF,0.155706798,Household,128,OUT010,15,Small,Tier 3,Grocery Store,646
FDN15,17.5,LF,0.016767995,Meat,141,OUT045,11,Small,Tier 2,Supermarket Type1,1957
NCL31,7.39,LF,0.120961347,Others,144,OUT017,6,Small,Tier 2,Supermarket Type1,4867
FDV31,9.8,LF,0.178622919,Fruits and Vegetables,178,OUT010,15,Small,Tier 3,Grocery Store,176
FDF38,11.8,Regular,0.02633607,Canned,41,OUT013,26,High,Tier 3,Supermarket Type1,406
DRK59,8.9,LF,0.126287542,Hard Drinks,236,OUT010,15,Small,Tier 3,Grocery Store,469
DRJ24,11.8,LF,0.11350542,Soft Drinks,187,OUT049,14,Medium,Tier 1,Supermarket Type1,2961
FDW51,12.6,Regular,0.094201477,Meat,213,OUT027,28,Medium,Tier 3,Supermarket Type3,6818
FDN49,17.25,Regular,0.125224466,Breakfast,41,OUT046,16,Small,Tier 1,Supermarket Type1,679
FDE20,11.35,Regular,0.005561798,Fruits and Vegetables,168,OUT017,6,Small,Tier 2,Supermarket Type1,3226
FDV38,19.25,LF,0.101980245,Dairy,54,OUT045,11,Small,Tier 2,Supermarket Type1,874
FDH60,19.7,Regular,0.081193712,Baking Goods,198,OUT017,6,Small,Tier 2,Supermarket Type1,2553
NCD55,14,LF,0.024369007,Household,40,OUT049,14,Medium,Tier 1,Supermarket Type1,923
FDU13,8.36,LF,0.188619537,Canned,146,OUT017,6,Small,Tier 2,Supermarket Type1,3090
FDZ07,15.1,Regular,0.094037291,Fruits and Vegetables,62,OUT049,14,Medium,Tier 1,Supermarket Type1,495
FDY13,12.1,LF,0.030188505,Canned,77,OUT045,11,Small,Tier 2,Supermarket Type1,613
FDP56,8.19,LF,0.046578409,Fruits and Vegetables,49,OUT045,11,Small,Tier 2,Supermarket Type1,1182
DRA59,12.6,Regular,0.223985293,Soft Drinks,186,OUT019,28,Small,Tier 1,Grocery Store,555
FDY40,15.5,Regular,0.085763562,Frozen Foods,49,OUT013,26,High,Tier 3,Supermarket Type1,296
FDW40,14,Regular,0.105145451,Frozen Foods,144,OUT046,16,Small,Tier 1,Supermarket Type1,4844
NCW17,18,LF,0.019382568,Health and Hygiene,129,OUT035,9,Small,Tier 2,Supermarket Type1,3341
DRN37,9.6,LF,0,Soft Drinks,167,OUT049,14,Medium,Tier 1,Supermarket Type1,3509
FDZ19,12.6,LF,0.093002339,Fruits and Vegetables,178,OUT027,28,Medium,Tier 3,Supermarket Type3,4922
FDW34,9.6,LF,0.035549527,Snack Foods,244,OUT013,26,High,Tier 3,Supermarket Type1,5346
FDC28,12.6,LF,0.054720642,Frozen Foods,108,OUT027,28,Medium,Tier 3,Supermarket Type3,2388
FDB29,16.7,Regular,0.052708138,Frozen Foods,115,OUT017,6,Small,Tier 2,Supermarket Type1,2405
FDE26,9.3,LF,0.089144149,Canned,145,OUT049,14,Medium,Tier 1,Supermarket Type1,1011
FDG45,8.1,LF,0.128011859,Fruits and Vegetables,211,OUT035,9,Small,Tier 2,Supermarket Type1,6372
NCC18,19.1,LF,0.178272728,Household,172,OUT017,6,Small,Tier 2,Supermarket Type1,1552
NCU54,8.88,LF,0.099024124,Household,209,OUT018,4,Medium,Tier 3,Supermarket Type2,3146
FDF26,6.83,Regular,0.046898544,Canned,154,OUT017,6,Small,Tier 2,Supermarket Type1,923
FDX52,11.5,Regular,0.041994624,Frozen Foods,195,OUT035,9,Small,Tier 2,Supermarket Type1,3475
FDR04,7.08,LF,0.022694623,Frozen Foods,99,OUT017,6,Small,Tier 2,Supermarket Type1,2527
NCP06,20.7,LF,0.039467795,Household,152,OUT017,6,Small,Tier 2,Supermarket Type1,605
FDN25,7.9,Regular,0.061270647,Breakfast,57,OUT049,14,Medium,Tier 1,Supermarket Type1,344
NCH42,6.86,LF,0.036686158,Household,230,OUT018,4,Medium,Tier 3,Supermarket Type2,2527
FDO46,9.6,Regular,0.014200671,Snack Foods,187,OUT013,26,High,Tier 3,Supermarket Type1,3214
NCG54,12.1,LF,0.079806266,Household,172,OUT046,16,Small,Tier 1,Supermarket Type1,3422
FDU07,11.1,LF,0.059797172,Fruits and Vegetables,152,OUT013,26,High,Tier 3,Supermarket Type1,1058
DRJ11,9.5,LF,0,Hard Drinks,191,OUT045,11,Small,Tier 2,Supermarket Type1,3025
FDH10,21,LF,0.049381666,Snack Foods,193,OUT049,14,Medium,Tier 1,Supermarket Type1,1550
FDN56,5.46,Regular,0.107057186,Fruits and Vegetables,145,OUT046,16,Small,Tier 1,Supermarket Type1,2023
FDY56,12.6,Regular,0.109274313,Fruits and Vegetables,225,OUT019,28,Small,Tier 1,Grocery Store,677
NCQ53,17.6,LF,0.018889593,Health and Hygiene,236,OUT013,26,High,Tier 3,Supermarket Type1,4727
NCN54,20.35,LF,0.021369722,Household,76,OUT045,11,Small,Tier 2,Supermarket Type1,154
NCC43,7.39,LF,0.092927148,Household,250,OUT049,14,Medium,Tier 1,Supermarket Type1,4267
FDB35,12.6,Regular,0.113139486,Starchy Foods,93,OUT019,28,Small,Tier 1,Grocery Store,184
FDX33,9.2,Regular,0.117387066,Snack Foods,160,OUT013,26,High,Tier 3,Supermarket Type1,4493
NCT06,17.1,LF,0.038730229,Household,166,OUT035,9,Small,Tier 2,Supermarket Type1,4808
FDM50,13,Regular,0.030211742,Canned,59,OUT018,4,Medium,Tier 3,Supermarket Type2,539
FDC37,15.5,LF,0.032924463,Baking Goods,107,OUT049,14,Medium,Tier 1,Supermarket Type1,2144
NCT54,8.7,LF,0.120022543,Household,95,OUT018,4,Medium,Tier 3,Supermarket Type2,1428
FDG34,12.6,Regular,0.037388493,Snack Foods,108,OUT027,28,Medium,Tier 3,Supermarket Type3,1411
NCW54,7.5,LF,0.096413261,Household,55,OUT046,16,Small,Tier 1,Supermarket Type1,1031
FDZ46,7.49,LF,0.069405301,Snack Foods,112,OUT018,4,Medium,Tier 3,Supermarket Type2,1105
NCK19,9.8,LF,0.090649107,Others,194,OUT045,11,Small,Tier 2,Supermarket Type1,4650
NCQ05,11.4,LF,0.021649904,Health and Hygiene,151,OUT045,11,Small,Tier 2,Supermarket Type1,4364
NCE54,20.7,LF,0.02689477,Household,77,OUT035,9,Small,Tier 2,Supermarket Type1,2483
FDH17,16.2,Regular,0.016679232,Frozen Foods,96,OUT049,14,Medium,Tier 1,Supermarket Type1,2740
FDB23,12.6,Regular,0.00978492,Starchy Foods,226,OUT019,28,Small,Tier 1,Grocery Store,451
DRL49,13.15,LF,0.056429024,Soft Drinks,144,OUT046,16,Small,Tier 1,Supermarket Type1,1282
FDT03,21.25,LF,0.009998763,Meat,182,OUT046,16,Small,Tier 1,Supermarket Type1,551
FDW59,13.15,LF,0.020757926,Breads,84,OUT045,11,Small,Tier 2,Supermarket Type1,761
NCB18,19.6,LF,0.041374909,Household,89,OUT045,11,Small,Tier 2,Supermarket Type1,1417
FDI22,12.6,LF,0.096756649,Snack Foods,209,OUT017,6,Small,Tier 2,Supermarket Type1,5227
FDZ50,12.8,Regular,0.079523619,Dairy,182,OUT017,6,Small,Tier 2,Supermarket Type1,4962
FDS14,7.29,LF,0,Dairy,155,OUT017,6,Small,Tier 2,Supermarket Type1,1414
NCN19,13.1,LF,0.012167988,Others,190,OUT017,6,Small,Tier 2,Supermarket Type1,4175
FDG46,8.63,Regular,0.032976399,Snack Foods,115,OUT045,11,Small,Tier 2,Supermarket Type1,2846
FDS04,10.2,Regular,0.147492524,Frozen Foods,142,OUT017,6,Small,Tier 2,Supermarket Type1,1686
FDM58,16.85,Regular,0,Snack Foods,110,OUT049,14,Medium,Tier 1,Supermarket Type1,2573
FDB60,9.3,LF,0.028566433,Baking Goods,193,OUT049,14,Medium,Tier 1,Supermarket Type1,4860
FDH28,15.85,Regular,0.110479217,Frozen Foods,37,OUT018,4,Medium,Tier 3,Supermarket Type2,531
NCU53,5.49,LF,0.042838514,Health and Hygiene,164,OUT045,11,Small,Tier 2,Supermarket Type1,1658
FDL44,18.25,LF,0.012264903,Fruits and Vegetables,163,OUT013,26,High,Tier 3,Supermarket Type1,3398
FDI22,12.6,LF,0.096132367,Snack Foods,209,OUT013,26,High,Tier 3,Supermarket Type1,4181
DRM37,12.6,LF,0.168780127,Soft Drinks,198,OUT019,28,Small,Tier 1,Grocery Store,197
FDX40,12.85,LF,0.099193899,Frozen Foods,38,OUT045,11,Small,Tier 2,Supermarket Type1,656
DRG15,6.13,LF,0.076721393,Dairy,59,OUT035,9,Small,Tier 2,Supermarket Type1,2021
FDV19,12.6,Regular,0.06173052,Fruits and Vegetables,159,OUT019,28,Small,Tier 1,Grocery Store,160
DRF01,5.66,LF,0.174934513,Soft Drinks,145,OUT013,26,High,Tier 3,Supermarket Type1,1896
NCV54,11.1,LF,0,Household,119,OUT046,16,Small,Tier 1,Supermarket Type1,1304
FDO21,11.6,Regular,0.009802791,Snack Foods,223,OUT018,4,Medium,Tier 3,Supermarket Type2,1125
FDA40,16,Regular,0.09942555,Frozen Foods,87,OUT049,14,Medium,Tier 1,Supermarket Type1,527
FDE59,12.15,LF,0.062384659,Starchy Foods,35,OUT049,14,Medium,Tier 1,Supermarket Type1,719
FDX47,6.55,Regular,0.034745307,Breads,159,OUT018,4,Medium,Tier 3,Supermarket Type2,4400
FDW34,9.6,LF,0.035579135,Snack Foods,244,OUT046,16,Small,Tier 1,Supermarket Type1,1944
NCM30,19.1,LF,0.067569539,Household,43,OUT018,4,Medium,Tier 3,Supermarket Type2,619
FDA02,14,Regular,0.029697925,Dairy,143,OUT013,26,High,Tier 3,Supermarket Type1,3179
FDV19,14.85,Regular,0.03525037,Fruits and Vegetables,161,OUT035,9,Small,Tier 2,Supermarket Type1,2246
FDT48,4.92,LF,0.045916788,Baking Goods,199,OUT013,26,High,Tier 3,Supermarket Type1,2976
FDD09,13.5,LF,0.021539999,Fruits and Vegetables,182,OUT045,11,Small,Tier 2,Supermarket Type1,1630
FDZ25,15.7,Regular,0.027673055,Canned,169,OUT045,11,Small,Tier 2,Supermarket Type1,3735
NCE19,8.97,LF,0.092997032,Household,55,OUT035,9,Small,Tier 2,Supermarket Type1,874
DRE25,15.35,LF,0.073283193,Soft Drinks,92,OUT046,16,Small,Tier 1,Supermarket Type1,1771
FDC14,12.6,Regular,0.041049322,Canned,41,OUT027,28,Medium,Tier 3,Supermarket Type3,1342
FDO15,12.6,Regular,0.008525061,Meat,73,OUT027,28,Medium,Tier 3,Supermarket Type3,2513
FDC46,17.7,LF,0.117201696,Snack Foods,184,OUT017,6,Small,Tier 2,Supermarket Type1,2398
NCX42,6.36,LF,0.005977465,Household,163,OUT035,9,Small,Tier 2,Supermarket Type1,2631
FDK52,12.6,LF,0,Frozen Foods,225,OUT027,28,Medium,Tier 3,Supermarket Type3,4288
FDD04,12.6,LF,0.157528118,Dairy,143,OUT019,28,Small,Tier 1,Grocery Store,142
FDF12,8.24,LF,0.082427854,Baking Goods,149,OUT046,16,Small,Tier 1,Supermarket Type1,2808
NCL41,12.35,LF,0.041802518,Health and Hygiene,35,OUT049,14,Medium,Tier 1,Supermarket Type1,312
NCW41,18,LF,0.015450376,Health and Hygiene,159,OUT046,16,Small,Tier 1,Supermarket Type1,1585
FDO60,20,LF,0.057527544,Baking Goods,43,OUT010,15,Small,Tier 3,Grocery Store,89
FDZ55,6.06,LF,0.025512207,Fruits and Vegetables,160,OUT018,4,Medium,Tier 3,Supermarket Type2,5593
FDZ59,6.63,Regular,0.174110803,Baking Goods,167,OUT010,15,Small,Tier 3,Grocery Store,499
FDO24,12.6,LF,0.175362333,Baking Goods,159,OUT027,28,Medium,Tier 3,Supermarket Type3,4437
FDW14,8.3,Regular,0.038367194,Dairy,87,OUT018,4,Medium,Tier 3,Supermarket Type2,959
FDD40,20.25,Regular,0.014781046,Dairy,194,OUT013,26,High,Tier 3,Supermarket Type1,3463
FDJ38,8.6,Regular,0.040268044,Canned,191,OUT049,14,Medium,Tier 1,Supermarket Type1,1708
NCO54,19.5,LF,0.014355033,Household,55,OUT017,6,Small,Tier 2,Supermarket Type1,553
FDJ10,5.1,Regular,0.129766301,Snack Foods,142,OUT045,11,Small,Tier 2,Supermarket Type1,3231
FDK27,11,LF,0.008997141,Meat,120,OUT017,6,Small,Tier 2,Supermarket Type1,1939
FDR09,18.25,LF,0.07784544,Snack Foods,261,OUT049,14,Medium,Tier 1,Supermarket Type1,3885
FDO60,20,LF,0,Baking Goods,43,OUT018,4,Medium,Tier 3,Supermarket Type2,401
FDX50,12.6,LF,0.074265816,Dairy,110,OUT027,28,Medium,Tier 3,Supermarket Type3,3758
FDR44,12.6,Regular,0.102422487,Fruits and Vegetables,131,OUT027,28,Medium,Tier 3,Supermarket Type3,1566
FDD17,7.5,LF,0.032811503,Frozen Foods,240,OUT017,6,Small,Tier 2,Supermarket Type1,2615
FDI60,7.22,Regular,0.038477325,Baking Goods,63,OUT018,4,Medium,Tier 3,Supermarket Type2,1139
FDH31,12,Regular,0.020411155,Meat,99,OUT046,16,Small,Tier 1,Supermarket Type1,1091
FDL50,12.15,Regular,0.042552418,Canned,124,OUT017,6,Small,Tier 2,Supermarket Type1,1743
FDO21,11.6,Regular,0.009818244,Snack Foods,223,OUT017,6,Small,Tier 2,Supermarket Type1,5176
FDW12,8.32,Regular,0.035572183,Baking Goods,144,OUT046,16,Small,Tier 1,Supermarket Type1,2903
FDT15,12.15,Regular,0.04274788,Meat,184,OUT049,14,Medium,Tier 1,Supermarket Type1,2930
FDV25,5.91,LF,0.04572322,Canned,222,OUT049,14,Medium,Tier 1,Supermarket Type1,5747
DRH13,8.58,LF,0.023934398,Soft Drinks,106,OUT045,11,Small,Tier 2,Supermarket Type1,959
FDG21,17.35,Regular,0.146527359,Seafood,148,OUT049,14,Medium,Tier 1,Supermarket Type1,2247
NCI55,18.6,LF,0.012651172,Household,123,OUT035,9,Small,Tier 2,Supermarket Type1,2315
NCO06,12.6,LF,0.107507291,Household,35,OUT027,28,Medium,Tier 3,Supermarket Type3,441
FDR27,15.1,Regular,0.096295326,Meat,133,OUT045,11,Small,Tier 2,Supermarket Type1,1457
FDA22,12.6,LF,0,Starchy Foods,168,OUT027,28,Medium,Tier 3,Supermarket Type3,4345
FDS03,7.83,LF,0.079613553,Meat,65,OUT035,9,Small,Tier 2,Supermarket Type1,1162
FDZ12,9.17,LF,0.103398309,Baking Goods,144,OUT018,4,Medium,Tier 3,Supermarket Type2,2577
FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124,OUT010,15,Small,Tier 3,Grocery Store,248
FDV09,12.1,LF,0.020551458,Snack Foods,147,OUT013,26,High,Tier 3,Supermarket Type1,2227
FDW09,13.65,Regular,0.025961116,Snack Foods,80,OUT049,14,Medium,Tier 1,Supermarket Type1,317
FDS36,8.38,Regular,0.046960237,Baking Goods,112,OUT049,14,Medium,Tier 1,Supermarket Type1,2966
FDY19,19.75,LF,0.041533438,Fruits and Vegetables,120,OUT018,4,Medium,Tier 3,Supermarket Type2,2239
DRC49,8.67,LF,0.065436581,Soft Drinks,143,OUT046,16,Small,Tier 1,Supermarket Type1,2013
FDN12,15.6,LF,0.08126841,Baking Goods,110,OUT045,11,Small,Tier 2,Supermarket Type1,1790
FDJ03,12.35,Regular,0.072689818,Dairy,49,OUT018,4,Medium,Tier 3,Supermarket Type2,788
FDC46,17.7,LF,0.116723677,Snack Foods,182,OUT049,14,Medium,Tier 1,Supermarket Type1,5164
FDM02,12.5,Regular,0.074035423,Canned,88,OUT018,4,Medium,Tier 3,Supermarket Type2,1134
FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129,OUT013,26,High,Tier 3,Supermarket Type1,1017
NCH07,13.15,LF,0.092854963,Household,159,OUT045,11,Small,Tier 2,Supermarket Type1,3011
FDL28,12.6,Regular,0,Frozen Foods,230,OUT019,28,Small,Tier 1,Grocery Store,691
FDJ46,12.6,LF,0.044606379,Snack Foods,174,OUT027,28,Medium,Tier 3,Supermarket Type3,4378
FDQ34,10.85,LF,0.162107603,Snack Foods,106,OUT013,26,High,Tier 3,Supermarket Type1,2117
NCD42,12.6,LF,0,Health and Hygiene,37,OUT027,28,Medium,Tier 3,Supermarket Type3,1025
FDO34,17.7,LF,0.030060895,Snack Foods,166,OUT018,4,Medium,Tier 3,Supermarket Type2,2013
FDX60,14.35,LF,0.081050006,Baking Goods,79,OUT017,6,Small,Tier 2,Supermarket Type1,1278
FDZ28,20,Regular,0.051783761,Frozen Foods,126,OUT017,6,Small,Tier 2,Supermarket Type1,3434
FDT36,12.3,LF,0,Baking Goods,37,OUT013,26,High,Tier 3,Supermarket Type1,706
FDL24,10.3,Regular,0.024998007,Baking Goods,174,OUT018,4,Medium,Tier 3,Supermarket Type2,3449
FDJ58,15.6,Regular,0.105208448,Snack Foods,171,OUT013,26,High,Tier 3,Supermarket Type1,4466
FDY12,9.8,Regular,0.14118383,Baking Goods,51,OUT018,4,Medium,Tier 3,Supermarket Type2,253
FDP58,11.1,LF,0.135692831,Snack Foods,220,OUT018,4,Medium,Tier 3,Supermarket Type2,2629
FDC41,12.6,LF,0.116347087,Frozen Foods,77,OUT027,28,Medium,Tier 3,Supermarket Type3,2527
FDY07,11.8,LF,0.12150063,Fruits and Vegetables,47,OUT013,26,High,Tier 3,Supermarket Type1,413
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119,OUT017,6,Small,Tier 2,Supermarket Type1,3064
FDJ53,12.6,LF,0.070912843,Frozen Foods,122,OUT027,28,Medium,Tier 3,Supermarket Type3,2410
FDX04,19.6,Regular,0.041571557,Frozen Foods,50,OUT046,16,Small,Tier 1,Supermarket Type1,623
FDZ19,6.43,LF,0.093454899,Fruits and Vegetables,175,OUT046,16,Small,Tier 1,Supermarket Type1,2988
FDB45,20.85,LF,0.021329793,Fruits and Vegetables,106,OUT046,16,Small,Tier 1,Supermarket Type1,941
NCF54,18,LF,0.079299474,Household,171,OUT010,15,Small,Tier 3,Grocery Store,345
FDX21,7.05,LF,0.085138334,Snack Foods,109,OUT045,11,Small,Tier 2,Supermarket Type1,1310
FDA50,16.25,LF,0.087175137,Dairy,98,OUT046,16,Small,Tier 1,Supermarket Type1,1352
DRH39,20.7,LF,0.093214498,Dairy,75,OUT017,6,Small,Tier 2,Supermarket Type1,2144
FDA38,5.44,LF,0.025458716,Dairy,241,OUT013,26,High,Tier 3,Supermarket Type1,3125
NCP30,20.5,LF,0.032741422,Household,40,OUT013,26,High,Tier 3,Supermarket Type1,589
FDW19,12.35,Regular,0.038560279,Fruits and Vegetables,110,OUT049,14,Medium,Tier 1,Supermarket Type1,1208
FDF41,12.6,LF,0.130544568,Frozen Foods,248,OUT027,28,Medium,Tier 3,Supermarket Type3,7883
DRF23,4.61,LF,0.122629121,Hard Drinks,175,OUT035,9,Small,Tier 2,Supermarket Type1,2617
NCP14,8.28,LF,0.110913601,Household,106,OUT017,6,Small,Tier 2,Supermarket Type1,1254
FDK44,12.6,LF,0.121635591,Fruits and Vegetables,175,OUT027,28,Medium,Tier 3,Supermarket Type3,2954
DRA59,8.27,Regular,0.128449055,Soft Drinks,187,OUT018,4,Medium,Tier 3,Supermarket Type2,4442
FDC28,7.91,LF,0.055098434,Frozen Foods,109,OUT045,11,Small,Tier 2,Supermarket Type1,977
NCO53,16.2,LF,0,Health and Hygiene,182,OUT049,14,Medium,Tier 1,Supermarket Type1,3124
FDY55,12.6,LF,0,Fruits and Vegetables,258,OUT019,28,Small,Tier 1,Grocery Store,257
NCS54,13.6,LF,0.010013429,Household,176,OUT045,11,Small,Tier 2,Supermarket Type1,4587
NCM07,9.4,LF,0.040187877,Others,86,OUT017,6,Small,Tier 2,Supermarket Type1,1594
FDQ19,7.35,Regular,0.024044279,Fruits and Vegetables,241,OUT010,15,Small,Tier 3,Grocery Store,242
FDS40,15.35,LF,0.014007727,Frozen Foods,38,OUT013,26,High,Tier 3,Supermarket Type1,293
FDC14,14.5,Regular,0.041214746,Canned,42,OUT013,26,High,Tier 3,Supermarket Type1,629
FDR12,12.6,Regular,0.031663212,Baking Goods,173,OUT018,4,Medium,Tier 3,Supermarket Type2,1031
FDM60,10.8,Regular,0,Baking Goods,39,OUT013,26,High,Tier 3,Supermarket Type1,1015
FDG26,18.85,LF,0.042716162,Canned,258,OUT049,14,Medium,Tier 1,Supermarket Type1,3332
NCL55,12.15,LF,0.06479182,Others,254,OUT045,11,Small,Tier 2,Supermarket Type1,2277
FDO21,11.6,Regular,0.009761175,Snack Foods,227,OUT035,9,Small,Tier 2,Supermarket Type1,1800
NCG18,15.3,LF,0.02295878,Household,102,OUT013,26,High,Tier 3,Supermarket Type1,1846
FDA27,20.35,Regular,0.030927632,Dairy,257,OUT046,16,Small,Tier 1,Supermarket Type1,3579
DRG03,14.5,LF,0.103752817,Dairy,155,OUT010,15,Small,Tier 3,Grocery Store,308
FDC22,6.89,Regular,0.136428395,Snack Foods,194,OUT046,16,Small,Tier 1,Supermarket Type1,1738
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,107,OUT010,15,Small,Tier 3,Grocery Store,109
FDN50,16.85,Regular,0.026627857,Canned,94,OUT018,4,Medium,Tier 3,Supermarket Type2,746
DRF27,8.93,LF,0.028393624,Dairy,153,OUT013,26,High,Tier 3,Supermarket Type1,1378
FDW57,8.31,Regular,0.116331694,Snack Foods,177,OUT017,6,Small,Tier 2,Supermarket Type1,3011
FDM34,19,LF,0.112893408,Snack Foods,131,OUT010,15,Small,Tier 3,Grocery Store,525
FDZ39,12.6,Regular,0.017937483,Meat,103,OUT027,28,Medium,Tier 3,Supermarket Type3,1548
FDU28,12.6,Regular,0.164438907,Frozen Foods,188,OUT019,28,Small,Tier 1,Grocery Store,377
FDQ27,5.19,Regular,0.044252621,Meat,103,OUT046,16,Small,Tier 1,Supermarket Type1,1651
FDQ52,17,LF,0.120060274,Frozen Foods,247,OUT017,6,Small,Tier 2,Supermarket Type1,4470
FDT51,11.65,Regular,0.010909704,Meat,111,OUT013,26,High,Tier 3,Supermarket Type1,1678
NCI30,20.25,LF,0.059055045,Household,247,OUT045,11,Small,Tier 2,Supermarket Type1,1971
NCX29,10,LF,0.149223055,Health and Hygiene,146,OUT010,15,Small,Tier 3,Grocery Store,875
FDX38,12.6,Regular,0.084404264,Dairy,50,OUT019,28,Small,Tier 1,Grocery Store,144
FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,166,OUT017,6,Small,Tier 2,Supermarket Type1,2631
FDM15,11.8,Regular,0.057655493,Meat,153,OUT018,4,Medium,Tier 3,Supermarket Type2,1663
FDW22,9.7,Regular,0.030413777,Snack Foods,221,OUT018,4,Medium,Tier 3,Supermarket Type2,2217
FDT08,13.65,LF,0.049496899,Fruits and Vegetables,152,OUT017,6,Small,Tier 2,Supermarket Type1,2846
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,141,OUT046,16,Small,Tier 1,Supermarket Type1,2669
NCI06,11.3,LF,0.047912071,Household,180,OUT018,4,Medium,Tier 3,Supermarket Type2,1258
FDR21,12.6,LF,0.066611321,Snack Foods,178,OUT027,28,Medium,Tier 3,Supermarket Type3,3705
FDD05,19.35,LF,0.016611475,Frozen Foods,122,OUT046,16,Small,Tier 1,Supermarket Type1,2651
FDZ02,6.91,Regular,0.03822479,Dairy,100,OUT045,11,Small,Tier 2,Supermarket Type1,587
FDH47,13.5,Regular,0.129016487,Starchy Foods,98,OUT049,14,Medium,Tier 1,Supermarket Type1,1847
FDM58,16.85,Regular,0.080141165,Snack Foods,111,OUT017,6,Small,Tier 2,Supermarket Type1,2013
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188,OUT045,11,Small,Tier 2,Supermarket Type1,3755
FDO27,6.18,Regular,0.179355893,Meat,94,OUT049,14,Medium,Tier 1,Supermarket Type1,575
FDI41,18.5,Regular,0.062510529,Frozen Foods,147,OUT018,4,Medium,Tier 3,Supermarket Type2,2060
FDK34,13.35,LF,0.038519399,Snack Foods,237,OUT035,9,Small,Tier 2,Supermarket Type1,5005
NCX54,12.6,LF,0.047827139,Household,105,OUT027,28,Medium,Tier 3,Supermarket Type3,3388
