"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","MRP","Outlet_Identifier","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","Sales"
18.1,"LF",0.049016517,"Household",129,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2173
5.88,"LF",0.003606726,"Hard Drinks",154,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1384
11.65,"LF",0.019372253,"Hard Drinks",41,"OUT046",16,"Small","Tier 1","Supermarket Type1",309
19.35,"Regular",0.021453493,"Fruits and Vegetables",120,"OUT035",9,"Small","Tier 2","Supermarket Type1",2531
12.6,"LF",0.043351896,"Fruits and Vegetables",147,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4414
10.8,"LF",0.052363244,"Soft Drinks",237,"OUT017",6,"Small","Tier 2","Supermarket Type1",5244
17.85,"LF",0.04453262,"Snack Foods",127,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2657
17.6,"Regular",0.039189221,"Snack Foods",97,"OUT013",26,"High","Tier 3","Supermarket Type1",965
8.43,"LF",0.177971115,"Household",174,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2069
14,"LF",0.029026218,"Health and Hygiene",131,"OUT017",6,"Small","Tier 2","Supermarket Type1",3635
7.42,"LF",0.020474913,"Snack Foods",248,"OUT018",4,"Medium","Tier 3","Supermarket Type2",996
15.6,"LF",0.081562686,"Baking Goods",113,"OUT017",6,"Small","Tier 2","Supermarket Type1",1119
6.53,"LF",0.090295708,"Household",85,"OUT046",16,"Small","Tier 1","Supermarket Type1",601
11.15,"LF",0.032387589,"Health and Hygiene",164,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2960
9.2,"Regular",0.204713036,"Fruits and Vegetables",101,"OUT010",15,"Small","Tier 3","Grocery Store",202
11.5,"LF",0.173483253,"Fruits and Vegetables",129,"OUT035",9,"Small","Tier 2","Supermarket Type1",3487
13.5,"Regular",0.128816212,"Starchy Foods",96,"OUT046",16,"Small","Tier 1","Supermarket Type1",2527
8.37,"Regular",0.040069806,"Fruits and Vegetables",191,"OUT017",6,"Small","Tier 2","Supermarket Type1",1904
6.16,"Regular",0.095195306,"Meat",214,"OUT017",6,"Small","Tier 2","Supermarket Type1",2344
19.5,"Regular",0.027458099,"Canned",159,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2557
19.2,"LF",0.041291929,"Household",130,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1039
7.39,"LF",0.120770963,"Others",143,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2290
8.37,"LF",0.071832909,"Hard Drinks",36,"OUT035",9,"Small","Tier 2","Supermarket Type1",721
12.6,"LF",0.148392623,"Frozen Foods",42,"OUT019",28,"Small","Tier 1","Grocery Store",41
20.25,"LF",0.026005891,"Household",181,"OUT045",11,"Small","Tier 2","Supermarket Type1",2716
12.6,"LF",0.033809913,"Canned",181,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7968
6.58,"Regular",0.07566089,"Breads",145,"OUT045",11,"Small","Tier 2","Supermarket Type1",2613
18.85,"LF",0.091051579,"Hard Drinks",127,"OUT045",11,"Small","Tier 2","Supermarket Type1",895
9.8,"Regular",0.063916425,"Fruits and Vegetables",117,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2780
19.35,"Regular",0.062476391,"Baking Goods",165,"OUT013",26,"High","Tier 3","Supermarket Type1",1651
7.72,"LF",0.052274691,"Fruits and Vegetables",79,"OUT017",6,"Small","Tier 2","Supermarket Type1",779
11.1,"Regular",0,"Fruits and Vegetables",166,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1973
15,"Regular",0,"Meat",236,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1896
16.25,"LF",0.057385239,"Fruits and Vegetables",126,"OUT035",9,"Small","Tier 2","Supermarket Type1",1370
20.6,"Regular",0.048131556,"Fruits and Vegetables",187,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4694
15.6,"LF",0.142986863,"Breakfast",130,"OUT013",26,"High","Tier 3","Supermarket Type1",2827
11.3,"LF",0.056424146,"Baking Goods",248,"OUT035",9,"Small","Tier 2","Supermarket Type1",2223
20.25,"Regular",0.018911474,"Fruits and Vegetables",221,"OUT017",6,"Small","Tier 2","Supermarket Type1",2446
14,"LF",0.041291169,"Starchy Foods",181,"OUT046",16,"Small","Tier 1","Supermarket Type1",2181
10.8,"LF",0,"Soft Drinks",238,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5244
16.7,"Regular",0.117026714,"Baking Goods",189,"OUT010",15,"Small","Tier 3","Grocery Store",188
12.15,"LF",0.021705417,"Breads",164,"OUT013",26,"High","Tier 3","Supermarket Type1",3137
7.02,"LF",0.081290366,"Fruits and Vegetables",147,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2524
7.72,"LF",0.05193741,"Fruits and Vegetables",78,"OUT013",26,"High","Tier 3","Supermarket Type1",935
9,"LF",0.038892859,"Soft Drinks",36,"OUT013",26,"High","Tier 3","Supermarket Type1",1099
8.63,"LF",0.031271134,"Snack Foods",186,"OUT017",6,"Small","Tier 2","Supermarket Type1",3901
6.15,"LF",0.046342889,"Baking Goods",97,"OUT049",14,"Medium","Tier 1","Supermarket Type1",887
10.9,"LF",0.020994339,"Health and Hygiene",256,"OUT045",11,"Small","Tier 2","Supermarket Type1",4346
8.78,"LF",0,"Dairy",46,"OUT013",26,"High","Tier 3","Supermarket Type1",791
15.85,"Regular",0.007145063,"Snack Foods",41,"OUT035",9,"Small","Tier 2","Supermarket Type1",479
9.3,"LF",0.043777415,"Hard Drinks",193,"OUT035",9,"Small","Tier 2","Supermarket Type1",6115
15.85,"LF",0.136774734,"Canned",94,"OUT045",11,"Small","Tier 2","Supermarket Type1",1428
12.6,"LF",0.181114059,"Snack Foods",142,"OUT019",28,"Small","Tier 1","Grocery Store",429
10.1,"Regular",0.053887301,"Fruits and Vegetables",226,"OUT017",6,"Small","Tier 2","Supermarket Type1",4250
8.1,"LF",0,"Fruits and Vegetables",212,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3823
12.85,"Regular",0.152747503,"Fruits and Vegetables",252,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4037
12.6,"Regular",0.133144259,"Frozen Foods",191,"OUT019",28,"Small","Tier 1","Grocery Store",191
12.6,"Regular",0.087936752,"Fruits and Vegetables",116,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4125
5.15,"Regular",0.06117708,"Meat",122,"OUT046",16,"Small","Tier 1","Supermarket Type1",3220
12.6,"LF",0.052058711,"Frozen Foods",56,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1145
13.3,"LF",0.063925726,"Frozen Foods",152,"OUT017",6,"Small","Tier 2","Supermarket Type1",1655
7.48,"LF",0.075845634,"Household",156,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1854
7.97,"LF",0.021579162,"Seafood",106,"OUT045",11,"Small","Tier 2","Supermarket Type1",2049
16.25,"LF",0,"Household",115,"OUT017",6,"Small","Tier 2","Supermarket Type1",3206
17.7,"Regular",0.016664252,"Fruits and Vegetables",48,"OUT018",4,"Medium","Tier 3","Supermarket Type2",729
12.6,"LF",0.028410335,"Household",158,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4595
12.15,"LF",0,"Health and Hygiene",39,"OUT017",6,"Small","Tier 2","Supermarket Type1",1480
13.3,"Regular",0.071856726,"Fruits and Vegetables",63,"OUT017",6,"Small","Tier 2","Supermarket Type1",1348
8.4,"LF",0.039715591,"Snack Foods",100,"OUT017",6,"Small","Tier 2","Supermarket Type1",1290
12.85,"LF",0.108102606,"Fruits and Vegetables",233,"OUT013",26,"High","Tier 3","Supermarket Type1",3950
10.5,"Regular",0.011026594,"Snack Foods",166,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2653
11.65,"LF",0.03242518,"Hard Drinks",39,"OUT010",15,"Small","Tier 3","Grocery Store",77
12.6,"LF",0.096592065,"Dairy",55,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3113
12.85,"LF",0.022649893,"Fruits and Vegetables",179,"OUT045",11,"Small","Tier 2","Supermarket Type1",1263
19.85,"LF",0.054331235,"Seafood",199,"OUT017",6,"Small","Tier 2","Supermarket Type1",4533
12.6,"LF",0.266234421,"Breakfast",99,"OUT019",28,"Small","Tier 1","Grocery Store",402
16.7,"Regular",0.052625179,"Frozen Foods",113,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1489
12.6,"LF",0.039751236,"Dairy",177,"OUT019",28,"Small","Tier 1","Grocery Store",708
12.1,"LF",0.020652362,"Snack Foods",150,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2227
17.5,"LF",0.026980351,"Frozen Foods",263,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4208
9.4,"LF",0.039928582,"Others",83,"OUT013",26,"High","Tier 3","Supermarket Type1",1258
18,"LF",0.124452048,"Frozen Foods",119,"OUT046",16,"Small","Tier 1","Supermarket Type1",1304
12.6,"LF",0.059281315,"Seafood",112,"OUT019",28,"Small","Tier 1","Grocery Store",340
5.47,"Regular",0.048518008,"Baking Goods",133,"OUT035",9,"Small","Tier 2","Supermarket Type1",2361
12.6,"LF",0.293417759,"Household",195,"OUT019",28,"Small","Tier 1","Grocery Store",583
12.15,"LF",0.079431643,"Health and Hygiene",39,"OUT046",16,"Small","Tier 1","Supermarket Type1",797
12.6,"Regular",0.158947217,"Fruits and Vegetables",146,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5978
12.8,"Regular",0.023567538,"Meat",227,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4501
18.2,"Regular",0.043626605,"Baking Goods",241,"OUT010",15,"Small","Tier 3","Grocery Store",482
9.3,"LF",0.026818196,"Dairy",249,"OUT010",15,"Small","Tier 3","Grocery Store",498
12.6,"LF",0.105085956,"Fruits and Vegetables",82,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3691
12.65,"LF",0.062878412,"Soft Drinks",161,"OUT035",9,"Small","Tier 2","Supermarket Type1",4332
12.6,"LF",0,"Seafood",109,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1834
6.06,"LF",0.025403898,"Fruits and Vegetables",161,"OUT035",9,"Small","Tier 2","Supermarket Type1",2716
19.5,"LF",0.082483516,"Canned",179,"OUT013",26,"High","Tier 3","Supermarket Type1",2866
15.1,"LF",0.173481304,"Snack Foods",195,"OUT046",16,"Small","Tier 1","Supermarket Type1",4910
12.6,"LF",0.053413906,"Others",182,"OUT019",28,"Small","Tier 1","Grocery Store",180
12.6,"LF",0.074830794,"Snack Foods",126,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4482
15.1,"Regular",0.100265027,"Fruits and Vegetables",143,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3323
12.6,"LF",0.049058014,"Breads",63,"OUT017",6,"Small","Tier 2","Supermarket Type1",867
6.59,"LF",0.106027474,"Fruits and Vegetables",84,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1426
11.4,"LF",0.021639678,"Health and Hygiene",150,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2708
6.89,"Regular",0.136428395,"Snack Foods",194,"OUT046",16,"Small","Tier 1","Supermarket Type1",1738
14.35,"Regular",0.091098018,"Frozen Foods",234,"OUT045",11,"Small","Tier 2","Supermarket Type1",1854
20.25,"LF",0.02594835,"Household",180,"OUT035",9,"Small","Tier 2","Supermarket Type1",3441
20.2,"LF",0.100477461,"Household",188,"OUT017",6,"Small","Tier 2","Supermarket Type1",2245
12.6,"Regular",0.052040539,"Dairy",143,"OUT019",28,"Small","Tier 1","Grocery Store",289
12.65,"Regular",0.156926608,"Fruits and Vegetables",238,"OUT017",6,"Small","Tier 2","Supermarket Type1",5528
12.6,"Regular",0.00799548,"Frozen Foods",79,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2256
20.35,"Regular",0,"Dairy",257,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5625
6.97,"LF",0,"Household",160,"OUT045",11,"Small","Tier 2","Supermarket Type1",3328
19.25,"LF",0.102188428,"Dairy",54,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1201
6.42,"LF",0.053553794,"Dairy",179,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3582
12.6,"LF",0.042354152,"Fruits and Vegetables",227,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7018
18.25,"LF",0.130095044,"Snack Foods",257,"OUT010",15,"Small","Tier 3","Grocery Store",518
12.6,"Regular",0.075384242,"Baking Goods",263,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7646
14.85,"Regular",0.035227697,"Fruits and Vegetables",160,"OUT013",26,"High","Tier 3","Supermarket Type1",2086
11.1,"LF",0.010639596,"Canned",84,"OUT035",9,"Small","Tier 2","Supermarket Type1",755
12.6,"LF",0.027610698,"Snack Foods",150,"OUT019",28,"Small","Tier 1","Grocery Store",605
12.35,"LF",0.026832182,"Canned",57,"OUT017",6,"Small","Tier 2","Supermarket Type1",1332
12.6,"Regular",0.104704537,"Fruits and Vegetables",125,"OUT019",28,"Small","Tier 1","Grocery Store",254
15.2,"LF",0.021293909,"Canned",218,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1529
7.85,"LF",0.163902159,"Hard Drinks",143,"OUT017",6,"Small","Tier 2","Supermarket Type1",1597
9.6,"LF",0,"Snack Foods",245,"OUT035",9,"Small","Tier 2","Supermarket Type1",4374
11.15,"Regular",0.086105815,"Snack Foods",168,"OUT045",11,"Small","Tier 2","Supermarket Type1",2886
18.25,"LF",0.077659918,"Snack Foods",260,"OUT013",26,"High","Tier 3","Supermarket Type1",1036
12.6,"LF",0.020597493,"Breads",200,"OUT027",28,"Medium","Tier 3","Supermarket Type3",8958
10,"LF",0.073794811,"Health and Hygiene",121,"OUT017",6,"Small","Tier 2","Supermarket Type1",2517
19.6,"LF",0.025281802,"Health and Hygiene",152,"OUT035",9,"Small","Tier 2","Supermarket Type1",2884
6.71,"LF",0.03558013,"Breads",218,"OUT035",9,"Small","Tier 2","Supermarket Type1",4572
18.35,"LF",0.041904578,"Hard Drinks",188,"OUT017",6,"Small","Tier 2","Supermarket Type1",4160
13.1,"LF",0.075056542,"Dairy",76,"OUT049",14,"Medium","Tier 1","Supermarket Type1",602
18,"Regular",0.142570104,"Fruits and Vegetables",88,"OUT013",26,"High","Tier 3","Supermarket Type1",1505
12.6,"Regular",0.047570401,"Frozen Foods",126,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3020
19.35,"Regular",0.021490911,"Fruits and Vegetables",122,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2892
20,"LF",0.058719568,"Health and Hygiene",111,"OUT018",4,"Medium","Tier 3","Supermarket Type2",895
15.5,"LF",0.032845997,"Baking Goods",107,"OUT013",26,"High","Tier 3","Supermarket Type1",3216
12.3,"Regular",0.058105769,"Snack Foods",60,"OUT035",9,"Small","Tier 2","Supermarket Type1",1778
7.66,"LF",0.031938828,"Canned",114,"OUT035",9,"Small","Tier 2","Supermarket Type1",1158
20.2,"Regular",0.121500143,"Snack Foods",95,"OUT045",11,"Small","Tier 2","Supermarket Type1",2589
12.6,"Regular",0.076790922,"Frozen Foods",172,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2567
7.79,"LF",0.088888291,"Fruits and Vegetables",65,"OUT045",11,"Small","Tier 2","Supermarket Type1",1202
9.9,"Regular",0.028765486,"Canned",115,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1274
5.99,"LF",0.005661669,"Baking Goods",187,"OUT013",26,"High","Tier 3","Supermarket Type1",2591
12.6,"Regular",0.150341867,"Meat",83,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1868
5.98,"LF",0.075711199,"Hard Drinks",56,"OUT045",11,"Small","Tier 2","Supermarket Type1",332
12.6,"Regular",0.080127283,"Snack Foods",169,"OUT019",28,"Small","Tier 1","Grocery Store",338
19,"LF",0.111902259,"Frozen Foods",105,"OUT035",9,"Small","Tier 2","Supermarket Type1",1906
12.6,"LF",0.022074764,"Snack Foods",141,"OUT019",28,"Small","Tier 1","Grocery Store",559
16.7,"Regular",0.03858813,"Snack Foods",145,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3354
16.1,"LF",0.06528457,"Dairy",145,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1904
12.15,"Regular",0.132621594,"Fruits and Vegetables",190,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3782
12.5,"LF",0.006759519,"Household",43,"OUT013",26,"High","Tier 3","Supermarket Type1",639
18.35,"LF",0.069745165,"Hard Drinks",190,"OUT010",15,"Small","Tier 3","Grocery Store",378
8.16,"LF",0.199935881,"Meat",188,"OUT010",15,"Small","Tier 3","Grocery Store",380
11.3,"Regular",0.054637635,"Meat",93,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3047
15.7,"LF",0.030697825,"Hard Drinks",43,"OUT035",9,"Small","Tier 2","Supermarket Type1",1168
9.8,"LF",0.026081567,"Snack Foods",218,"OUT035",9,"Small","Tier 2","Supermarket Type1",4328
20.1,"Regular",0.054584207,"Fruits and Vegetables",193,"OUT035",9,"Small","Tier 2","Supermarket Type1",4248
17.1,"Regular",0.046881328,"Canned",141,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1686
15.6,"LF",0.143396175,"Breakfast",128,"OUT045",11,"Small","Tier 2","Supermarket Type1",2184
12.6,"LF",0.04690397,"Snack Foods",111,"OUT019",28,"Small","Tier 1","Grocery Store",659
12.6,"Regular",0.127308434,"Soft Drinks",187,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7034
11.3,"LF",0.007309544,"Meat",196,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4944
12.6,"Regular",0.086077865,"Fruits and Vegetables",144,"OUT019",28,"Small","Tier 1","Grocery Store",292
8.05,"Regular",0.07838564,"Fruits and Vegetables",256,"OUT035",9,"Small","Tier 2","Supermarket Type1",5153
20.6,"LF",0.118827682,"Household",75,"OUT010",15,"Small","Tier 3","Grocery Store",149
17.25,"LF",0.107258822,"Frozen Foods",40,"OUT045",11,"Small","Tier 2","Supermarket Type1",511
6.14,"LF",0.115032406,"Soft Drinks",161,"OUT046",16,"Small","Tier 1","Supermarket Type1",1289
6.98,"LF",0.041273236,"Canned",82,"OUT018",4,"Medium","Tier 3","Supermarket Type2",983
12.15,"LF",0,"Household",119,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1398
16.35,"LF",0.020547951,"Fruits and Vegetables",51,"OUT046",16,"Small","Tier 1","Supermarket Type1",571
12.6,"LF",0.166609517,"Baking Goods",158,"OUT019",28,"Small","Tier 1","Grocery Store",317
17,"Regular",0.140090284,"Canned",265,"OUT018",4,"Medium","Tier 3","Supermarket Type2",6360
8.88,"LF",0.098603729,"Household",211,"OUT035",9,"Small","Tier 2","Supermarket Type1",4195
6.14,"LF",0.192540665,"Soft Drinks",160,"OUT010",15,"Small","Tier 3","Grocery Store",322
15.6,"Regular",0,"Snack Foods",171,"OUT013",26,"High","Tier 3","Supermarket Type1",6595
5.66,"LF",0.176070535,"Soft Drinks",144,"OUT017",6,"Small","Tier 2","Supermarket Type1",1750
12.6,"Regular",0.020312314,"Meat",98,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2778
12.6,"LF",0.04765803,"Snack Foods",188,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5239
20.2,"LF",0.112549008,"Household",123,"OUT045",11,"Small","Tier 2","Supermarket Type1",1121
13.5,"Regular",0.21561193,"Starchy Foods",99,"OUT010",15,"Small","Tier 3","Grocery Store",97
13.1,"Regular",0.099343352,"Frozen Foods",198,"OUT017",6,"Small","Tier 2","Supermarket Type1",1971
12.15,"LF",0.011314423,"Others",123,"OUT010",15,"Small","Tier 3","Grocery Store",123
7.58,"LF",0.055379648,"Dairy",198,"OUT035",9,"Small","Tier 2","Supermarket Type1",5321
18.7,"LF",0.014580886,"Soft Drinks",50,"OUT013",26,"High","Tier 3","Supermarket Type1",623
9.5,"Regular",0.104421237,"Canned",80,"OUT013",26,"High","Tier 3","Supermarket Type1",2157
16.35,"LF",0.016993204,"Household",96,"OUT046",16,"Small","Tier 1","Supermarket Type1",965
7.27,"LF",0.046749112,"Health and Hygiene",100,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1971
12.6,"Regular",0.017466284,"Meat",45,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1324
19.1,"Regular",0.025867261,"Fruits and Vegetables",148,"OUT035",9,"Small","Tier 2","Supermarket Type1",1471
14,"Regular",0.227260689,"Frozen Foods",54,"OUT010",15,"Small","Tier 3","Grocery Store",160
9.07,"LF",0.115307979,"Frozen Foods",97,"OUT035",9,"Small","Tier 2","Supermarket Type1",857
20.25,"LF",0.036319195,"Dairy",219,"OUT035",9,"Small","Tier 2","Supermarket Type1",5038
15.7,"LF",0.037201127,"Soft Drinks",182,"OUT013",26,"High","Tier 3","Supermarket Type1",2545
14.15,"Regular",0.024454052,"Fruits and Vegetables",197,"OUT045",11,"Small","Tier 2","Supermarket Type1",3732
11,"LF",0.038109194,"Health and Hygiene",41,"OUT017",6,"Small","Tier 2","Supermarket Type1",479
17.6,"Regular",0.053481818,"Starchy Foods",48,"OUT017",6,"Small","Tier 2","Supermarket Type1",1072
5.92,"Regular",0.019238942,"Soft Drinks",50,"OUT045",11,"Small","Tier 2","Supermarket Type1",1133
20,"Regular",0.028167478,"Fruits and Vegetables",46,"OUT049",14,"Medium","Tier 1","Supermarket Type1",453
19.2,"Regular",0,"Fruits and Vegetables",182,"OUT010",15,"Small","Tier 3","Grocery Store",732
8.67,"LF",0.065424208,"Soft Drinks",146,"OUT035",9,"Small","Tier 2","Supermarket Type1",2445
12.6,"LF",0.107076832,"Soft Drinks",59,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1289
17.85,"LF",0.052471995,"Snack Foods",124,"OUT017",6,"Small","Tier 2","Supermarket Type1",2450
5.7,"LF",0.109784056,"Frozen Foods",256,"OUT010",15,"Small","Tier 3","Grocery Store",1288
19.2,"Regular",0.085296625,"Canned",153,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1862
20.25,"LF",0.014251461,"Household",149,"OUT045",11,"Small","Tier 2","Supermarket Type1",2649
12.1,"LF",0.040323731,"Fruits and Vegetables",180,"OUT013",26,"High","Tier 3","Supermarket Type1",4657
11.15,"Regular",0.008296692,"Dairy",151,"OUT045",11,"Small","Tier 2","Supermarket Type1",2107
7.39,"LF",0.082170947,"Soft Drinks",191,"OUT013",26,"High","Tier 3","Supermarket Type1",2467
12.5,"Regular",0.074035423,"Canned",88,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1134
14.85,"LF",0.018568129,"Canned",188,"OUT035",9,"Small","Tier 2","Supermarket Type1",3015
13.5,"Regular",0.125274674,"Snack Foods",262,"OUT046",16,"Small","Tier 1","Supermarket Type1",2367
12.6,"Regular",0.096730427,"Snack Foods",159,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5888
5.98,"LF",0.043740308,"Fruits and Vegetables",145,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2354
20.35,"LF",0.021326471,"Household",76,"OUT046",16,"Small","Tier 1","Supermarket Type1",772
14.3,"Regular",0.034382602,"Baking Goods",97,"OUT013",26,"High","Tier 3","Supermarket Type1",2251
12.6,"Regular",0.060134441,"Frozen Foods",153,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6024
6.79,"Regular",0.042153502,"Meat",44,"OUT018",4,"Medium","Tier 3","Supermarket Type2",341
12.6,"Regular",0.054220618,"Breads",129,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4934
12.6,"Regular",0.041180766,"Snack Foods",38,"OUT027",28,"Medium","Tier 3","Supermarket Type3",769
17.5,"LF",0.026289984,"Snack Foods",254,"OUT017",6,"Small","Tier 2","Supermarket Type1",3815
8.9,"LF",0.126287542,"Hard Drinks",236,"OUT010",15,"Small","Tier 3","Grocery Store",469
19.75,"Regular",0.018059621,"Frozen Foods",180,"OUT045",11,"Small","Tier 2","Supermarket Type1",2337
12.6,"LF",0.048637888,"Baking Goods",150,"OUT019",28,"Small","Tier 1","Grocery Store",150
15.5,"Regular",0.086320509,"Frozen Foods",48,"OUT017",6,"Small","Tier 2","Supermarket Type1",985
12.6,"LF",0.142589751,"Household",36,"OUT027",28,"Medium","Tier 3","Supermarket Type3",586
15,"Regular",0.054599767,"Canned",59,"OUT018",4,"Medium","Tier 3","Supermarket Type2",644
20.7,"LF",0.169776346,"Canned",184,"OUT035",9,"Small","Tier 2","Supermarket Type1",3689
12.6,"Regular",0.072762086,"Fruits and Vegetables",121,"OUT019",28,"Small","Tier 1","Grocery Store",123
8.02,"LF",0.019901356,"Household",158,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3428
17.6,"LF",0.058181585,"Meat",154,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2327
11.1,"LF",0.176182345,"Baking Goods",158,"OUT035",9,"Small","Tier 2","Supermarket Type1",1902
13.8,"Regular",0.064153845,"Fruits and Vegetables",77,"OUT013",26,"High","Tier 3","Supermarket Type1",607
10,"LF",0.073493831,"Health and Hygiene",118,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1798
12.6,"LF",0,"Soft Drinks",89,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2645
12.6,"LF",0.036360386,"Household",232,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7580
9.27,"LF",0.103419257,"Dairy",148,"OUT010",15,"Small","Tier 3","Grocery Store",150
12.6,"Regular",0.032750291,"Snack Foods",112,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5351
12.6,"LF",0.025960174,"Snack Foods",215,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4977
20.6,"Regular",0.048010812,"Fruits and Vegetables",188,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3004
17.6,"LF",0.041851756,"Soft Drinks",163,"OUT017",6,"Small","Tier 2","Supermarket Type1",3125
19.25,"Regular",0.027190917,"Meat",195,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2161
12.6,"LF",0.132327406,"Dairy",168,"OUT019",28,"Small","Tier 1","Grocery Store",334
5.46,"Regular",0.032227432,"Canned",187,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1864
12.6,"Regular",0.072559351,"Frozen Foods",199,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3757
8.02,"LF",0.111613921,"Snack Foods",153,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3384
5.51,"LF",0.034445116,"Health and Hygiene",96,"OUT013",26,"High","Tier 3","Supermarket Type1",2153
12.6,"Regular",0.279886948,"Frozen Foods",193,"OUT019",28,"Small","Tier 1","Grocery Store",387
17.7,"LF",0.116520447,"Snack Foods",186,"OUT035",9,"Small","Tier 2","Supermarket Type1",2951
16.25,"LF",0.145913308,"Dairy",95,"OUT010",15,"Small","Tier 3","Grocery Store",193
12.6,"Regular",0.022829734,"Baking Goods",241,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4567
4.64,"LF",0.14086247,"Breads",126,"OUT035",9,"Small","Tier 2","Supermarket Type1",1670
15.1,"Regular",0.100060762,"Fruits and Vegetables",144,"OUT045",11,"Small","Tier 2","Supermarket Type1",2601
12.6,"LF",0.018847114,"Hard Drinks",148,"OUT019",28,"Small","Tier 1","Grocery Store",447
15.35,"Regular",0.055067732,"Meat",147,"OUT013",26,"High","Tier 3","Supermarket Type1",2376
12.6,"Regular",0.128876537,"Snack Foods",139,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4917
12.3,"LF",0.052608525,"Household",191,"OUT045",11,"Small","Tier 2","Supermarket Type1",2657
7.94,"LF",0.031730739,"Household",261,"OUT035",9,"Small","Tier 2","Supermarket Type1",2367
