Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
DRH39,20.7,LF,0.092834313,Dairy,1.89023653,OUT049,14,Medium,Tier 1,Supermarket Type1,3.346439629
NCR18,15.85,LF,0.020571083,Household,1.61921024,OUT018,4,Medium,Tier 3,Supermarket Type2,2.407675015
NCX42,6.36,LF,0.005978595,Household,2.213922909,OUT046,16,Small,Tier 1,Supermarket Type1,3.061138784
FDR15,9.3,Regular,0.033489979,Meat,2.19487883,OUT049,14,Medium,Tier 1,Supermarket Type1,3.093789699
FDN60,12.6,LF,0.166609517,Baking Goods,2.197722624,OUT019,28,Small,Tier 1,Grocery Store,2.500950744
FDH24,20.7,LF,0.021552357,Baking Goods,2.195979312,OUT017,6,Small,Tier 2,Supermarket Type1,3.475009395
FDY50,12.6,LF,0.130321652,Dairy,1.948007827,OUT027,28,Medium,Tier 3,Supermarket Type3,3.518650313
FDT26,18.85,Regular,0.068059156,Dairy,2.080424442,OUT049,14,Medium,Tier 1,Supermarket Type1,3.254707555
NCC30,16.6,LF,0.027573983,Household,2.247075287,OUT035,9,Small,Tier 2,Supermarket Type1,3.427569844
NCE43,12.5,LF,0.103442268,Household,2.232601765,OUT046,16,Small,Tier 1,Supermarket Type1,3.693981754
DRK39,7.02,LF,0,Dairy,1.923373562,OUT017,6,Small,Tier 2,Supermarket Type1,3.150702725
FDL16,12.85,LF,0.168312678,Frozen Foods,1.661869452,OUT013,26,High,Tier 3,Supermarket Type1,2.947195432
FDQ36,7.86,Regular,0.162205516,Baking Goods,1.559724734,OUT018,4,Medium,Tier 3,Supermarket Type2,3.062893512
FDS34,19.35,Regular,0.076744561,Snack Foods,2.054811391,OUT035,9,Small,Tier 2,Supermarket Type1,3.202467937
FDN32,17.5,LF,0.015591925,Fruits and Vegetables,2.266764474,OUT045,11,Small,Tier 2,Supermarket Type1,3.441914819
FDZ23,17.75,Regular,0.067639698,Baking Goods,2.273288391,OUT045,11,Small,Tier 2,Supermarket Type1,3.173591809
DRL49,13.15,LF,0.056516756,Soft Drinks,2.156795,OUT049,14,Medium,Tier 1,Supermarket Type1,2.931908815
FDG33,5.37,Regular,0.140213762,Seafood,2.239990796,OUT035,9,Small,Tier 2,Supermarket Type1,3.666327261
FDG04,13.1,LF,0.006075007,Frozen Foods,2.27320922,OUT045,11,Small,Tier 2,Supermarket Type1,3.385993463
FDR04,7.08,LF,0.022612742,Frozen Foods,1.986802179,OUT045,11,Small,Tier 2,Supermarket Type1,3.288726642
FDF52,9.3,LF,0.066770664,Frozen Foods,2.256547458,OUT035,9,Small,Tier 2,Supermarket Type1,3.3402756
FDT36,12.3,LF,0.186250852,Baking Goods,1.571562102,OUT010,15,Small,Tier 3,Grocery Store,2.246589665
FDH17,16.2,Regular,0.016639482,Frozen Foods,1.981694505,OUT013,26,High,Tier 3,Supermarket Type1,3.032053811
NCL42,18.85,LF,0.040599963,Household,2.387415456,OUT017,6,Small,Tier 2,Supermarket Type1,3.750919446
DRN35,8.01,LF,0.070533748,Hard Drinks,1.53470115,OUT018,4,Medium,Tier 3,Supermarket Type2,2.669680903
FDL21,12.6,Regular,0.01251245,Snack Foods,1.588249291,OUT019,28,Small,Tier 1,Grocery Store,1.902525037
FDX07,12.6,Regular,0.022807826,Fruits and Vegetables,2.263624235,OUT027,28,Medium,Tier 3,Supermarket Type3,3.660616493
FDW16,17.35,Regular,0.041474232,Frozen Foods,1.968858241,OUT046,16,Small,Tier 1,Supermarket Type1,2.917465387
FDS11,12.6,Regular,0.055289464,Breads,2.347347192,OUT027,28,Medium,Tier 3,Supermarket Type3,3.854833047
NCZ54,14.65,LF,0.083698962,Household,2.213398741,OUT018,4,Medium,Tier 3,Supermarket Type2,3.4148536
FDH32,12.8,LF,0.076045655,Fruits and Vegetables,1.984711793,OUT035,9,Small,Tier 2,Supermarket Type1,3.5757764
NCQ17,12.6,LF,0.116366304,Health and Hygiene,2.19965372,OUT027,28,Medium,Tier 3,Supermarket Type3,3.609385001
FDK38,6.65,LF,0.053279839,Canned,2.169596266,OUT035,9,Small,Tier 2,Supermarket Type1,3.31777669
NCF55,6.68,LF,0.021648305,Household,1.552514909,OUT013,26,High,Tier 3,Supermarket Type1,2.978983425
FDW39,6.69,Regular,0.037060755,Meat,2.247573139,OUT018,4,Medium,Tier 3,Supermarket Type2,3.149679652
FDX36,12.6,Regular,0.224607399,Baking Goods,2.348578207,OUT019,28,Small,Tier 1,Grocery Store,2.653290487
FDD47,7.6,Regular,0.142699588,Starchy Foods,2.234883597,OUT045,11,Small,Tier 2,Supermarket Type1,3.646557104
FDQ46,7.51,LF,0.103726639,Snack Foods,2.043968688,OUT013,26,High,Tier 3,Supermarket Type1,3.279101994
FDE56,12.6,Regular,0.158424516,Fruits and Vegetables,1.79531959,OUT027,28,Medium,Tier 3,Supermarket Type3,3.360028463
FDY39,12.6,Regular,0.08234117,Meat,2.268954073,OUT019,28,Small,Tier 1,Grocery Store,3.16734286
FDG05,11,Regular,0.087847141,Frozen Foods,2.195520517,OUT046,16,Small,Tier 1,Supermarket Type1,3.473165254
NCR54,12.6,LF,0.158562708,Household,2.289390487,OUT019,28,Small,Tier 1,Grocery Store,2.293165807
FDX57,17.25,Regular,0.047458754,Snack Foods,1.981396335,OUT018,4,Medium,Tier 3,Supermarket Type2,3.101639999
FDC17,12.6,LF,0.015385857,Frozen Foods,2.320131325,OUT027,28,Medium,Tier 3,Supermarket Type3,3.985788705
DRL60,12.6,LF,0.047377447,Soft Drinks,2.1780216,OUT019,28,Small,Tier 1,Grocery Store,2.660300528
FDO32,6.36,LF,0.120443298,Fruits and Vegetables,1.657113245,OUT013,26,High,Tier 3,Supermarket Type1,3.048653073
NCO29,11.15,LF,0.032229348,Health and Hygiene,2.212860107,OUT013,26,High,Tier 3,Supermarket Type1,3.170283254
FDJ36,12.6,Regular,0.127638966,Baking Goods,2.019254245,OUT027,28,Medium,Tier 3,Supermarket Type3,3.40880452
NCF54,18,LF,0.047473135,Household,2.231831861,OUT045,11,Small,Tier 2,Supermarket Type1,3.49191606
FDV04,7.83,Regular,0.149986868,Frozen Foods,2.200929255,OUT035,9,Small,Tier 2,Supermarket Type1,3.150498303
NCK30,14.85,LF,0.102065622,Household,2.405294781,OUT010,15,Small,Tier 3,Grocery Store,3.249366807
FDX09,12.6,LF,0.114243048,Snack Foods,2.242881675,OUT019,28,Small,Tier 1,Grocery Store,2.246589665
FDH53,20.5,Regular,0.019183756,Frozen Foods,1.923032521,OUT013,26,High,Tier 3,Supermarket Type1,3.147214397
FDT22,10.4,LF,0.112324552,Snack Foods,1.78263026,OUT045,11,Small,Tier 2,Supermarket Type1,2.891529653
DRF25,12.6,LF,0.068153091,Soft Drinks,1.556531651,OUT019,28,Small,Tier 1,Grocery Store,1.864736476
FDG56,13.3,Regular,0.071597469,Fruits and Vegetables,1.784286275,OUT045,11,Small,Tier 2,Supermarket Type1,2.963222877
FDG38,12.6,Regular,0.052473797,Canned,1.922322628,OUT027,28,Medium,Tier 3,Supermarket Type3,3.543337617
FDS34,19.35,Regular,0.076914745,Snack Foods,2.060137806,OUT045,11,Small,Tier 2,Supermarket Type1,3.23243116
FDP44,16.5,Regular,0.079837509,Fruits and Vegetables,2.009166939,OUT049,14,Medium,Tier 1,Supermarket Type1,3.241313433
FDW03,5.63,Regular,0.024520854,Meat,2.01212237,OUT013,26,High,Tier 3,Supermarket Type1,3.297997044
FDU25,12.35,LF,0.02678995,Canned,1.770296643,OUT018,4,Medium,Tier 3,Supermarket Type2,2.966983026
NCR17,9.8,LF,0.024432767,Health and Hygiene,2.066136509,OUT045,11,Small,Tier 2,Supermarket Type1,3.444104281
FDY39,5.31,Regular,0.047220268,Meat,2.259977838,OUT018,4,Medium,Tier 3,Supermarket Type2,3.378196225
FDA03,18.5,Regular,0.045534457,Dairy,2.165274604,OUT049,14,Medium,Tier 1,Supermarket Type1,3.561727914
FDG58,10.7,Regular,0,Snack Foods,2.193673244,OUT046,16,Small,Tier 1,Supermarket Type1,3.271740894
NCB19,6.53,LF,0.090806457,Household,1.936956859,OUT017,6,Small,Tier 2,Supermarket Type1,3.212687102
FDI07,12.35,Regular,0.033813351,Meat,2.296977857,OUT049,14,Medium,Tier 1,Supermarket Type1,3.574853841
NCS06,7.94,LF,0.031730739,Household,2.416791902,OUT035,9,Small,Tier 2,Supermarket Type1,3.374183396
FDX03,15.85,Regular,0.102262138,Meat,1.673706385,OUT010,15,Small,Tier 3,Grocery Store,1.956882699
NCK29,5.62,LF,0,Health and Hygiene,2.086263706,OUT046,16,Small,Tier 1,Supermarket Type1,3.391545515
FDH16,10.5,LF,0.052511611,Frozen Foods,1.95800453,OUT013,26,High,Tier 3,Supermarket Type1,3.099805595
FDA55,12.6,Regular,0.056713056,Fruits and Vegetables,2.349877159,OUT027,28,Medium,Tier 3,Supermarket Type3,3.747623077
FDS20,8.85,LF,0.053950661,Fruits and Vegetables,2.261807953,OUT049,14,Medium,Tier 1,Supermarket Type1,3.692458118
FDS31,13.1,Regular,0.044192372,Fruits and Vegetables,2.256072318,OUT046,16,Small,Tier 1,Supermarket Type1,3.370256434
FDA23,12.6,LF,0.046958533,Baking Goods,2.005616305,OUT027,28,Medium,Tier 3,Supermarket Type3,3.366915215
NCU18,15.1,LF,0.055829496,Household,2.146901631,OUT035,9,Small,Tier 2,Supermarket Type1,3.428433253
FDE11,17.7,Regular,0.13498355,Starchy Foods,2.26597848,OUT013,26,High,Tier 3,Supermarket Type1,3.497837508
FDE44,14.65,LF,0,Fruits and Vegetables,1.69696066,OUT045,11,Small,Tier 2,Supermarket Type1,2.923024432
FDV51,16.35,LF,0.032538896,Meat,2.219543138,OUT046,16,Small,Tier 1,Supermarket Type1,3.423663121
FDK51,19.85,LF,0.005264755,Dairy,2.4225708,OUT017,6,Small,Tier 2,Supermarket Type1,3.765649544
FDR36,6.72,Regular,0.121832956,Baking Goods,1.638942284,OUT045,11,Small,Tier 2,Supermarket Type1,2.923714336
FDU40,20.85,LF,0.037403973,Frozen Foods,2.284538561,OUT046,16,Small,Tier 1,Supermarket Type1,3.463328039
FDU37,12.6,Regular,0.10400212,Canned,1.901981122,OUT027,28,Medium,Tier 3,Supermarket Type3,3.610095213
FDV47,17.1,LF,0.054162439,Breads,1.931237108,OUT013,26,High,Tier 3,Supermarket Type1,3.249366807
FDF04,12.6,LF,0.023876708,Frozen Foods,2.412679571,OUT019,28,Small,Tier 1,Grocery Store,2.713205512
FDX16,17.85,LF,0.065797601,Frozen Foods,2.169689126,OUT035,9,Small,Tier 2,Supermarket Type1,3.289469661
NCL05,19.6,LF,0.047857804,Health and Hygiene,1.653955005,OUT013,26,High,Tier 3,Supermarket Type1,2.782385183
NCL30,12.6,LF,0.048703432,Household,2.100141618,OUT027,28,Medium,Tier 3,Supermarket Type3,3.854833047
NCR06,12.5,LF,0.006765149,Household,1.620252684,OUT046,16,Small,Tier 1,Supermarket Type1,2.583766274
FDX03,15.85,Regular,0.06121988,Meat,1.659672851,OUT045,11,Small,Tier 2,Supermarket Type1,2.801980739
FDR32,6.78,Regular,0,Fruits and Vegetables,2.356922982,OUT046,16,Small,Tier 1,Supermarket Type1,3.504765947
FDX04,19.6,Regular,0.041563696,Frozen Foods,1.677949873,OUT035,9,Small,Tier 2,Supermarket Type1,2.525774327
DRH01,17.5,LF,0.098457814,Soft Drinks,2.234956923,OUT017,6,Small,Tier 2,Supermarket Type1,3.386112334
FDO57,20.75,LF,0.108930629,Snack Foods,2.206712027,OUT045,11,Small,Tier 2,Supermarket Type1,3.159603343
FDD11,12.6,LF,0.03046847,Starchy Foods,2.406035765,OUT027,28,Medium,Tier 3,Supermarket Type3,3.482308633
DRM47,9.3,LF,0.073288275,Hard Drinks,2.276885781,OUT010,15,Small,Tier 3,Grocery Store,2.582255683
NCC54,17.75,LF,0.097692448,Health and Hygiene,2.38456773,OUT035,9,Small,Tier 2,Supermarket Type1,3.743780197
FDC45,17,LF,0.135944247,Fruits and Vegetables,2.234290966,OUT049,14,Medium,Tier 1,Supermarket Type1,3.187519424
FDW46,12.6,Regular,0.123089128,Snack Foods,1.803787491,OUT019,28,Small,Tier 1,Grocery Store,1.814569867
FDP40,4.56,Regular,0.034328578,Frozen Foods,2.042001849,OUT013,26,High,Tier 3,Supermarket Type1,3.090045758
FDM08,10.1,Regular,0.089688978,Fruits and Vegetables,2.353163494,OUT010,15,Small,Tier 3,Grocery Store,3.127834319
FDV52,20.7,Regular,0.121709653,Frozen Foods,2.078263191,OUT049,14,Medium,Tier 1,Supermarket Type1,3.301765979
DRB24,8.79,LF,0.020618957,Soft Drinks,2.184877598,OUT045,11,Small,Tier 2,Supermarket Type1,3.62019554
NCC54,17.75,LF,0.163548055,Health and Hygiene,2.378978268,OUT010,15,Small,Tier 3,Grocery Store,2.859173616
FDV38,12.6,LF,0.178192864,Dairy,1.740327945,OUT019,28,Small,Tier 1,Grocery Store,2.038187639
FDB36,5.47,Regular,0.048625599,Baking Goods,2.111472887,OUT045,11,Small,Tier 2,Supermarket Type1,3.117810017
DRH51,12.6,LF,0.170213676,Dairy,1.952238207,OUT019,28,Small,Tier 1,Grocery Store,2.244947718
FDV45,12.6,LF,0.044829295,Snack Foods,2.272898419,OUT027,28,Medium,Tier 3,Supermarket Type3,3.87565289
NCL29,12.6,LF,0.113387677,Health and Hygiene,2.195790097,OUT027,28,Medium,Tier 3,Supermarket Type3,3.199920748
FDU14,17.75,LF,0.058168807,Dairy,2.39720108,OUT010,15,Small,Tier 3,Grocery Store,2.698405054
FDH17,16.2,Regular,0.016650191,Frozen Foods,1.988882551,OUT035,9,Small,Tier 2,Supermarket Type1,3.069842372
FDQ15,20.35,Regular,0.151044881,Meat,1.8988765,OUT035,9,Small,Tier 2,Supermarket Type1,2.812793608
FDZ44,8.19,LF,0.038948125,Fruits and Vegetables,2.062509784,OUT017,6,Small,Tier 2,Supermarket Type1,2.913954499
FDM32,20.5,LF,0.020688969,Fruits and Vegetables,1.94538487,OUT018,4,Medium,Tier 3,Supermarket Type2,2.856767546
NCP29,8.42,LF,0.112249781,Health and Hygiene,1.808324429,OUT035,9,Small,Tier 2,Supermarket Type1,2.847007709
FDG53,10,LF,0.046116319,Frozen Foods,2.151731356,OUT017,6,Small,Tier 2,Supermarket Type1,2.923714336
FDT25,7.5,LF,0.050957715,Canned,2.087806964,OUT018,4,Medium,Tier 3,Supermarket Type2,3.410380909
FDM39,12.6,LF,0.053211728,Dairy,2.249443451,OUT027,28,Medium,Tier 3,Supermarket Type3,3.925193929
FDW35,10.6,LF,0.011111714,Breads,1.641924036,OUT045,11,Small,Tier 2,Supermarket Type1,2.826804323
FDD10,20.6,Regular,0.077029195,Snack Foods,2.248548019,OUT010,15,Small,Tier 3,Grocery Store,2.950448589
FDH08,12.6,LF,0.017344679,Fruits and Vegetables,2.363237686,OUT027,28,Medium,Tier 3,Supermarket Type3,3.722890722
DRG37,16.2,LF,0.019457372,Soft Drinks,2.187512825,OUT018,4,Medium,Tier 3,Supermarket Type2,3.095649635
FDU01,20.25,Regular,0.012063121,Canned,2.263854699,OUT017,6,Small,Tier 2,Supermarket Type1,3.381331939
NCZ17,12.15,LF,0.079755214,Health and Hygiene,1.564081089,OUT018,4,Medium,Tier 3,Supermarket Type2,2.693161999
FDU34,12.6,LF,0.074830794,Snack Foods,2.100041598,OUT027,28,Medium,Tier 3,Supermarket Type3,3.651487898
FDB16,8.21,LF,0.044917289,Dairy,1.947040424,OUT035,9,Small,Tier 2,Supermarket Type1,3.054558439
FDG10,6.63,Regular,0.018310142,Snack Foods,1.761618162,OUT010,15,Small,Tier 3,Grocery Store,1.757842242
FDH46,6.94,Regular,0.041247932,Snack Foods,2.007889391,OUT013,26,High,Tier 3,Supermarket Type1,3.353287192
FDC16,12.6,Regular,0.0204702,Dairy,1.945734398,OUT027,28,Medium,Tier 3,Supermarket Type3,3.399685141
FDH50,15,Regular,0.161404914,Canned,2.269107881,OUT035,9,Small,Tier 2,Supermarket Type1,3.26582356
NCZ18,7.83,LF,0.186067862,Household,2.407339568,OUT046,16,Small,Tier 1,Supermarket Type1,3.705298762
FDJ32,10.7,LF,0.057792343,Fruits and Vegetables,1.788547329,OUT046,16,Small,Tier 1,Supermarket Type1,2.632229658
DRI23,18.85,LF,0,Hard Drinks,2.209669939,OUT035,9,Small,Tier 2,Supermarket Type1,3.506390829
DRD01,12.1,Regular,0.061270647,Soft Drinks,1.726412578,OUT049,14,Medium,Tier 1,Supermarket Type1,2.587519923
FDY02,8.95,Regular,0.087823675,Dairy,2.416791902,OUT045,11,Small,Tier 2,Supermarket Type1,3.533884239
FDG38,8.98,Regular,0.05281112,Canned,1.937630212,OUT049,14,Medium,Tier 1,Supermarket Type1,3.231583756
NCG30,20.2,LF,0.112495847,Household,2.094836439,OUT049,14,Medium,Tier 1,Supermarket Type1,3.049427907
FDO31,6.76,Regular,0.029100745,Fruits and Vegetables,1.906852008,OUT018,4,Medium,Tier 3,Supermarket Type2,2.747623077
NCU42,9,LF,0.019546214,Household,2.225690156,OUT045,11,Small,Tier 2,Supermarket Type1,3.624404321
NCG30,20.2,LF,0.112549008,Household,2.090274281,OUT045,11,Small,Tier 2,Supermarket Type1,3.049427907
NCA30,19,LF,0,Household,2.27689175,OUT046,16,Small,Tier 1,Supermarket Type1,2.753783386
FDF29,15.1,Regular,0.019917598,Frozen Foods,2.112038307,OUT013,26,High,Tier 3,Supermarket Type1,3.544742166
FDI14,14.1,LF,0.089817198,Canned,2.1545749,OUT049,14,Medium,Tier 1,Supermarket Type1,3.54761966
FDY57,20.2,Regular,0.121442754,Snack Foods,1.977610217,OUT049,14,Medium,Tier 1,Supermarket Type1,3.127834319
FDT27,12.6,Regular,0.069250192,Meat,2.36728434,OUT027,28,Medium,Tier 3,Supermarket Type3,3.545977713
FDM46,12.6,LF,0.159193194,Snack Foods,1.96713595,OUT027,28,Medium,Tier 3,Supermarket Type3,3.560536434
NCD30,12.6,LF,0,Household,1.991990293,OUT027,28,Medium,Tier 3,Supermarket Type3,2.990661126
FDJ15,12.6,Regular,0.023209537,Dairy,2.263306495,OUT027,28,Medium,Tier 3,Supermarket Type3,3.782766813
NCW05,20.25,LF,0.148372897,Health and Hygiene,2.037003153,OUT045,11,Small,Tier 2,Supermarket Type1,3.561648584
FDT13,14.85,LF,0,Canned,2.273513784,OUT010,15,Small,Tier 3,Grocery Store,2.275130226
NCP06,20.7,LF,0.065689432,Household,2.175327968,OUT010,15,Small,Tier 3,Grocery Store,2.179369648
FDP03,5.15,Regular,0.061301149,Meat,2.086853649,OUT045,11,Small,Tier 2,Supermarket Type1,3.371610336
NCM30,12.6,LF,0.117825569,Household,1.636283238,OUT019,28,Small,Tier 1,Grocery Store,1.61573548
FDK20,12.6,Regular,0.04152307,Fruits and Vegetables,2.094496284,OUT013,26,High,Tier 3,Supermarket Type1,3.700945471
FDX01,10.1,LF,0.024201905,Canned,2.060376721,OUT049,14,Medium,Tier 1,Supermarket Type1,3.446593081
FDV57,15.25,Regular,0.066269294,Snack Foods,2.254465899,OUT017,6,Small,Tier 2,Supermarket Type1,3.811010056
FDY34,10.5,Regular,0.01100413,Snack Foods,2.223195231,OUT045,11,Small,Tier 2,Supermarket Type1,3.474815643
FDP37,12.6,LF,0.250560049,Breakfast,2.103801669,OUT019,28,Small,Tier 1,Grocery Store,2.586022355
FDP22,14.65,Regular,0.099113429,Snack Foods,1.723181381,OUT035,9,Small,Tier 2,Supermarket Type1,2.664077025
FDS25,6.89,Regular,0.140008554,Canned,2.036320629,OUT046,16,Small,Tier 1,Supermarket Type1,3.405179715
NCY18,7.29,LF,0.031278532,Household,2.245525993,OUT018,4,Medium,Tier 3,Supermarket Type2,3.419390798
FDO08,11.1,Regular,0.05373063,Fruits and Vegetables,2.217885415,OUT013,26,High,Tier 3,Supermarket Type1,3.170283254
NCI43,12.6,LF,0.025842951,Household,1.686972137,OUT027,28,Medium,Tier 3,Supermarket Type3,3.224744332
FDH16,10.5,LF,0.052555346,Frozen Foods,1.952710127,OUT046,16,Small,Tier 1,Supermarket Type1,2.995070244
NCZ05,12.6,LF,0.10178199,Health and Hygiene,2.019942534,OUT019,28,Small,Tier 1,Grocery Store,2.013675489
DRE49,20.75,LF,0.021293097,Soft Drinks,2.181564636,OUT045,11,Small,Tier 2,Supermarket Type1,3.436551143
FDO09,12.6,Regular,0.124668026,Snack Foods,2.416791902,OUT027,28,Medium,Tier 3,Supermarket Type3,3.742160181
FDA08,11.85,Regular,0.050043472,Fruits and Vegetables,2.216568593,OUT013,26,High,Tier 3,Supermarket Type1,3.329984096
NCD55,14,LF,0.024468806,Household,1.614321289,OUT017,6,Small,Tier 2,Supermarket Type1,2.701865586
NCR50,20.2,LF,0.01181025,Household,2.18930499,OUT013,26,High,Tier 3,Supermarket Type1,3.632229658
NCC06,19,LF,0.027028323,Household,2.103918606,OUT049,14,Medium,Tier 1,Supermarket Type1,3.598006713
FDC34,16,Regular,0.172615327,Snack Foods,2.189201624,OUT013,26,High,Tier 3,Supermarket Type1,3.271740894
FDQ49,12.6,Regular,0.06871772,Breakfast,2.19190631,OUT019,28,Small,Tier 1,Grocery Store,2.671532908
FDS60,20.85,LF,0.032421521,Baking Goods,2.259273654,OUT013,26,High,Tier 3,Supermarket Type1,3.157797542
FDP10,19,LF,0.127983545,Snack Foods,2.03206325,OUT013,26,High,Tier 3,Supermarket Type1,3.103922161
FDW46,13,Regular,0.070288365,Snack Foods,1.808537753,OUT035,9,Small,Tier 2,Supermarket Type1,3.346048784
FDG53,10,LF,0.076755106,Frozen Foods,2.151118457,OUT010,15,Small,Tier 3,Grocery Store,2.145563086
FDP57,17.5,LF,0.052434201,Snack Foods,2.017029163,OUT035,9,Small,Tier 2,Supermarket Type1,3.268947994
NCP43,12.6,LF,0.053413906,Others,2.25951265,OUT019,28,Small,Tier 1,Grocery Store,2.254707555
FDW49,19.5,LF,0.083019163,Canned,2.255755269,OUT017,6,Small,Tier 2,Supermarket Type1,3.715494069
FDA28,16.1,Regular,0.080010553,Frozen Foods,2.094248159,OUT010,15,Small,Tier 3,Grocery Store,2.57692685
NCS42,8.6,LF,0.069403341,Household,1.960064358,OUT035,9,Small,Tier 2,Supermarket Type1,3.407222389
FDP21,12.6,Regular,0.025616191,Snack Foods,2.274590081,OUT027,28,Medium,Tier 3,Supermarket Type3,3.795176071
DRJ39,20.25,LF,0.036326064,Dairy,2.342715139,OUT046,16,Small,Tier 1,Supermarket Type1,3.486667724
FDH12,9.6,LF,0.085434195,Baking Goods,2.021305095,OUT017,6,Small,Tier 2,Supermarket Type1,3.407675015
FDQ13,11.1,LF,0.010658153,Canned,1.91955294,OUT049,14,Medium,Tier 1,Supermarket Type1,3.202467937
NCQ06,13,LF,0.041994899,Household,2.406031332,OUT018,4,Medium,Tier 3,Supermarket Type2,3.70757256
FDL40,12.6,LF,0.011556919,Frozen Foods,1.976537964,OUT027,28,Medium,Tier 3,Supermarket Type3,3.215160714
NCE54,20.7,LF,0,Household,1.871195683,OUT018,4,Medium,Tier 3,Supermarket Type2,3.274362243
FDL58,5.78,Regular,0.124110349,Snack Foods,2.418892325,OUT010,15,Small,Tier 3,Grocery Store,2.898160231
FDW38,5.33,Regular,0.139244918,Dairy,1.724519989,OUT018,4,Medium,Tier 3,Supermarket Type2,2.57692685
FDD17,7.5,LF,0.032599801,Frozen Foods,2.376924618,OUT013,26,High,Tier 3,Supermarket Type1,3.522140043
FDK25,11.6,Regular,0.157075658,Breakfast,2.221798542,OUT049,14,Medium,Tier 1,Supermarket Type1,3.624404321
FDR22,12.6,Regular,0.018472714,Snack Foods,2.041212613,OUT027,28,Medium,Tier 3,Supermarket Type3,3.72075093
FDU35,6.44,LF,0,Breads,1.99943505,OUT045,11,Small,Tier 2,Supermarket Type1,3.175526309
FDR35,12.5,LF,0.020739698,Breads,2.298796767,OUT045,11,Small,Tier 2,Supermarket Type1,2.997984983
NCZ18,7.83,LF,0.186825823,Household,2.404097528,OUT018,4,Medium,Tier 3,Supermarket Type2,3.580360026
FDF22,6.87,LF,0.09512291,Snack Foods,2.326994587,OUT010,15,Small,Tier 3,Grocery Store,2.630878819
FDD17,7.5,LF,0.03269312,Frozen Foods,2.378017227,OUT045,11,Small,Tier 2,Supermarket Type1,3.606460928
DRD37,9.8,LF,0.013841737,Soft Drinks,1.655196081,OUT046,16,Small,Tier 1,Supermarket Type1,3.083415179
FDC08,19,Regular,0.103449993,Fruits and Vegetables,2.353092617,OUT046,16,Small,Tier 1,Supermarket Type1,3.500950744
FDU57,8.27,Regular,0.089554186,Snack Foods,2.178605193,OUT046,16,Small,Tier 1,Supermarket Type1,3.381572213
FDZ58,17.85,LF,0.052257982,Snack Foods,2.08567296,OUT049,14,Medium,Tier 1,Supermarket Type1,3.389191609
FDY01,11.8,Regular,0.170251293,Canned,2.066264039,OUT035,9,Small,Tier 2,Supermarket Type1,3.291838815
FDG09,20.6,Regular,0.048131556,Fruits and Vegetables,2.272202826,OUT018,4,Medium,Tier 3,Supermarket Type2,3.671532908
NCE54,20.7,LF,0.026899856,Household,1.868852427,OUT046,16,Small,Tier 1,Supermarket Type1,2.830664744
FDB34,15.25,LF,0.026663778,Snack Foods,1.939618081,OUT045,11,Small,Tier 2,Supermarket Type1,3.387773118
FDT24,12.35,Regular,0,Baking Goods,1.882141872,OUT046,16,Small,Tier 1,Supermarket Type1,3.188831776
FDZ08,12.5,Regular,0.109900843,Fruits and Vegetables,1.919387744,OUT013,26,High,Tier 3,Supermarket Type1,2.871007985
NCI54,15.2,LF,0.033651278,Household,2.037391434,OUT049,14,Medium,Tier 1,Supermarket Type1,3.293460144
FDU34,18.25,LF,0.075311837,Snack Foods,2.088506765,OUT049,14,Medium,Tier 1,Supermarket Type1,3.475396639
FDP23,6.71,LF,0,Breads,2.340278694,OUT013,26,High,Tier 3,Supermarket Type1,3.379284229
NCV29,12.6,LF,0.039996021,Health and Hygiene,2.247405122,OUT019,28,Small,Tier 1,Grocery Store,2.948825057
FDG10,12.6,Regular,0.010886324,Snack Foods,1.757842242,OUT027,28,Medium,Tier 3,Supermarket Type3,2.903970278
FDZ56,12.6,LF,0.04506213,Fruits and Vegetables,2.224137693,OUT019,28,Small,Tier 1,Grocery Store,3.004615562
NCL41,12.35,LF,0.041729735,Health and Hygiene,1.560164971,OUT035,9,Small,Tier 2,Supermarket Type1,2.442437121
FDM39,6.42,LF,0.053426165,Dairy,2.252125039,OUT013,26,High,Tier 3,Supermarket Type1,3.651036079
NCZ54,14.65,LF,0.083488992,Household,2.207782966,OUT049,14,Medium,Tier 1,Supermarket Type1,3.854186294
FDT59,13.65,LF,0,Breads,2.360719859,OUT049,14,Medium,Tier 1,Supermarket Type1,3.684639184
FDV20,20.2,Regular,0.060045008,Fruits and Vegetables,2.108456098,OUT018,4,Medium,Tier 3,Supermarket Type2,3.145769843
NCE43,12.5,LF,0.10402738,Household,2.23614612,OUT017,6,Small,Tier 2,Supermarket Type1,3.272976441
FDP15,12.6,LF,0.083536071,Meat,2.407277004,OUT027,28,Medium,Tier 3,Supermarket Type3,3.965107021
FDO16,5.48,LF,0.015169739,Frozen Foods,1.915003882,OUT018,4,Medium,Tier 3,Supermarket Type2,3.351617568
NCP41,12.6,LF,0.028382853,Health and Hygiene,2.039253857,OUT019,28,Small,Tier 1,Grocery Store,2.811010056
DRD01,12.1,Regular,0.061299601,Soft Drinks,1.750210535,OUT045,11,Small,Tier 2,Supermarket Type1,2.742421883
