Item_Identifier,Item_type_combined,Item_Weight,Item_Fat_Content,Item_Visibility_avg,Item_MRP,Outlet_Identifier,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDA23,Food,9.8,Low Fat,0.716917998,100.5016,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDA39,Food,12.79,Low Fat,1,39.5822,OUT019,28,Small,Tier 1,Grocery Store,NA
FDZ12,Food,9.17,Low Fat,1.570234158,144.147,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCB42,Non-Consumable,11.8,Non-Edible,0.129807659,115.8492,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDL16,Food,12.85,Low Fat,2.554143449,46.606,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDO24,Food,12.79,Low Fat,1,160.4604,OUT019,28,Small,Tier 1,Grocery Store,NA
NCP42,Non-Consumable,8.51,Non-Edible,0.244276526,193.1478,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDR19,Food,13.5,Regular,2.431607963,147.2102,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
DRL01,Drinks,19.5,Regular,1.172487756,233.5958,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDV37,Food,13,Regular,1.266267684,198.9426,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDI41,Food,18.5,Regular,1.579998933,147.0418,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDF58,Food,13.3,Low Fat,0.14549881,62.451,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCF43,Non-Consumable,8.51,Non-Edible,0.790831167,141.947,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDN02,Food,16.5,Low Fat,1.121143506,205.8638,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCP41,Non-Consumable,16.6,Non-Edible,0.245746123,107.7596,OUT035,9,Small,Tier 2,Supermarket Type1,NA
NCY17,Non-Consumable,12.79,Non-Edible,2.460947651,45.6086,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDL58,Food,12.79,Regular,1.118830836,265.0568,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCA30,Non-Consumable,12.79,Non-Edible,1.951508761,187.9872,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDE46,Food,18.6,Low Fat,0.240079842,150.6366,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDY38,Food,13.6,Regular,1.80665464,231.23,OUT035,9,Small,Tier 2,Supermarket Type1,NA
NCH29,Non-Consumable,12.79,Non-Edible,0.520173115,96.0726,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDO20,Food,12.85,Regular,2.311294808,253.9382,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDP44,Food,16.5,Regular,1.213569693,103.0332,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDM02,Food,12.79,Regular,1.112583776,89.2198,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDJ14,Food,12.79,Regular,0.755510351,79.996,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDH04,Food,6.115,Regular,0.288631108,88.9488,OUT010,15,Medium,Tier 3,Grocery Store,NA
DRK23,Drinks,8.395,Low Fat,1.091336059,253.004,OUT046,16,Small,Tier 1,Supermarket Type1,NA
NCW05,Non-Consumable,20.25,Non-Edible,2.245130562,106.8938,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDF12,Food,8.235,Low Fat,1.251744172,146.7076,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDL51,Food,12.79,Regular,1.260769599,212.7876,OUT019,28,Small,Tier 1,Grocery Store,NA
FDN03,Food,9.8,Regular,0.229731559,249.4408,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
DRJ37,Drinks,10.8,Low Fat,0.927881721,150.5024,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDM12,Food,12.79,Regular,1.85611025,188.7214,OUT019,28,Small,Tier 1,Grocery Store,NA
FDA16,Food,6.695,Low Fat,0.515684555,221.8456,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
NCB07,Non-Consumable,19.2,Non-Edible,1.181844996,196.611,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCI17,Non-Consumable,12.79,Non-Edible,3.807489768,97.241,OUT019,28,Small,Tier 1,Grocery Store,NA
FDR51,Food,9.035,Regular,2.630210857,149.3708,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDJ55,Food,12.8,Regular,0.357508433,225.2404,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
NCZ17,Non-Consumable,12.15,Non-Edible,1.203369168,38.8506,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDU25,Food,12.35,Low Fat,0.404214318,59.5246,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCG18,Non-Consumable,15.3,Non-Edible,0.34910586,104.0332,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
DRM11,Drinks,6.57,Low Fat,1.007437351,259.5278,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDH16,Food,10.5,Low Fat,0.796712557,91.683,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDZ04,Food,9.31,Low Fat,0.577833216,61.651,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCX53,Non-Consumable,20.1,Non-Edible,1,142.3154,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDX38,Food,12.79,Regular,1,48.3376,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDX09,Food,9,Low Fat,0.989333126,177.037,OUT046,16,Small,Tier 1,Supermarket Type1,NA
NCW05,Non-Consumable,20.25,Non-Edible,2.254276272,107.8938,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCS41,Non-Consumable,12.85,Non-Edible,0.814921145,184.6608,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDI26,Food,5.94,Low Fat,0.528965405,177.7344,OUT046,16,Small,Tier 1,Supermarket Type1,NA
NCZ41,Non-Consumable,12.79,Non-Edible,0.972048093,125.9704,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCK06,Non-Consumable,5.03,Non-Edible,0.131101797,122.6756,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDX23,Food,12.79,Low Fat,0.448017187,96.5436,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCA42,Non-Consumable,6.965,Non-Edible,0.432863982,157.5604,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDC20,Food,10.65,Low Fat,0.364029128,54.0272,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
DRC49,Drinks,8.67,Low Fat,0.996214898,143.8128,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDX01,Food,10.1,Low Fat,0.366083537,117.015,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDC08,Food,19,Regular,1.571727409,226.372,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDC02,Food,21.35,Low Fat,1.049413914,258.8278,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDK10,Food,5.785,Regular,0.613176715,179.166,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
DRC24,Drinks,17.85,Low Fat,0.376036052,153.0998,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDW16,Food,12.79,Regular,1.101030571,92.5804,OUT019,28,Small,Tier 1,Grocery Store,NA
NCU06,Non-Consumable,17.6,Non-Edible,1.132782651,229.101,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
DRA59,Drinks,8.27,Regular,1.943623483,184.3924,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDR24,Food,12.79,Regular,1.668545041,90.583,OUT019,28,Small,Tier 1,Grocery Store,NA
DRL35,Drinks,15.7,Low Fat,1,43.277,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDA49,Food,19.7,Low Fat,0.983548199,86.6198,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCC55,Non-Consumable,10.695,Non-Edible,0.966799838,36.5848,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRD24,Drinks,12.79,Low Fat,0.817527601,143.3154,OUT019,28,Small,Tier 1,Grocery Store,NA
NCE55,Non-Consumable,8.92,Non-Edible,1.973085881,176.737,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDT33,Food,7.81,Regular,1,168.6158,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
NCT53,Non-Consumable,5.4,Non-Edible,0.72894906,164.1526,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDS26,Food,20.35,Low Fat,1.356564803,260.1594,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDL22,Food,16.85,Low Fat,0.554008686,91.4488,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDP44,Food,16.5,Regular,1.215482774,104.5332,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDC52,Food,11.15,Regular,0.126054262,149.5708,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDI53,Food,8.895,Regular,3.49324826,160.5236,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDZ23,Food,17.75,Regular,1.023501966,187.124,OUT046,16,Small,Tier 1,Supermarket Type1,NA
NCT18,Non-Consumable,14.6,Non-Edible,0.899972935,182.6976,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDR13,Food,9.895,Regular,0.435475684,116.7492,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDB09,Food,16.25,Low Fat,1.456637476,125.0046,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDZ60,Food,20.5,Low Fat,1.808301045,108.8596,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDB11,Food,16,Low Fat,0.922599927,225.7404,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDC10,Food,9.8,Regular,1.109499039,119.8098,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDW56,Food,7.68,Low Fat,1.074812555,193.9162,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDK14,Food,12.79,Low Fat,1,83.8934,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
DRE27,Drinks,12.79,Low Fat,2.001858239,96.0726,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDA38,Food,5.44,Low Fat,0.38852106,240.7538,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDT11,Food,5.94,Regular,0.446257686,188.7556,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDP15,Food,15.2,Low Fat,1.272527011,257.133,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDV27,Food,7.97,Regular,0.606228699,87.6514,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDS36,Food,12.79,Regular,0.7074802,108.957,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDY40,Food,12.79,Regular,1.29515893,48.0692,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCF19,Non-Consumable,13,Non-Edible,0.533158981,50.2034,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDF53,Food,20.75,Regular,1.270243968,182.2318,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDS14,Food,12.79,Low Fat,0.753901958,156.5288,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDE56,Food,17.25,Regular,2.413778858,63.8194,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDZ19,Food,6.425,Low Fat,1.416729181,177.7712,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDZ46,Food,7.485,Low Fat,1.047206759,112.1228,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDR16,Food,5.845,Regular,1.592321082,212.8218,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDG29,Food,17.6,Low Fat,0.856995399,42.1454,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCE30,Non-Consumable,16,Non-Edible,1.511638933,214.3902,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDZ40,Food,8.935,Low Fat,0.609265432,52.9298,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDG58,Food,10.695,Regular,1.321168175,155.4972,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
DRH03,Drinks,17.25,Low Fat,0.5312155,94.912,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDZ47,Food,20.7,Regular,1.204760209,99.3042,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDV04,Food,7.825,Regular,2.283851158,157.6288,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDZ10,Food,17.85,Low Fat,0.676917895,126.202,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDG46,Food,8.63,Regular,0.501810659,113.2518,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCF07,Non-Consumable,9,Non-Edible,0.486521978,99.4016,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDY44,Food,14.15,Regular,0.369960811,194.711,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDB21,Food,7.475,Low Fat,2.250049338,242.4854,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDS20,Food,8.85,Low Fat,0.816595252,182.4292,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDS49,Food,9,Low Fat,1.204936016,79.6644,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDX55,Food,12.79,Low Fat,0.832998442,219.5166,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCQ02,Non-Consumable,12.6,Non-Edible,0.113518156,186.7556,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDR25,Food,17,Regular,2.113721726,264.6884,OUT013,26,High,Tier 3,Supermarket Type1,NA
DRG39,Drinks,14.15,Low Fat,0.640860613,53.9982,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDB46,Food,10.5,Regular,1.421681785,213.3244,OUT046,16,Small,Tier 1,Supermarket Type1,NA
NCC30,Non-Consumable,16.6,Non-Edible,0.419869246,179.2344,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDE58,Food,18.5,Low Fat,0.789335597,119.7124,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDC05,Food,12.79,Regular,2.622468045,198.6768,OUT019,28,Small,Tier 1,Grocery Store,NA
FDY15,Food,18.25,Regular,2.590156882,157.163,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDG14,Food,9,Regular,0.765710149,149.8024,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDL08,Food,10.8,Low Fat,1,243.4144,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDQ47,Food,7.155,Regular,2.547980783,33.8874,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDN12,Food,15.6,Low Fat,1.229494693,110.0544,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDW10,Food,21.2,Low Fat,1.070727663,178.237,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDD02,Food,16.6,Low Fat,0.762386241,117.7124,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDX35,Food,5.035,Regular,2.028024687,229.4036,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDT35,Food,19.85,Regular,1.235056036,169.5816,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRN47,Drinks,12.79,Low Fat,0.446705416,181.166,OUT019,28,Small,Tier 1,Grocery Store,NA
FDB11,Food,16,Low Fat,1.544243124,225.7404,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDN20,Food,19.35,Low Fat,0.39778446,168.4474,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDB59,Food,18.25,Low Fat,0.231620411,199.4084,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDJ58,Food,15.6,Regular,1.599775112,172.8764,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDU60,Food,20,Regular,0.908241396,168.8132,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDS03,Food,7.825,Low Fat,1.209235016,66.2826,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDU40,Food,12.79,Low Fat,0.99297602,193.3478,OUT019,28,Small,Tier 1,Grocery Store,NA
DRH15,Drinks,8.775,Low Fat,1.669105609,45.7428,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDD04,Food,12.79,Low Fat,1.357571311,143.8154,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDQ01,Food,19.7,Regular,2.436616652,253.5014,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDF28,Food,15.7,Regular,0.574010087,124.8046,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDD22,Food,10,Low Fat,2.528978445,112.6544,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDY19,Food,19.75,Low Fat,0.627190165,117.7466,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDN33,Food,6.305,Regular,1.866372941,92.9436,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDV36,Food,18.7,Low Fat,0.398725133,126.202,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDW01,Food,14.5,Low Fat,1.625771848,152.4682,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDJ28,Food,12.3,Low Fat,0.331979531,192.4162,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDB17,Food,13.15,Low Fat,0.555930667,179.1976,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDM40,Food,10.195,Low Fat,2.428792357,140.8154,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDV46,Food,18.2,Low Fat,1,139.918,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDQ44,Food,20.5,Low Fat,0.548824265,119.5756,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCD42,Non-Consumable,16.5,Non-Edible,0.19161961,37.2506,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRH37,Drinks,17.6,Low Fat,0.631002317,163.8526,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDR10,Food,17.6,Low Fat,0.152848629,163.5552,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCD06,Non-Consumable,12.79,Non-Edible,1.498713034,46.306,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDI53,Food,8.895,Regular,2.087022776,161.2236,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDG16,Food,15.25,Low Fat,1.361577556,216.4192,OUT035,9,Small,Tier 2,Supermarket Type1,NA
DRB25,Drinks,12.3,Low Fat,1.053173528,107.1938,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDY09,Food,15.6,Low Fat,0.38209381,175.2054,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDX48,Food,17.75,Regular,0.575635038,153.0656,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDC03,Food,8.575,Regular,1.823369735,196.2794,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDT47,Food,5.26,Regular,0.371541594,95.9068,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDW44,Food,12.79,Regular,0.530394534,170.7448,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDT24,Food,12.35,Regular,2.834006466,75.6328,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDT12,Food,12.79,Regular,1,227.5062,OUT019,28,Small,Tier 1,Grocery Store,NA
NCS38,Non-Consumable,8.6,Non-Edible,1.367256649,113.4176,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDO39,Food,6.985,Regular,2.082412735,182.8608,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDA13,Food,15.85,Low Fat,1.191078647,38.7506,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDO48,Food,15,Regular,0.406892492,220.9456,OUT035,9,Small,Tier 2,Supermarket Type1,NA
DRJ01,Drinks,6.135,Low Fat,1.754028807,159.2236,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDD53,Food,16.2,Low Fat,0.673248952,39.9454,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCT05,Non-Consumable,10.895,Non-Edible,0.318173442,255.9672,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDQ51,Food,16,Regular,1,45.3718,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDU60,Food,20,Regular,0.907485583,167.3132,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDC59,Food,16.7,Regular,0.828303265,62.5168,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDP36,Food,10.395,Regular,1.382127683,52.2008,OUT035,9,Small,Tier 2,Supermarket Type1,NA
NCM19,Non-Consumable,12.65,Non-Edible,0.720279555,111.4202,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDL16,Food,12.85,Low Fat,2.553660483,44.606,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDE50,Food,19.7,Regular,0.246716833,188.1556,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCR18,Non-Consumable,15.85,Non-Edible,0.310382307,44.5112,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCD30,Non-Consumable,19.7,Non-Edible,0.407021296,97.6726,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDH31,Food,12,Regular,0.309223811,100.1042,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDD56,Food,12.79,Regular,2.755037089,173.4054,OUT019,28,Small,Tier 1,Grocery Store,NA
FDC47,Food,15,Low Fat,1.805465653,229.7694,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDZ21,Food,17.6,Regular,0.595902144,94.741,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDM01,Food,7.895,Regular,1.436091216,102.5332,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDF24,Food,15.5,Regular,0.384356126,82.8934,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDW23,Food,5.765,Low Fat,1.250533912,38.8164,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDY52,Food,6.365,Low Fat,0.111871251,61.3536,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
DRH37,Drinks,12.79,Low Fat,0.627946661,163.3526,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
DRO47,Drinks,12.79,Low Fat,1.693351091,113.486,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDR25,Food,17,Regular,2.118771188,266.4884,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDQ24,Food,12.79,Low Fat,1.111552311,250.9724,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
DRJ51,Drinks,14.1,Low Fat,1.33963043,230.7668,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCU06,Non-Consumable,17.6,Non-Edible,1.127973559,230.101,OUT035,9,Small,Tier 2,Supermarket Type1,NA
NCV18,Non-Consumable,6.775,Non-Edible,1.602276538,81.825,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
NCC06,Non-Consumable,12.79,Non-Edible,0.407195633,127.5336,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDZ01,Food,8.975,Regular,0.137913019,104.399,OUT018,4,Medium,Tier 3,Supermarket Type2,NA
FDT14,Food,10.695,Regular,1.947599161,120.344,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDD11,Food,12.79,Low Fat,0.81279285,252.404,OUT019,28,Small,Tier 1,Grocery Store,NA
FDN09,Food,14.15,Low Fat,0.531773717,243.8828,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
NCO18,Non-Consumable,13.15,Non-Edible,0.625616843,177.7686,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDZ50,Food,12.8,Regular,1.201415619,183.6608,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDS44,Food,12.65,Regular,2.364026262,239.5538,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDI36,Food,12.5,Regular,0.947190793,197.7426,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDA26,Food,7.855,Regular,1.876003695,218.3482,OUT010,15,Medium,Tier 3,Grocery Store,NA
NCY53,Non-Consumable,20,Non-Edible,0.888093921,112.6544,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDF32,Food,16.35,Low Fat,1.033873068,199.3426,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDF59,Food,12.5,Low Fat,1.808079417,126.302,OUT010,15,Medium,Tier 3,Grocery Store,NA
FDB20,Food,7.72,Low Fat,0.788149749,76.1986,OUT046,16,Small,Tier 1,Supermarket Type1,NA
DRH11,Drinks,5.98,Low Fat,1.145420678,57.1614,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDT03,Food,21.25,Low Fat,0.151840574,185.7608,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCH06,Non-Consumable,12.3,Non-Edible,1.160525894,245.246,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDR55,Food,12.15,Regular,2.00581228,187.8872,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDI10,Food,8.51,Regular,1.18857008,171.7422,OUT035,9,Small,Tier 2,Supermarket Type1,NA
FDZ12,Food,9.17,Low Fat,1.564568787,141.247,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDM12,Food,16.7,Regular,1.061755031,187.8214,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
DRB25,Drinks,12.3,Low Fat,1.05530939,107.4938,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
NCS41,Non-Consumable,12.85,Non-Edible,0.809663201,182.7608,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCT53,Non-Consumable,5.4,Non-Edible,0.730690442,162.8526,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCD55,Non-Consumable,14,Non-Edible,0.368611164,39.9454,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDY08,Food,9.395,Regular,2.597937464,141.3838,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
NCP55,Non-Consumable,14.65,Non-Edible,0.169931002,54.4614,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDA33,Food,6.48,Low Fat,0.513574818,147.9076,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDQ33,Food,13.35,Low Fat,1.381765272,148.6708,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDE45,Food,12.79,Low Fat,0.608949054,179.6002,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDT26,Food,18.85,Regular,1.029478318,120.944,OUT013,26,High,Tier 3,Supermarket Type1,NA
NCV53,Non-Consumable,8.27,Non-Edible,0.285702149,238.988,OUT049,14,Medium,Tier 1,Supermarket Type1,NA
FDK60,Food,12.79,Regular,1.416312383,97.6068,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
NCJ29,Non-Consumable,10.6,Non-Edible,0.533607924,83.4224,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDI15,Food,13.8,Low Fat,2.147585424,265.0884,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDX21,Food,7.05,Low Fat,1.287213579,110.5912,OUT013,26,High,Tier 3,Supermarket Type1,NA
FDV49,Food,12.79,Low Fat,0.685643441,263.4226,OUT019,28,Small,Tier 1,Grocery Store,NA
DRO59,Drinks,11.8,Low Fat,0.821106434,76.9012,OUT046,16,Small,Tier 1,Supermarket Type1,NA
FDZ14,Food,7.71,Regular,0.723020425,122.4756,OUT045,11,Medium,Tier 2,Supermarket Type1,NA
FDP32,Food,12.79,Low Fat,1.322839492,126.0678,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
FDC33,Food,8.96,Regular,1.051180602,198.6768,OUT017,6,Medium,Tier 2,Supermarket Type1,NA
FDT14,Food,10.695,Regular,3.241546194,121.644,OUT010,15,Medium,Tier 3,Grocery Store,NA
NCN54,Non-Consumable,12.79,Non-Edible,0.32179382,78.5328,OUT027,28,Medium,Tier 3,Supermarket Type3,NA
